-2.053,  	-5090.614
-2.783,  	-1366.687
-3.463,  	4590.463
-4.281,  	72726.817
-5.089,  	109033.731
-6.197,  	152568.214
-6.664,  	183400.815
-5.401,  	135137.443
-4.232,  	81103.288
-3.608,  	54418.231
-2.857,  	1257.633
-2.782,  	-1173.972
-4.258,  	65856.783
-6.363,  	153794.109
-7.977,  	228852.321
-10.081,  	326425.016
-12.406,  	450843.973
-14.149,  	552609.279
-17.020,  	711297.755
-19.649,  	873627.118
-22.013,  	1017121.427
-23.447,  	1138076.408
-23.750,  	554355.280
-25.648,  	1238494.914
-31.339,  	1620817.055
-36.167,  	1999469.472
-38.830,  	2218589.414
-43.658,  	2641708.098
-45.984,  	2799789.035
-48.349,  	3033777.168
-49.482,  	3199758.897
-51.772,  	3434651.475
-54.313,  	3655280.129
-55.721,  	3807308.055
-59.015,  	4112190.145
-61.814,  	4489213.975
-63.090,  	4668384.378
-64.466,  	4795993.973
-68.544,  	5237416.304
-70.776,  	5555254.233
-73.182,  	5897594.830
-73.865,  	5930820.716
-75.016,  	6102728.563
-78.154,  	6478281.090
-80.838,  	7018137.848
-83.013,  	7336032.593
-85.719,  	7600871.315
-88.325,  	8129117.198
-92.026,  	8736271.180
-95.705,  	9570187.974
-99.293,  	10580107.308
-99.218,  	10742047.726
-97.300,  	10171214.272
-95.782,  	9838511.001
-94.856,  	9613887.463
-93.525,  	9399291.760
-91.872,  	9234391.905
-89.722,  	8846392.245
-88.187,  	8489682.880
-87.635,  	8354926.009
-86.872,  	8256632.762
-86.255,  	8097851.363
-85.338,  	7797930.942
-84.642,  	7975156.645
-83.810,  	7712239.393
-82.808,  	7684092.534
-81.608,  	7439722.100
-80.615,  	7285264.202
-79.153,  	7112977.548
-78.303,  	6813726.066
-76.849,  	6769907.892
-75.497,  	6518394.286
-74.282,  	6229116.433
-73.420,  	6102728.563
-72.834,  	6050118.834
-71.005,  	5832247.519
-68.176,  	5540635.143
-65.490,  	5122728.356
-63.198,  	4873706.839
-61.567,  	4699645.880
-59.464,  	4432508.114
-58.902,  	4314429.005
-58.511,  	4288067.931
-58.434,  	4253416.877
-58.107,  	4253416.877
-57.767,  	4219321.351
-57.191,  	4112190.145
-56.238,  	4048925.681
-54.828,  	3957596.531
-53.273,  	3746336.929
-51.774,  	3599045.050
-50.085,  	3514927.136
-49.338,  	3341970.404
-48.579,  	3249137.892
-46.831,  	3042545.310
-44.664,  	2852901.564
-42.783,  	2685511.931
-42.512,  	2641708.098
-41.074,  	2539736.254
-40.265,  	2465388.003
