Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,2e-05,,
Horizontal Delay,0,,
Sample Interval,2e-08,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-04,1.395,1.41813,-0.0546875
-9.998000e-05,1.39156,1.41813,-0.0554688
-9.996000e-05,1.39344,1.41906,-0.0553125
-9.994000e-05,1.39203,1.41828,-0.055625
-9.992000e-05,1.39234,1.41797,-0.0545313
-9.990000e-05,1.39281,1.41594,-0.0539063
-9.988000e-05,1.39328,1.41953,-0.0540625
-9.986000e-05,1.39344,1.41563,-0.0542188
-9.984000e-05,1.39453,1.42047,-0.0557813
-9.982000e-05,1.39187,1.41609,-0.0546875
-9.980000e-05,1.38984,1.41437,-0.0559375
-9.978000e-05,1.39109,1.41625,-0.0532813
-9.976000e-05,1.39828,1.42312,-0.0535938
-9.974000e-05,1.39609,1.42094,-0.0551563
-9.972000e-05,1.39094,1.41453,-0.0554688
-9.970000e-05,1.39156,1.41719,-0.0546875
-9.968000e-05,1.39406,1.41969,-0.055625
-9.966000e-05,1.39203,1.41844,-0.0554688
-9.964000e-05,1.39391,1.41734,-0.0557813
-9.962000e-05,1.39422,1.41859,-0.0525
-9.960000e-05,1.39328,1.42016,-0.0509375
-9.958000e-05,1.3925,1.41891,-0.0540625
-9.956000e-05,1.39156,1.41938,-0.0560937
-9.954000e-05,1.39328,1.41906,-0.05375
-9.952000e-05,1.39187,1.41688,-0.056875
-9.950000e-05,1.39141,1.42016,-0.0565625
-9.948000e-05,1.39531,1.42328,-0.0509375
-9.946000e-05,1.39141,1.41563,-0.056875
-9.944000e-05,1.39156,1.41688,-0.0559375
-9.942000e-05,1.39078,1.4175,-0.055625
-9.940000e-05,1.39328,1.41969,-0.0534375
-9.938000e-05,1.39312,1.42016,-0.0532813
-9.936000e-05,1.39641,1.41922,-0.0542188
-9.934000e-05,1.39312,1.42063,-0.0553125
-9.932000e-05,1.39484,1.41844,-0.055
-9.930000e-05,1.39594,1.42031,-0.0542188
-9.928000e-05,1.39266,1.41875,-0.0542188
-9.926000e-05,1.39219,1.41766,-0.053125
-9.924000e-05,1.39359,1.41844,-0.0535938
-9.922000e-05,1.39156,1.41781,-0.0542188
-9.920000e-05,1.39578,1.41813,-0.0551563
-9.918000e-05,1.39328,1.41828,-0.0546875
-9.916000e-05,1.39234,1.41516,-0.0565625
-9.914000e-05,1.39141,1.41703,-0.055
-9.912000e-05,1.3975,1.42422,-0.05125
-9.910000e-05,1.39516,1.41984,-0.0535938
-9.908000e-05,1.39062,1.41656,-0.055
-9.906000e-05,1.39156,1.41906,-0.0532813
-9.904000e-05,1.39344,1.42,-0.0553125
-9.902000e-05,1.39312,1.4175,-0.0554688
-9.900000e-05,1.39187,1.41766,-0.055625
-9.898000e-05,1.39422,1.41828,-0.0539063
-9.896000e-05,1.39406,1.41922,-0.0520313
