Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-03,-0.0198438,2.55125,3.23359
-9.998000e-04,-0.0209375,2.55328,3.23094
-9.996000e-04,-0.0210938,2.55328,3.23234
-9.994000e-04,-0.0201563,2.55484,3.23047
-9.992000e-04,-0.0220312,2.5525,3.23109
-9.990000e-04,-0.0207813,2.54937,3.23391
-9.988000e-04,-0.0214063,2.55266,3.23219
-9.986000e-04,-0.02125,2.55109,3.23125
-9.984000e-04,-0.0217188,2.55328,3.2325
-9.982000e-04,-0.0215625,2.55125,3.23266
-9.980000e-04,-0.02125,2.55313,3.22969
-9.978000e-04,-0.0221875,2.55094,3.23156
-9.976000e-04,-0.0204688,2.55547,3.23641
-9.974000e-04,-0.0203125,2.55141,3.23125
-9.972000e-04,-0.0203125,2.5525,3.23234
-9.970000e-04,-0.0215625,2.55187,3.23359
-9.968000e-04,-0.0210938,2.55187,3.23469
-9.966000e-04,-0.0214063,2.55219,3.23094
-9.964000e-04,-0.0207813,2.55594,3.22938
-9.962000e-04,-0.0203125,2.55156,3.2325
-9.960000e-04,-0.0192187,2.55313,3.23563
-9.958000e-04,-0.0215625,2.555,3.23125
-9.956000e-04,-0.0214063,2.55109,3.22984
-9.954000e-04,-0.0221875,2.5525,3.23344
-9.952000e-04,-0.0217188,2.55219,3.2275
-9.950000e-04,-0.0204688,2.55219,3.23047
-9.948000e-04,-0.0210938,2.55313,3.23703
-9.946000e-04,-0.0217188,2.54984,3.22812
-9.944000e-04,-0.0215625,2.55187,3.23281
-9.942000e-04,-0.0210938,2.5525,3.23125
-9.940000e-04,-0.0204688,2.555,3.23438
-9.938000e-04,-0.0210938,2.55313,3.23141
-9.936000e-04,-0.0196875,2.55078,3.23406
-9.934000e-04,-0.020625,2.55422,3.23219
-9.932000e-04,-0.0214063,2.55422,3.23109
-9.930000e-04,-0.0214063,2.55531,3.23109
-9.928000e-04,-0.0221875,2.55266,3.23172
-9.926000e-04,-0.0226562,2.55,3.23219
-9.924000e-04,-0.0215625,2.55438,3.23391
-9.922000e-04,-0.0214063,2.55078,3.23297
-9.920000e-04,-0.021875,2.55375,3.2325
-9.918000e-04,-0.0215625,2.54984,3.23125
-9.916000e-04,-0.0207813,2.55187,3.23047
-9.914000e-04,-0.0215625,2.55125,3.23156
-9.912000e-04,-0.0215625,2.55688,3.23422
-9.910000e-04,-0.0203125,2.55141,3.23203
-9.908000e-04,-0.020625,2.55063,3.23062
-9.906000e-04,-0.0221875,2.55328,3.23297
-9.904000e-04,-0.0204688,2.55047,3.23391
-9.902000e-04,-0.020625,2.555,3.23031
-9.900000e-04,-0.0203125,2.55484,3.23125
-9.898000e-04,-0.0203125,2.55219,3.23391
-9.896000e-04,-0.0195312,2.55063,3.23578
