Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-03,-0.0196875,2.00609,3.23734
-9.998000e-04,-0.0198438,2.005,3.23281
-9.996000e-04,-0.0204688,2.00516,3.23484
-9.994000e-04,-0.0207813,2.00641,3.23281
-9.992000e-04,-0.0215625,2.00594,3.23578
-9.990000e-04,-0.0198438,2.0075,3.23719
-9.988000e-04,-0.0207813,2.00672,3.23734
-9.986000e-04,-0.0204688,2.00656,3.23813
-9.984000e-04,-0.02125,2.00562,3.23609
-9.982000e-04,-0.0201563,2.00562,3.23375
-9.980000e-04,-0.020625,2.00625,3.23438
-9.978000e-04,-0.0203125,2.00578,3.23359
-9.976000e-04,-0.0203125,2.01141,3.23953
-9.974000e-04,-0.0196875,2.00578,3.23875
-9.972000e-04,-0.0207813,2.00438,3.23453
-9.970000e-04,-0.0203125,2.00719,3.23547
-9.968000e-04,-0.0201563,2.00703,3.23625
-9.966000e-04,-0.0201563,2.00469,3.23203
-9.964000e-04,-0.0209375,2.00453,3.23297
-9.962000e-04,-0.01875,2.00859,3.2375
-9.960000e-04,-0.01875,2.00875,3.23813
-9.958000e-04,-0.0201563,2.00359,3.23937
-9.956000e-04,-0.0201563,2.00438,3.2375
-9.954000e-04,-0.020625,2.00594,3.23578
-9.952000e-04,-0.020625,2.00375,3.23406
-9.950000e-04,-0.02125,2.00438,3.2325
-9.948000e-04,-0.0204688,2.00906,3.24063
-9.946000e-04,-0.0209375,2.00359,3.23484
-9.944000e-04,-0.020625,2.00375,3.23453
-9.942000e-04,-0.02,2.00594,3.23359
-9.940000e-04,-0.0204688,2.00672,3.23578
-9.938000e-04,-0.0207813,2.00594,3.23766
-9.936000e-04,-0.020625,2.00516,3.23797
-9.934000e-04,-0.0201563,2.00516,3.23672
-9.932000e-04,-0.02,2.0075,3.23563
-9.930000e-04,-0.02,2.00672,3.23484
-9.928000e-04,-0.0209375,2.00656,3.23375
-9.926000e-04,-0.0195312,2.00813,3.23672
-9.924000e-04,-0.0201563,2.00734,3.23859
-9.922000e-04,-0.0209375,2.00672,3.23469
-9.920000e-04,-0.0210938,2.00469,3.23563
-9.918000e-04,-0.0203125,2.0075,3.23578
-9.916000e-04,-0.020625,2.00391,3.23438
-9.914000e-04,-0.0214063,2.00562,3.23625
-9.912000e-04,-0.0203125,2.00906,3.24031
-9.910000e-04,-0.0190625,2.00656,3.23937
-9.908000e-04,-0.0204688,2.00484,3.23453
-9.906000e-04,-0.020625,2.00625,3.23781
-9.904000e-04,-0.0201563,2.00406,3.23547
-9.902000e-04,-0.0204688,2.00641,3.23609
-9.900000e-04,-0.02,2.00516,3.23266
-9.898000e-04,-0.0189062,2.00656,3.23563
-9.896000e-04,-0.0185937,2.00875,3.23969
