Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-06,
Horizontal Delay,0,
Sample Interval,2e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Vertical Position,0,0
,,
,,
,,
Label,M2024,M2030
TIME,CH1,CH4
-9.844000e-06,1.44,0
-9.842000e-06,1.44,-0.04
-9.840000e-06,1.44,-0.04
-9.838000e-06,1.44,-0.04
-9.836000e-06,1.44,-0.04
-9.834000e-06,1.44,-0.04
-9.832000e-06,1.44,-0.04
-9.830000e-06,1.44,-0.04
-9.828000e-06,1.44,-0.08
-9.826000e-06,1.44,-0.04
-9.824000e-06,1.44,-0.04
-9.822000e-06,1.4,-0.04
-9.820000e-06,1.44,-0.04
-9.818000e-06,1.44,-0.04
-9.816000e-06,1.44,0
-9.814000e-06,1.44,-0.04
-9.812000e-06,1.44,-0.04
-9.810000e-06,1.44,-0.04
-9.808000e-06,1.44,-0.04
-9.806000e-06,1.44,-0.04
-9.804000e-06,1.44,-0.04
-9.802000e-06,1.44,-0.04
-9.800000e-06,1.44,-0.04
-9.798000e-06,1.4,-0.04
-9.796000e-06,1.44,-0.04
-9.794000e-06,1.44,-0.04
-9.792000e-06,1.44,-0.04
-9.790000e-06,1.44,-0.04
-9.788000e-06,1.44,-0.04
-9.786000e-06,1.4,-0.04
-9.784000e-06,1.4,-0.04
-9.782000e-06,1.44,-0.04
-9.780000e-06,1.4,-0.08
-9.778000e-06,1.4,-0.04
-9.776000e-06,1.48,-0.04
-9.774000e-06,1.44,-0.04
-9.772000e-06,1.4,-0.04
-9.770000e-06,1.4,-0.04
-9.768000e-06,1.4,0
-9.766000e-06,1.4,-0.04
-9.764000e-06,1.4,-0.04
-9.762000e-06,1.4,0
-9.760000e-06,1.44,-0.04
-9.758000e-06,1.4,-0.04
-9.756000e-06,1.44,-0.04
-9.754000e-06,1.4,-0.04
-9.752000e-06,1.4,-0.04
-9.750000e-06,1.44,-0.04
-9.748000e-06,1.44,-0.04
-9.746000e-06,1.4,-0.04
-9.744000e-06,1.44,-0.04
-9.742000e-06,1.4,-0.04
-9.740000e-06,1.44,-0.04
-9.738000e-06,1.48,0
-9.736000e-06,1.4,-0.08
-9.734000e-06,1.4,-0.04
-9.732000e-06,1.44,-0.04
-9.730000e-06,1.36,-0.04
-9.728000e-06,1.44,-0.04
-9.726000e-06,1.44,-0.04
-9.724000e-06,1.44,0
-9.722000e-06,1.4,-0.04
-9.720000e-06,1.4,-0.04
-9.718000e-06,1.44,-0.04
-9.716000e-06,1.44,-0.04
-9.714000e-06,1.44,-0.04
-9.712000e-06,1.44,-0.08
-9.710000e-06,1.44,-0.04
-9.708000e-06,1.4,-0.04
-9.706000e-06,1.44,-0.04
-9.704000e-06,1.4,-0.04
-9.702000e-06,1.4,-0.04
-9.700000e-06,1.4,-0.04
-9.698000e-06,1.44,-0.04
-9.696000e-06,1.48,0
-9.694000e-06,1.44,-0.04
-9.692000e-06,1.44,-0.04
-9.690000e-06,1.44,-0.04
-9.688000e-06,1.4,-0.04
-9.686000e-06,1.44,-0.08
-9.684000e-06,1.4,-0.04
-9.682000e-06,1.44,-0.04
-9.680000e-06,1.44,-0.04
-9.678000e-06,1.44,0
-9.676000e-06,1.44,-0.04
-9.674000e-06,1.44,-0.04
-9.672000e-06,1.44,-0.04
-9.670000e-06,1.36,-0.04
-9.668000e-06,1.4,-0.04
-9.666000e-06,1.44,-0.04
-9.664000e-06,1.44,-0.04
-9.662000e-06,1.44,-0.08
-9.660000e-06,1.44,-0.04
-9.658000e-06,1.48,-0.04
-9.656000e-06,1.44,-0.04
-9.654000e-06,1.4,-0.04
-9.652000e-06,1.44,-0.04
-9.650000e-06,1.44,-0.04
-9.648000e-06,1.44,-0.04
-9.646000e-06,1.44,0
-9.644000e-06,1.44,-0.04
-9.642000e-06,1.4,0
-9.640000e-06,1.44,-0.04
-9.638000e-06,1.44,-0.04
-9.636000e-06,1.48,-0.08
-9.634000e-06,1.44,-0.04
-9.632000e-06,1.44,-0.04
-9.630000e-06,1.44,-0.04
-9.628000e-06,1.4,-0.04
-9.626000e-06,1.44,-0.08
-9.624000e-06,1.44,-0.04
-9.622000e-06,1.48,-0.04
-9.620000e-06,1.48,-0.04
-9.618000e-06,1.44,-0.04
-9.616000e-06,1.44,-0.04
-9.614000e-06,1.44,-0.04
-9.612000e-06,1.44,-0.04
-9.610000e-06,1.44,-0.04
-9.608000e-06,1.44,-0.04
-9.606000e-06,1.44,-0.08
-9.604000e-06,1.44,-0.04
-9.602000e-06,1.44,-0.04
-9.600000e-06,1.48,-0.04
-9.598000e-06,1.44,-0.04
-9.596000e-06,1.44,-0.04
-9.594000e-06,1.44,-0.04
-9.592000e-06,1.44,0
-9.590000e-06,1.44,-0.04
-9.588000e-06,1.44,-0.04
-9.586000e-06,1.44,-0.04
-9.584000e-06,1.44,-0.04
-9.582000e-06,1.44,-0.04
-9.580000e-06,1.44,-0.04
-9.578000e-06,1.44,-0.04
-9.576000e-06,1.44,-0.04
-9.574000e-06,1.44,-0.04
-9.572000e-06,1.4,-0.04
-9.570000e-06,1.4,-0.04
-9.568000e-06,1.44,-0.04
-9.566000e-06,1.44,-0.04
-9.564000e-06,1.4,-0.04
-9.562000e-06,1.44,-0.04
-9.560000e-06,1.4,-0.04
-9.558000e-06,1.44,-0.04
-9.556000e-06,1.44,-0.04
-9.554000e-06,1.4,0
-9.552000e-06,1.44,-0.04
-9.550000e-06,1.44,-0.04
-9.548000e-06,1.44,-0.08
-9.546000e-06,1.44,-0.04
-9.544000e-06,1.44,-0.04
-9.542000e-06,1.44,-0.04
-9.540000e-06,1.44,-0.04
-9.538000e-06,1.44,-0.04
-9.536000e-06,1.44,-0.04
-9.534000e-06,1.44,-0.04
-9.532000e-06,1.44,-0.04
-9.530000e-06,1.44,0
-9.528000e-06,1.44,-0.04
-9.526000e-06,1.4,0
-9.524000e-06,1.4,0
-9.522000e-06,1.4,0
-9.520000e-06,1.4,-0.04
-9.518000e-06,1.44,-0.04
-9.516000e-06,1.44,-0.04
-9.514000e-06,1.44,-0.04
-9.512000e-06,1.48,-0.04
-9.510000e-06,1.44,-0.04
-9.508000e-06,1.44,-0.04
-9.506000e-06,1.44,-0.08
-9.504000e-06,1.4,-0.04
-9.502000e-06,1.44,-0.04
-9.500000e-06,1.48,-0.04
-9.498000e-06,1.4,-0.04
-9.496000e-06,1.44,-0.04
-9.494000e-06,1.44,-0.04
-9.492000e-06,1.4,-0.04
-9.490000e-06,1.44,0
-9.488000e-06,1.4,-0.04
-9.486000e-06,1.36,-0.04
-9.484000e-06,1.44,-0.04
-9.482000e-06,1.44,-0.04
-9.480000e-06,1.48,-0.08
-9.478000e-06,1.4,-0.04
-9.476000e-06,1.4,-0.04
-9.474000e-06,1.44,-0.04
-9.472000e-06,1.4,-0.04
-9.470000e-06,1.4,-0.04
-9.468000e-06,1.4,-0.04
-9.466000e-06,1.44,-0.04
-9.464000e-06,1.48,-0.04
-9.462000e-06,1.4,-0.04
-9.460000e-06,1.4,-0.04
-9.458000e-06,1.44,-0.04
-9.456000e-06,1.44,-0.04
-9.454000e-06,1.44,-0.04
-9.452000e-06,1.44,-0.04
-9.450000e-06,1.4,-0.04
-9.448000e-06,1.4,-0.04
-9.446000e-06,1.48,-0.04
-9.444000e-06,1.44,-0.04
-9.442000e-06,1.44,-0.04
-9.440000e-06,1.48,-0.08
-9.438000e-06,1.44,-0.04
-9.436000e-06,1.44,-0.04
-9.434000e-06,1.44,-0.04
-9.432000e-06,1.4,-0.04
-9.430000e-06,1.44,0
-9.428000e-06,1.44,-0.04
-9.426000e-06,1.44,-0.04
-9.424000e-06,1.4,-0.04
-9.422000e-06,1.4,-0.04
-9.420000e-06,1.44,-0.04
-9.418000e-06,1.44,-0.04
-9.416000e-06,1.44,-0.04
-9.414000e-06,1.4,-0.04
-9.412000e-06,1.44,-0.04
-9.410000e-06,1.4,-0.04
-9.408000e-06,1.44,-0.04
-9.406000e-06,1.44,-0.04
-9.404000e-06,1.48,-0.04
-9.402000e-06,1.44,-0.04
-9.400000e-06,1.4,-0.04
-9.398000e-06,1.44,-0.04
-9.396000e-06,1.44,-0.04
-9.394000e-06,1.44,-0.08
-9.392000e-06,1.44,-0.04
-9.390000e-06,1.4,-0.08
-9.388000e-06,1.4,-0.04
-9.386000e-06,1.44,-0.08
-9.384000e-06,1.4,-0.04
-9.382000e-06,1.44,-0.04
-9.380000e-06,1.44,-0.04
-9.378000e-06,1.4,-0.04
-9.376000e-06,1.44,-0.04
-9.374000e-06,1.44,-0.04
-9.372000e-06,1.44,-0.04
-9.370000e-06,1.4,-0.04
-9.368000e-06,1.4,-0.04
-9.366000e-06,1.4,-0.04
-9.364000e-06,1.4,-0.04
-9.362000e-06,1.4,-0.04
-9.360000e-06,1.44,-0.04
-9.358000e-06,1.44,-0.04
-9.356000e-06,1.44,-0.04
-9.354000e-06,1.44,-0.04
-9.352000e-06,1.4,-0.08
-9.350000e-06,1.44,-0.08
-9.348000e-06,1.4,-0.04
-9.346000e-06,1.44,-0.04
-9.344000e-06,1.44,0
-9.342000e-06,1.4,0
-9.340000e-06,1.4,-0.04
-9.338000e-06,1.4,-0.04
-9.336000e-06,1.44,-0.04
-9.334000e-06,1.44,-0.08
-9.332000e-06,1.44,-0.04
-9.330000e-06,1.4,-0.04
-9.328000e-06,1.4,-0.04
-9.326000e-06,1.44,-0.04
-9.324000e-06,1.44,-0.04
-9.322000e-06,1.44,-0.04
-9.320000e-06,1.44,-0.04
-9.318000e-06,1.44,-0.04
-9.316000e-06,1.44,-0.04
-9.314000e-06,1.4,-0.04
-9.312000e-06,1.4,-0.04
-9.310000e-06,1.44,-0.04
-9.308000e-06,1.4,-0.04
-9.306000e-06,1.44,-0.04
-9.304000e-06,1.4,-0.04
-9.302000e-06,1.44,0
-9.300000e-06,1.4,-0.04
-9.298000e-06,1.44,-0.04
-9.296000e-06,1.44,-0.08
-9.294000e-06,1.44,-0.04
-9.292000e-06,1.44,-0.04
-9.290000e-06,1.4,-0.04
-9.288000e-06,1.44,-0.04
-9.286000e-06,1.44,-0.04
-9.284000e-06,1.4,-0.04
-9.282000e-06,1.44,-0.04
-9.280000e-06,1.44,-0.04
-9.278000e-06,1.44,-0.04
-9.276000e-06,1.44,0
-9.274000e-06,1.36,-0.04
-9.272000e-06,1.4,-0.04
-9.270000e-06,1.44,-0.04
-9.268000e-06,1.44,-0.04
-9.266000e-06,1.44,-0.04
-9.264000e-06,1.44,-0.04
-9.262000e-06,1.4,0
-9.260000e-06,1.44,-0.04
-9.258000e-06,1.44,-0.04
-9.256000e-06,1.48,-0.04
-9.254000e-06,1.44,-0.08
-9.252000e-06,1.4,-0.04
-9.250000e-06,1.44,-0.04
-9.248000e-06,1.4,-0.04
-9.246000e-06,1.4,-0.04
-9.244000e-06,1.44,0
-9.242000e-06,1.4,-0.04
-9.240000e-06,1.44,-0.04
-9.238000e-06,1.36,-0.04
-9.236000e-06,1.44,-0.08
-9.234000e-06,1.44,-0.04
-9.232000e-06,1.4,-0.04
-9.230000e-06,1.4,-0.04
-9.228000e-06,1.44,-0.04
-9.226000e-06,1.44,-0.04
-9.224000e-06,1.44,0
-9.222000e-06,1.44,-0.04
-9.220000e-06,1.44,-0.08
-9.218000e-06,1.44,-0.04
-9.216000e-06,1.44,-0.04
-9.214000e-06,1.48,-0.04
-9.212000e-06,1.4,-0.04
-9.210000e-06,1.4,0
-9.208000e-06,1.4,-0.04
-9.206000e-06,1.44,-0.04
-9.204000e-06,1.44,-0.04
-9.202000e-06,1.44,-0.04
-9.200000e-06,1.36,-0.04
-9.198000e-06,1.44,-0.04
-9.196000e-06,1.44,-0.04
-9.194000e-06,1.44,-0.04
-9.192000e-06,1.44,-0.04
-9.190000e-06,1.4,0
-9.188000e-06,1.44,0
-9.186000e-06,1.44,-0.04
-9.184000e-06,1.44,-0.04
-9.182000e-06,1.44,-0.04
-9.180000e-06,1.48,-0.04
-9.178000e-06,1.4,-0.04
-9.176000e-06,1.44,0
-9.174000e-06,1.44,-0.04
-9.172000e-06,1.4,0
-9.170000e-06,1.44,-0.04
-9.168000e-06,1.4,-0.04
-9.166000e-06,1.4,-0.04
-9.164000e-06,1.4,0
-9.162000e-06,1.4,-0.04
-9.160000e-06,1.44,-0.08
-9.158000e-06,1.44,-0.04
-9.156000e-06,1.4,-0.04
-9.154000e-06,1.4,-0.04
-9.152000e-06,1.44,-0.04
-9.150000e-06,1.44,-0.04
-9.148000e-06,1.4,-0.04
-9.146000e-06,1.44,-0.04
-9.144000e-06,1.4,-0.04
-9.142000e-06,1.4,-0.04
-9.140000e-06,1.44,-0.04
-9.138000e-06,1.44,-0.04
-9.136000e-06,1.4,-0.04
-9.134000e-06,1.44,-0.04
-9.132000e-06,1.4,-0.04
-9.130000e-06,1.44,-0.04
-9.128000e-06,1.44,-0.04
-9.126000e-06,1.44,0
-9.124000e-06,1.4,-0.04
-9.122000e-06,1.4,-0.04
-9.120000e-06,1.44,-0.04
-9.118000e-06,1.44,-0.04
-9.116000e-06,1.44,-0.04
-9.114000e-06,1.44,-0.04
-9.112000e-06,1.44,-0.04
-9.110000e-06,1.44,-0.08
-9.108000e-06,1.44,-0.08
-9.106000e-06,1.4,-0.04
-9.104000e-06,1.4,-0.04
-9.102000e-06,1.44,-0.04
-9.100000e-06,1.48,-0.04
-9.098000e-06,1.4,-0.04
-9.096000e-06,1.44,-0.04
-9.094000e-06,1.44,-0.04
-9.092000e-06,1.48,-0.04
-9.090000e-06,1.4,-0.04
-9.088000e-06,1.44,-0.04
-9.086000e-06,1.4,-0.04
-9.084000e-06,1.44,-0.04
-9.082000e-06,1.4,-0.04
-9.080000e-06,1.4,-0.04
-9.078000e-06,1.44,-0.04
-9.076000e-06,1.4,-0.04
-9.074000e-06,1.4,-0.04
-9.072000e-06,1.4,-0.04
-9.070000e-06,1.44,-0.04
-9.068000e-06,1.44,-0.04
-9.066000e-06,1.44,-0.04
-9.064000e-06,1.4,-0.04
-9.062000e-06,1.4,-0.04
-9.060000e-06,1.44,-0.04
-9.058000e-06,1.44,-0.08
-9.056000e-06,1.4,-0.04
-9.054000e-06,1.44,-0.04
-9.052000e-06,1.4,-0.04
-9.050000e-06,1.48,-0.04
-9.048000e-06,1.44,-0.04
-9.046000e-06,1.44,0
-9.044000e-06,1.44,-0.04
-9.042000e-06,1.44,-0.04
-9.040000e-06,1.4,-0.04
-9.038000e-06,1.44,-0.04
-9.036000e-06,1.4,-0.04
-9.034000e-06,1.44,-0.04
-9.032000e-06,1.44,-0.04
-9.030000e-06,1.44,-0.04
-9.028000e-06,1.44,-0.04
-9.026000e-06,1.4,-0.04
-9.024000e-06,1.44,-0.04
-9.022000e-06,1.44,-0.04
-9.020000e-06,1.44,-0.04
-9.018000e-06,1.4,-0.04
-9.016000e-06,1.44,-0.04
-9.014000e-06,1.44,0
-9.012000e-06,1.44,-0.04
-9.010000e-06,1.4,-0.04
-9.008000e-06,1.44,-0.08
-9.006000e-06,1.44,-0.04
-9.004000e-06,1.44,-0.04
-9.002000e-06,1.44,-0.04
-9.000000e-06,1.44,-0.04
-8.998000e-06,1.4,0
-8.996000e-06,1.44,-0.04
-8.994000e-06,1.44,-0.04
-8.992000e-06,1.44,-0.04
-8.990000e-06,1.44,-0.04
-8.988000e-06,1.44,-0.04
-8.986000e-06,1.4,-0.04
-8.984000e-06,1.4,-0.04
-8.982000e-06,1.4,0
-8.980000e-06,1.4,-0.04
-8.978000e-06,1.44,-0.04
-8.976000e-06,1.44,-0.04
-8.974000e-06,1.4,-0.04
-8.972000e-06,1.4,-0.04
-8.970000e-06,1.44,-0.08
-8.968000e-06,1.4,-0.04
-8.966000e-06,1.4,-0.04
-8.964000e-06,1.44,-0.04
-8.962000e-06,1.48,-0.04
-8.960000e-06,1.44,-0.04
-8.958000e-06,1.4,-0.04
-8.956000e-06,1.44,-0.04
-8.954000e-06,1.4,0
-8.952000e-06,1.4,-0.04
-8.950000e-06,1.4,-0.04
-8.948000e-06,1.44,-0.04
-8.946000e-06,1.4,-0.04
-8.944000e-06,1.4,-0.04
-8.942000e-06,1.4,-0.04
-8.940000e-06,1.4,-0.04
-8.938000e-06,1.4,-0.04
-8.936000e-06,1.44,-0.04
-8.934000e-06,1.44,-0.04
-8.932000e-06,1.4,0
-8.930000e-06,1.44,-0.04
-8.928000e-06,1.44,-0.04
-8.926000e-06,1.44,-0.04
-8.924000e-06,1.44,-0.04
-8.922000e-06,1.44,-0.04
-8.920000e-06,1.44,-0.04
-8.918000e-06,1.4,-0.04
-8.916000e-06,1.4,-0.04
-8.914000e-06,1.44,-0.04
-8.912000e-06,1.44,-0.04
-8.910000e-06,1.44,-0.04
-8.908000e-06,1.44,-0.04
-8.906000e-06,1.44,-0.04
-8.904000e-06,1.44,-0.04
-8.902000e-06,1.36,-0.04
-8.900000e-06,1.4,-0.04
-8.898000e-06,1.48,-0.04
-8.896000e-06,1.4,-0.04
-8.894000e-06,1.48,-0.04
-8.892000e-06,1.44,-0.04
-8.890000e-06,1.44,-0.04
-8.888000e-06,1.44,0
-8.886000e-06,1.44,-0.04
-8.884000e-06,1.44,-0.04
-8.882000e-06,1.44,-0.04
-8.880000e-06,1.4,-0.04
-8.878000e-06,1.48,-0.08
-8.876000e-06,1.4,-0.04
-8.874000e-06,1.44,-0.04
-8.872000e-06,1.44,-0.04
-8.870000e-06,1.4,-0.04
-8.868000e-06,1.44,-0.04
-8.866000e-06,1.44,-0.04
-8.864000e-06,1.44,0
-8.862000e-06,1.44,-0.04
-8.860000e-06,1.44,-0.04
-8.858000e-06,1.44,-0.04
-8.856000e-06,1.44,-0.04
-8.854000e-06,1.44,-0.04
-8.852000e-06,1.44,-0.04
-8.850000e-06,1.44,-0.04
-8.848000e-06,1.44,0
-8.846000e-06,1.44,-0.04
-8.844000e-06,1.44,-0.04
-8.842000e-06,1.44,-0.04
-8.840000e-06,1.44,-0.04
-8.838000e-06,1.4,-0.04
-8.836000e-06,1.44,-0.04
-8.834000e-06,1.4,-0.04
-8.832000e-06,1.44,-0.08
-8.830000e-06,1.44,-0.04
-8.828000e-06,1.44,-0.04
-8.826000e-06,1.4,-0.04
-8.824000e-06,1.44,-0.04
-8.822000e-06,1.44,-0.04
-8.820000e-06,1.44,-0.04
-8.818000e-06,1.44,-0.04
-8.816000e-06,1.44,-0.04
-8.814000e-06,1.44,0
-8.812000e-06,1.44,-0.04
-8.810000e-06,1.44,-0.04
-8.808000e-06,1.4,-0.04
-8.806000e-06,1.44,0
-8.804000e-06,1.4,-0.08
-8.802000e-06,1.36,-0.04
-8.800000e-06,1.44,-0.04
-8.798000e-06,1.44,-0.04
-8.796000e-06,1.44,0
-8.794000e-06,1.44,-0.04
-8.792000e-06,1.4,-0.04
-8.790000e-06,1.44,-0.04
-8.788000e-06,1.44,-0.04
-8.786000e-06,1.44,-0.04
-8.784000e-06,1.4,-0.04
-8.782000e-06,1.44,-0.04
-8.780000e-06,1.44,-0.04
-8.778000e-06,1.44,0
-8.776000e-06,1.44,-0.04
-8.774000e-06,1.44,-0.04
-8.772000e-06,1.44,-0.04
-8.770000e-06,1.44,-0.04
-8.768000e-06,1.44,-0.04
-8.766000e-06,1.4,0
-8.764000e-06,1.44,-0.04
-8.762000e-06,1.44,-0.04
-8.760000e-06,1.44,-0.04
-8.758000e-06,1.4,-0.04
-8.756000e-06,1.44,-0.08
-8.754000e-06,1.44,-0.04
-8.752000e-06,1.44,-0.04
-8.750000e-06,1.4,-0.04
-8.748000e-06,1.44,-0.08
-8.746000e-06,1.4,-0.04
-8.744000e-06,1.44,-0.04
-8.742000e-06,1.4,-0.04
-8.740000e-06,1.44,-0.04
-8.738000e-06,1.36,0
-8.736000e-06,1.4,-0.04
-8.734000e-06,1.44,-0.04
-8.732000e-06,1.44,-0.04
-8.730000e-06,1.44,-0.04
-8.728000e-06,1.4,-0.04
-8.726000e-06,1.44,-0.04
-8.724000e-06,1.4,-0.04
-8.722000e-06,1.4,-0.08
-8.720000e-06,1.44,-0.04
-8.718000e-06,1.44,-0.04
-8.716000e-06,1.44,-0.04
-8.714000e-06,1.44,-0.04
-8.712000e-06,1.4,-0.04
-8.710000e-06,1.4,-0.04
-8.708000e-06,1.44,-0.08
-8.706000e-06,1.36,-0.04
-8.704000e-06,1.4,-0.04
-8.702000e-06,1.4,-0.08
-8.700000e-06,1.44,-0.04
-8.698000e-06,1.44,-0.08
-8.696000e-06,1.44,-0.04
-8.694000e-06,1.44,-0.04
-8.692000e-06,1.44,-0.04
-8.690000e-06,1.52,-0.04
-8.688000e-06,1.44,-0.04
-8.686000e-06,1.44,-0.04
-8.684000e-06,1.4,-0.04
-8.682000e-06,1.44,-0.04
-8.680000e-06,1.4,-0.04
-8.678000e-06,1.4,-0.04
-8.676000e-06,1.44,-0.04
-8.674000e-06,1.44,-0.04
-8.672000e-06,1.44,-0.04
-8.670000e-06,1.44,-0.04
-8.668000e-06,1.4,-0.04
-8.666000e-06,1.4,-0.04
-8.664000e-06,1.4,-0.04
-8.662000e-06,1.44,-0.04
-8.660000e-06,1.44,-0.04
-8.658000e-06,1.44,-0.04
-8.656000e-06,1.4,-0.04
-8.654000e-06,1.4,-0.04
-8.652000e-06,1.4,-0.04
-8.650000e-06,1.4,-0.04
-8.648000e-06,1.4,-0.04
-8.646000e-06,1.44,-0.04
-8.644000e-06,1.4,-0.04
-8.642000e-06,1.44,-0.04
-8.640000e-06,1.44,-0.04
-8.638000e-06,1.44,-0.04
-8.636000e-06,1.44,-0.04
-8.634000e-06,1.44,-0.04
-8.632000e-06,1.44,-0.04
-8.630000e-06,1.44,-0.04
-8.628000e-06,1.44,-0.04
-8.626000e-06,1.4,-0.08
-8.624000e-06,1.44,-0.04
-8.622000e-06,1.4,-0.04
-8.620000e-06,1.44,-0.04
-8.618000e-06,1.44,-0.04
-8.616000e-06,1.44,-0.04
-8.614000e-06,1.44,-0.04
-8.612000e-06,1.4,-0.04
-8.610000e-06,1.44,-0.04
-8.608000e-06,1.44,-0.04
-8.606000e-06,1.4,0
-8.604000e-06,1.44,-0.04
-8.602000e-06,1.4,-0.04
-8.600000e-06,1.4,-0.04
-8.598000e-06,1.44,-0.04
-8.596000e-06,1.44,-0.04
-8.594000e-06,1.4,-0.04
-8.592000e-06,1.4,-0.08
-8.590000e-06,1.44,-0.04
-8.588000e-06,1.44,-0.04
-8.586000e-06,1.44,-0.08
-8.584000e-06,1.4,-0.04
-8.582000e-06,1.44,-0.04
-8.580000e-06,1.44,-0.04
-8.578000e-06,1.44,-0.04
-8.576000e-06,1.4,-0.04
-8.574000e-06,1.44,-0.04
-8.572000e-06,1.44,-0.04
-8.570000e-06,1.44,-0.04
-8.568000e-06,1.44,-0.04
-8.566000e-06,1.44,-0.04
-8.564000e-06,1.44,-0.04
-8.562000e-06,1.44,-0.04
-8.560000e-06,1.44,0
-8.558000e-06,1.44,-0.04
-8.556000e-06,1.44,-0.04
-8.554000e-06,1.44,-0.04
-8.552000e-06,1.44,-0.04
-8.550000e-06,1.44,-0.04
-8.548000e-06,1.44,-0.04
-8.546000e-06,1.44,-0.04
-8.544000e-06,1.44,-0.04
-8.542000e-06,1.44,-0.04
-8.540000e-06,1.44,-0.04
-8.538000e-06,1.44,-0.04
-8.536000e-06,1.44,-0.04
-8.534000e-06,1.4,-0.04
-8.532000e-06,1.48,0
-8.530000e-06,1.4,-0.04
-8.528000e-06,1.4,-0.04
-8.526000e-06,1.44,-0.04
-8.524000e-06,1.44,-0.04
-8.522000e-06,1.44,-0.04
-8.520000e-06,1.44,-0.08
-8.518000e-06,1.4,-0.04
-8.516000e-06,1.48,-0.08
-8.514000e-06,1.44,-0.04
-8.512000e-06,1.4,-0.04
-8.510000e-06,1.44,-0.04
-8.508000e-06,1.44,-0.04
-8.506000e-06,1.44,-0.04
-8.504000e-06,1.44,-0.04
-8.502000e-06,1.44,-0.04
-8.500000e-06,1.44,-0.04
-8.498000e-06,1.4,-0.04
-8.496000e-06,1.4,-0.04
-8.494000e-06,1.4,-0.04
-8.492000e-06,1.4,0
-8.490000e-06,1.44,-0.04
-8.488000e-06,1.44,-0.04
-8.486000e-06,1.44,-0.04
-8.484000e-06,1.44,-0.04
-8.482000e-06,1.44,-0.04
-8.480000e-06,1.4,-0.04
-8.478000e-06,1.44,-0.04
-8.476000e-06,1.4,-0.04
