-21.103,  	5277.000
-21.079,  	5277.000
-20.665,  	5277.000
-22.633,  	5277.000
-23.024,  	5277.000
-23.031,  	5277.000
-23.025,  	5277.000
-23.018,  	5277.000
-23.027,  	5277.000
-23.026,  	5277.000
-23.026,  	5277.000
-23.035,  	5277.000
-24.969,  	5277.000
-25.145,  	8321.000
-25.139,  	8339.000
-25.129,  	8497.000
-25.141,  	8429.000
-25.136,  	8553.000
-25.132,  	8579.000
-25.146,  	8597.000
-25.164,  	8575.000
-25.069,  	8596.000
-26.475,  	8145.000
-26.551,  	7753.000
-26.551,  	7941.000
-26.560,  	7647.000
-26.558,  	7787.000
-26.542,  	7996.000
-26.548,  	7752.000
-27.550,  	7652.000
-28.246,  	7138.000
-28.237,  	7213.000
-28.227,  	7188.000
-28.237,  	7247.000
-28.538,  	7057.000
-31.796,  	6339.000
-31.865,  	6314.000
-31.878,  	6250.000
-31.881,  	6303.000
-31.880,  	6299.000
-31.880,  	6235.000
-32.862,  	6270.000
-34.759,  	5823.000
-34.746,  	5803.000
-34.759,  	5805.000
-34.769,  	5805.000
-34.765,  	5787.000
-36.997,  	5545.000
-37.002,  	5529.000
-37.008,  	5521.000
-36.998,  	5531.000
-37.003,  	5533.000
-37.003,  	5525.000
-37.011,  	5521.000
-37.015,  	5534.000
-44.397,  	9036.000
-54.537,  	5734.000
-56.191,  	5554.000
-66.402,  	7578.000
-67.290,  	6799.000
-71.127,  	8358.000
-70.847,  	8398.000
-70.857,  	8190.000
-70.850,  	8220.000
-70.850,  	7962.000
-70.833,  	8270.000
-70.851,  	8313.000
-70.836,  	7831.000
-70.832,  	7655.000
-70.729,  	7584.000
-72.984,  	7280.000
-67.078,  	9145.000
-66.292,  	9598.000
-66.294,  	8906.000
-66.295,  	8751.000
-66.297,  	8842.000
-66.282,  	8652.000
-66.281,  	8879.000
-66.274,  	8557.000
-66.295,  	8454.000
-68.932,  	8177.000
-73.523,  	7135.000
-73.562,  	6990.000
-73.569,  	7044.000
-73.572,  	7158.000
-73.565,  	7126.000
-77.904,  	6492.000
-77.563,  	6251.000
-77.559,  	6244.000
-77.561,  	6247.000
-77.557,  	6223.000
-77.556,  	6274.000
-81.569,  	5737.000
-82.362,  	5623.000
-82.353,  	5624.000
-82.343,  	5622.000
-82.359,  	5629.000
-86.005,  	8397.000
-86.388,  	8196.000
-86.399,  	8499.000
