-0.000,  	-61.005
-0.500,  	-64.663
-1.000,  	-63.543
-1.500,  	-63.977
-2.000,  	-65.379
-2.500,  	-66.623
-3.000,  	-68.959
-3.500,  	-66.468
-4.000,  	-66.900
-4.500,  	-68.063
-5.000,  	-67.790
-5.500,  	-67.783
-6.000,  	-68.600
-6.500,  	-66.445
-7.000,  	-65.566
-7.500,  	-67.398
-8.000,  	-66.212
-8.500,  	-68.460
-9.000,  	-67.586
-9.500,  	-67.646
-10.000,  	-69.745
-10.500,  	-67.225
-11.000,  	-70.728
-11.500,  	-69.178
-12.000,  	-69.241
-12.500,  	-65.027
-13.000,  	-68.318
-13.500,  	-69.156
-14.000,  	-69.130
-14.500,  	-66.426
-15.000,  	-67.102
-15.500,  	-67.414
-16.000,  	-67.577
-16.500,  	-68.615
-17.000,  	-67.511
-17.500,  	-68.975
-18.000,  	-65.481
-18.500,  	-66.539
-19.000,  	-64.775
-19.500,  	-66.491
-20.000,  	-73.779
-20.500,  	-73.100
-21.000,  	-67.452
-21.500,  	-61.598
-22.000,  	-72.624
-22.500,  	-70.012
-23.000,  	-68.174
-23.500,  	-71.687
-24.000,  	-67.962
-24.500,  	-74.682
