Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,0.0004
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Vertical Position,0
,
,
,
Label,M2024
TIME,CH1
-1.041200e+00,1.36
-1.040800e+00,1.36
-1.040400e+00,1.36
-1.040000e+00,1.36
-1.039600e+00,1.36
-1.039200e+00,1.36
-1.038800e+00,1.36
-1.038400e+00,1.36
-1.038000e+00,1.36
-1.037600e+00,1.4
-1.037200e+00,1.32
-1.036800e+00,1.36
-1.036400e+00,1.32
-1.036000e+00,1.36
-1.035600e+00,1.36
-1.035200e+00,1.32
-1.034800e+00,1.4
-1.034400e+00,1.36
-1.034000e+00,1.36
-1.033600e+00,1.32
-1.033200e+00,1.4
-1.032800e+00,1.36
-1.032400e+00,1.36
-1.032000e+00,1.36
-1.031600e+00,1.36
-1.031200e+00,1.4
-1.030800e+00,1.32
-1.030400e+00,1.36
-1.030000e+00,1.36
-1.029600e+00,1.36
-1.029200e+00,1.36
-1.028800e+00,1.36
-1.028400e+00,1.36
-1.028000e+00,1.36
-1.027600e+00,1.36
-1.027200e+00,1.36
-1.026800e+00,1.36
-1.026400e+00,1.36
-1.026000e+00,1.32
-1.025600e+00,1.36
-1.025200e+00,1.36
-1.024800e+00,1.36
-1.024400e+00,1.36
-1.024000e+00,1.4
-1.023600e+00,1.32
-1.023200e+00,1.36
-1.022800e+00,1.36
-1.022400e+00,1.36
-1.022000e+00,1.36
-1.021600e+00,1.36
-1.021200e+00,1.4
-1.020800e+00,1.32
-1.020400e+00,1.4
-1.020000e+00,1.36
-1.019600e+00,1.36
-1.019200e+00,1.36
-1.018800e+00,1.36
-1.018400e+00,1.32
-1.018000e+00,1.36
-1.017600e+00,1.4
-1.017200e+00,1.36
-1.016800e+00,1.36
-1.016400e+00,1.36
-1.016000e+00,1.36
-1.015600e+00,1.36
-1.015200e+00,1.36
-1.014800e+00,1.36
-1.014400e+00,1.36
-1.014000e+00,1.36
-1.013600e+00,1.36
-1.013200e+00,1.36
-1.012800e+00,1.36
-1.012400e+00,1.32
-1.012000e+00,1.32
-1.011600e+00,1.36
-1.011200e+00,1.36
-1.010800e+00,1.4
-1.010400e+00,1.36
-1.010000e+00,1.36
-1.009600e+00,1.36
-1.009200e+00,1.4
-1.008800e+00,1.32
-1.008400e+00,1.36
-1.008000e+00,1.36
-1.007600e+00,1.36
-1.007200e+00,1.36
-1.006800e+00,1.36
-1.006400e+00,1.36
-1.006000e+00,1.4
-1.005600e+00,1.36
-1.005200e+00,1.36
-1.004800e+00,1.4
-1.004400e+00,1.36
-1.004000e+00,1.36
-1.003600e+00,1.36
-1.003200e+00,1.36
-1.002800e+00,1.36
-1.002400e+00,1.36
-1.002000e+00,1.36
-1.001600e+00,1.36
-1.001200e+00,1.36
-1.000800e+00,1.36
-1.000400e+00,1.36
-1.000000e+00,1.36
-9.996000e-01,1.36
-9.992000e-01,1.4
-9.988000e-01,1.36
-9.984000e-01,1.36
-9.980000e-01,1.4
-9.976000e-01,1.4
-9.972000e-01,1.36
-9.968000e-01,1.4
-9.964000e-01,1.36
-9.960000e-01,1.36
-9.956000e-01,1.36
-9.952000e-01,1.36
-9.948000e-01,1.4
-9.944000e-01,1.36
-9.940000e-01,1.36
-9.936000e-01,1.32
-9.932000e-01,1.36
-9.928000e-01,1.4
-9.924000e-01,1.36
-9.920000e-01,1.4
-9.916000e-01,1.36
-9.912000e-01,1.4
-9.908000e-01,1.36
-9.904000e-01,1.32
-9.900000e-01,1.36
-9.896000e-01,1.36
-9.892000e-01,1.36
-9.888000e-01,1.4
-9.884000e-01,1.32
-9.880000e-01,1.36
-9.876000e-01,1.32
-9.872000e-01,1.4
-9.868000e-01,1.36
-9.864000e-01,1.36
-9.860000e-01,1.36
-9.856000e-01,1.32
-9.852000e-01,1.36
-9.848000e-01,1.36
-9.844000e-01,1.36
-9.840000e-01,1.36
-9.836000e-01,1.36
-9.832000e-01,1.36
-9.828000e-01,1.36
-9.824000e-01,1.4
-9.820000e-01,1.36
-9.816000e-01,1.36
-9.812000e-01,1.36
-9.808000e-01,1.4
-9.804000e-01,1.4
-9.800000e-01,1.32
-9.796000e-01,1.4
-9.792000e-01,1.32
-9.788000e-01,1.32
-9.784000e-01,1.36
-9.780000e-01,1.36
-9.776000e-01,1.36
-9.772000e-01,1.36
-9.768000e-01,1.4
-9.764000e-01,1.36
-9.760000e-01,1.36
-9.756000e-01,1.36
-9.752000e-01,1.36
-9.748000e-01,1.36
-9.744000e-01,1.36
-9.740000e-01,1.4
-9.736000e-01,1.36
-9.732000e-01,1.4
-9.728000e-01,1.4
-9.724000e-01,1.36
-9.720000e-01,1.4
-9.716000e-01,1.36
-9.712000e-01,1.36
-9.708000e-01,1.36
-9.704000e-01,1.32
-9.700000e-01,1.4
-9.696000e-01,1.36
-9.692000e-01,1.36
-9.688000e-01,1.36
-9.684000e-01,1.36
-9.680000e-01,1.36
-9.676000e-01,1.36
-9.672000e-01,1.36
-9.668000e-01,1.36
-9.664000e-01,1.36
-9.660000e-01,1.36
-9.656000e-01,1.36
-9.652000e-01,1.36
-9.648000e-01,1.32
-9.644000e-01,1.4
-9.640000e-01,1.36
-9.636000e-01,1.36
-9.632000e-01,1.36
-9.628000e-01,1.36
-9.624000e-01,1.4
-9.620000e-01,1.4
-9.616000e-01,1.4
-9.612000e-01,1.36
-9.608000e-01,1.36
-9.604000e-01,1.36
-9.600000e-01,1.36
-9.596000e-01,1.36
-9.592000e-01,1.4
-9.588000e-01,1.36
-9.584000e-01,1.32
-9.580000e-01,1.36
-9.576000e-01,1.4
-9.572000e-01,1.36
-9.568000e-01,1.36
-9.564000e-01,1.32
-9.560000e-01,1.36
-9.556000e-01,1.4
-9.552000e-01,1.4
-9.548000e-01,1.36
-9.544000e-01,1.36
-9.540000e-01,1.36
-9.536000e-01,1.36
-9.532000e-01,1.36
-9.528000e-01,1.32
-9.524000e-01,1.36
-9.520000e-01,1.36
-9.516000e-01,1.36
-9.512000e-01,1.36
-9.508000e-01,1.36
-9.504000e-01,1.4
-9.500000e-01,1.36
-9.496000e-01,1.4
-9.492000e-01,1.36
-9.488000e-01,1.32
-9.484000e-01,1.36
-9.480000e-01,1.36
-9.476000e-01,1.32
-9.472000e-01,1.36
-9.468000e-01,1.36
-9.464000e-01,1.36
-9.460000e-01,1.4
-9.456000e-01,1.36
-9.452000e-01,1.36
-9.448000e-01,1.36
-9.444000e-01,1.4
-9.440000e-01,1.36
-9.436000e-01,1.36
-9.432000e-01,1.36
-9.428000e-01,1.36
-9.424000e-01,1.4
-9.420000e-01,1.36
-9.416000e-01,1.36
-9.412000e-01,1.36
-9.408000e-01,1.36
-9.404000e-01,1.4
-9.400000e-01,1.36
-9.396000e-01,1.36
-9.392000e-01,1.4
-9.388000e-01,1.36
-9.384000e-01,1.32
-9.380000e-01,1.4
-9.376000e-01,1.36
-9.372000e-01,1.36
-9.368000e-01,1.32
-9.364000e-01,1.36
-9.360000e-01,1.36
-9.356000e-01,1.36
-9.352000e-01,1.36
-9.348000e-01,1.4
-9.344000e-01,1.4
-9.340000e-01,1.36
-9.336000e-01,1.4
-9.332000e-01,1.4
-9.328000e-01,1.36
-9.324000e-01,1.36
-9.320000e-01,1.36
-9.316000e-01,1.36
-9.312000e-01,1.32
-9.308000e-01,1.36
-9.304000e-01,1.36
-9.300000e-01,1.36
-9.296000e-01,1.36
-9.292000e-01,1.36
-9.288000e-01,1.32
-9.284000e-01,1.36
-9.280000e-01,1.36
-9.276000e-01,1.36
-9.272000e-01,1.4
-9.268000e-01,1.36
-9.264000e-01,1.36
-9.260000e-01,1.36
-9.256000e-01,1.36
-9.252000e-01,1.36
-9.248000e-01,1.36
-9.244000e-01,1.4
-9.240000e-01,1.36
-9.236000e-01,1.36
-9.232000e-01,1.32
-9.228000e-01,1.36
-9.224000e-01,1.4
-9.220000e-01,1.36
-9.216000e-01,1.36
-9.212000e-01,1.44
-9.208000e-01,1.4
-9.204000e-01,1.36
-9.200000e-01,1.36
-9.196000e-01,1.36
-9.192000e-01,1.36
-9.188000e-01,1.4
-9.184000e-01,1.4
-9.180000e-01,1.36
-9.176000e-01,1.36
-9.172000e-01,1.36
-9.168000e-01,1.32
-9.164000e-01,1.36
-9.160000e-01,1.36
-9.156000e-01,1.36
-9.152000e-01,1.32
-9.148000e-01,1.36
-9.144000e-01,1.4
-9.140000e-01,1.32
-9.136000e-01,1.36
-9.132000e-01,1.36
-9.128000e-01,1.36
-9.124000e-01,1.32
-9.120000e-01,1.36
-9.116000e-01,1.4
-9.112000e-01,1.36
-9.108000e-01,1.32
-9.104000e-01,1.36
-9.100000e-01,1.36
-9.096000e-01,1.36
-9.092000e-01,1.4
-9.088000e-01,1.36
-9.084000e-01,1.36
-9.080000e-01,1.36
-9.076000e-01,1.36
-9.072000e-01,1.36
-9.068000e-01,1.36
-9.064000e-01,1.36
-9.060000e-01,1.4
-9.056000e-01,1.36
-9.052000e-01,1.36
-9.048000e-01,1.4
-9.044000e-01,1.36
-9.040000e-01,1.36
-9.036000e-01,1.36
-9.032000e-01,1.36
-9.028000e-01,1.36
-9.024000e-01,1.36
-9.020000e-01,1.36
-9.016000e-01,1.32
-9.012000e-01,1.36
-9.008000e-01,1.36
-9.004000e-01,1.36
-9.000000e-01,1.36
-8.996000e-01,1.36
-8.992000e-01,1.4
-8.988000e-01,1.4
-8.984000e-01,1.36
-8.980000e-01,1.36
-8.976000e-01,1.36
-8.972000e-01,1.36
-8.968000e-01,1.36
-8.964000e-01,1.36
-8.960000e-01,1.36
-8.956000e-01,1.36
-8.952000e-01,1.36
-8.948000e-01,1.36
-8.944000e-01,1.32
-8.940000e-01,1.36
-8.936000e-01,1.4
-8.932000e-01,1.36
-8.928000e-01,1.36
-8.924000e-01,1.32
-8.920000e-01,1.36
-8.916000e-01,1.36
-8.912000e-01,1.36
-8.908000e-01,1.36
-8.904000e-01,1.32
-8.900000e-01,1.36
-8.896000e-01,1.36
-8.892000e-01,1.36
-8.888000e-01,1.36
-8.884000e-01,1.4
-8.880000e-01,1.36
-8.876000e-01,1.36
-8.872000e-01,1.28
-8.868000e-01,1.36
-8.864000e-01,1.4
-8.860000e-01,1.36
-8.856000e-01,1.4
-8.852000e-01,1.36
-8.848000e-01,1.36
-8.844000e-01,1.36
-8.840000e-01,1.32
-8.836000e-01,1.36
-8.832000e-01,1.32
-8.828000e-01,1.36
-8.824000e-01,1.4
-8.820000e-01,1.36
-8.816000e-01,1.4
-8.812000e-01,1.4
-8.808000e-01,1.36
-8.804000e-01,1.32
-8.800000e-01,1.36
-8.796000e-01,1.36
-8.792000e-01,1.36
-8.788000e-01,1.36
-8.784000e-01,1.36
-8.780000e-01,1.4
-8.776000e-01,1.36
-8.772000e-01,1.4
-8.768000e-01,1.4
-8.764000e-01,1.36
-8.760000e-01,1.36
-8.756000e-01,1.36
-8.752000e-01,1.36
-8.748000e-01,1.4
-8.744000e-01,1.4
-8.740000e-01,1.36
-8.736000e-01,1.36
-8.732000e-01,1.36
-8.728000e-01,1.4
-8.724000e-01,1.32
-8.720000e-01,1.4
-8.716000e-01,1.36
-8.712000e-01,1.36
-8.708000e-01,1.4
-8.704000e-01,1.36
-8.700000e-01,1.36
-8.696000e-01,1.36
-8.692000e-01,1.36
-8.688000e-01,1.36
-8.684000e-01,1.36
-8.680000e-01,1.32
-8.676000e-01,1.4
-8.672000e-01,1.36
-8.668000e-01,1.36
-8.664000e-01,1.36
-8.660000e-01,1.36
-8.656000e-01,1.4
-8.652000e-01,1.4
-8.648000e-01,1.36
-8.644000e-01,1.36
-8.640000e-01,1.36
-8.636000e-01,1.32
-8.632000e-01,1.4
-8.628000e-01,1.36
-8.624000e-01,1.36
-8.620000e-01,1.36
-8.616000e-01,1.32
-8.612000e-01,1.24
-8.608000e-01,1.28
-8.604000e-01,1.28
-8.600000e-01,1.32
-8.596000e-01,1.24
-8.592000e-01,1.28
-8.588000e-01,1.28
-8.584000e-01,1.24
-8.580000e-01,1.24
-8.576000e-01,1.32
-8.572000e-01,1.28
-8.568000e-01,1.16
-8.564000e-01,1.24
-8.560000e-01,1.28
-8.556000e-01,1.6
-8.552000e-01,1.4
-8.548000e-01,1.2
-8.544000e-01,1.56
-8.540000e-01,1.44
-8.536000e-01,1.36
-8.532000e-01,1.4
-8.528000e-01,1.36
-8.524000e-01,1.28
-8.520000e-01,1.28
-8.516000e-01,1.28
-8.512000e-01,1.32
-8.508000e-01,1.24
-8.504000e-01,1.2
-8.500000e-01,0.96
-8.496000e-01,1
-8.492000e-01,1
-8.488000e-01,0.96
-8.484000e-01,1
-8.480000e-01,1.04
-8.476000e-01,1
-8.472000e-01,0.92
-8.468000e-01,0.92
-8.464000e-01,1.36
-8.460000e-01,1.04
-8.456000e-01,1.08
-8.452000e-01,1
-8.448000e-01,1
-8.444000e-01,1.04
-8.440000e-01,1.08
-8.436000e-01,1
-8.432000e-01,0.96
-8.428000e-01,1
-8.424000e-01,1.04
-8.420000e-01,0.96
-8.416000e-01,0.88
-8.412000e-01,1.04
-8.408000e-01,1.08
-8.404000e-01,0.92
-8.400000e-01,0.96
-8.396000e-01,0.96
-8.392000e-01,1.04
-8.388000e-01,1.44
-8.384000e-01,0.96
-8.380000e-01,0.84
-8.376000e-01,1
-8.372000e-01,1.12
-8.368000e-01,1.12
-8.364000e-01,1.12
-8.360000e-01,1.08
-8.356000e-01,1.04
-8.352000e-01,1.04
-8.348000e-01,1.04
-8.344000e-01,1
-8.340000e-01,0.96
-8.336000e-01,0.92
-8.332000e-01,0.68
-8.328000e-01,0.6
-8.324000e-01,0.64
-8.320000e-01,0.76
-8.316000e-01,0.8
-8.312000e-01,0.76
-8.308000e-01,0.8
-8.304000e-01,0.72
-8.300000e-01,0.92
-8.296000e-01,0.88
-8.292000e-01,0.72
-8.288000e-01,0.76
-8.284000e-01,0.76
-8.280000e-01,0.76
-8.276000e-01,0.76
-8.272000e-01,0.76
-8.268000e-01,0.76
-8.264000e-01,0.72
-8.260000e-01,0.76
-8.256000e-01,0.76
-8.252000e-01,0.72
-8.248000e-01,0.8
-8.244000e-01,0.76
-8.240000e-01,0.6
-8.236000e-01,0.72
-8.232000e-01,0.76
-8.228000e-01,0.76
-8.224000e-01,0.76
-8.220000e-01,0.52
-8.216000e-01,0.56
-8.212000e-01,1.28
-8.208000e-01,0.88
-8.204000e-01,0.84
-8.200000e-01,0.92
-8.196000e-01,0.8
-8.192000e-01,0.8
-8.188000e-01,0.76
-8.184000e-01,0.76
-8.180000e-01,0.76
-8.176000e-01,0.76
-8.172000e-01,0.64
-8.168000e-01,0.68
-8.164000e-01,0.64
-8.160000e-01,0.48
-8.156000e-01,0.44
-8.152000e-01,0.52
-8.148000e-01,0.52
-8.144000e-01,0.52
-8.140000e-01,0.48
-8.136000e-01,0.48
-8.132000e-01,0.76
-8.128000e-01,0.6
-8.124000e-01,0.52
-8.120000e-01,0.48
-8.116000e-01,0.64
-8.112000e-01,0.56
-8.108000e-01,0.56
-8.104000e-01,0.52
-8.100000e-01,0.52
-8.096000e-01,0.52
-8.092000e-01,0.56
-8.088000e-01,0.52
-8.084000e-01,0.48
-8.080000e-01,0.52
-8.076000e-01,0.52
-8.072000e-01,0.4
-8.068000e-01,0.6
-8.064000e-01,0.48
-8.060000e-01,0.56
-8.056000e-01,0.72
-8.052000e-01,0.36
-8.048000e-01,0.32
-8.044000e-01,0.76
-8.040000e-01,0.72
-8.036000e-01,0.68
-8.032000e-01,0.72
-8.028000e-01,0.68
-8.024000e-01,0.6
-8.020000e-01,0.52
-8.016000e-01,0.6
-8.012000e-01,0.56
-8.008000e-01,0.6
-8.004000e-01,0.48
-8.000000e-01,0.28
-7.996000e-01,0.36
-7.992000e-01,0.28
-7.988000e-01,0.24
-7.984000e-01,0.36
-7.980000e-01,0.36
-7.976000e-01,0.36
-7.972000e-01,0.28
-7.968000e-01,0.28
-7.964000e-01,0.6
-7.960000e-01,0.4
-7.956000e-01,0.4
-7.952000e-01,0.36
-7.948000e-01,0.36
-7.944000e-01,0.28
-7.940000e-01,0.36
-7.936000e-01,0.36
-7.932000e-01,0.36
-7.928000e-01,0.32
-7.924000e-01,0.4
-7.920000e-01,0.36
-7.916000e-01,0.2
-7.912000e-01,0.44
-7.908000e-01,0.32
-7.904000e-01,0.24
-7.900000e-01,0.36
-7.896000e-01,0.36
-7.892000e-01,0.36
-7.888000e-01,0.64
-7.884000e-01,0.2
-7.880000e-01,0.28
-7.876000e-01,0.44
-7.872000e-01,0.52
-7.868000e-01,0.56
-7.864000e-01,0.56
-7.860000e-01,0.52
-7.856000e-01,0.48
-7.852000e-01,0.44
-7.848000e-01,0.48
-7.844000e-01,0.48
-7.840000e-01,0.52
-7.836000e-01,0.48
-7.832000e-01,0.16
-7.828000e-01,0.2
-7.824000e-01,0.2
-7.820000e-01,0.28
-7.816000e-01,0.32
-7.812000e-01,0.36
-7.808000e-01,0.36
-7.804000e-01,0.28
-7.800000e-01,0.36
-7.796000e-01,0.76
-7.792000e-01,0.28
-7.788000e-01,0.4
-7.784000e-01,0.36
-7.780000e-01,0.4
-7.776000e-01,0.36
-7.772000e-01,0.44
-7.768000e-01,0.4
-7.764000e-01,0.36
-7.760000e-01,0.44
-7.756000e-01,0.4
-7.752000e-01,0.36
-7.748000e-01,0.32
-7.744000e-01,0.52
-7.740000e-01,0.4
-7.736000e-01,0.32
-7.732000e-01,0.4
-7.728000e-01,0.44
-7.724000e-01,0.48
-7.720000e-01,0.64
-7.716000e-01,0.4
-7.712000e-01,0.48
-7.708000e-01,0.64
-7.704000e-01,0.56
-7.700000e-01,0.6
-7.696000e-01,0.48
-7.692000e-01,0.48
-7.688000e-01,0.48
-7.684000e-01,0.48
-7.680000e-01,0.48
-7.676000e-01,0.48
-7.672000e-01,0.44
-7.668000e-01,0.44
-7.664000e-01,0.36
-7.660000e-01,0.16
-7.656000e-01,0.16
-7.652000e-01,0.24
-7.648000e-01,0.28
-7.644000e-01,0.28
-7.640000e-01,0.28
-7.636000e-01,0.28
-7.632000e-01,0.28
-7.628000e-01,0.28
-7.624000e-01,0.4
-7.620000e-01,0.32
-7.616000e-01,0.32
-7.612000e-01,0.24
-7.608000e-01,0.28
-7.604000e-01,0.28
-7.600000e-01,0.24
-7.596000e-01,0.24
-7.592000e-01,0.2
-7.588000e-01,0.28
-7.584000e-01,0.16
-7.580000e-01,0.28
-7.576000e-01,0.32
-7.572000e-01,0.2
-7.568000e-01,0.16
-7.564000e-01,0.2
-7.560000e-01,0.28
-7.556000e-01,0.36
-7.552000e-01,0.36
-7.548000e-01,0.2
-7.544000e-01,0.56
-7.540000e-01,0.44
-7.536000e-01,0.32
-7.532000e-01,0.36
-7.528000e-01,0.32
-7.524000e-01,0.28
-7.520000e-01,0.24
-7.516000e-01,0.24
-7.512000e-01,0.2
-7.508000e-01,0.24
-7.504000e-01,0.12
-7.500000e-01,0.04
-7.496000e-01,0.08
-7.492000e-01,0
-7.488000e-01,0
-7.484000e-01,0.04
-7.480000e-01,0
-7.476000e-01,0
-7.472000e-01,0
-7.468000e-01,0.04
-7.464000e-01,0.24
-7.460000e-01,0.12
-7.456000e-01,0.08
-7.452000e-01,0.04
-7.448000e-01,0.04
-7.444000e-01,0
-7.440000e-01,0.04
-7.436000e-01,0.12
-7.432000e-01,0
-7.428000e-01,0.04
-7.424000e-01,0.04
-7.420000e-01,0
-7.416000e-01,0
-7.412000e-01,0
-7.408000e-01,0.12
-7.404000e-01,0
-7.400000e-01,0
-7.396000e-01,0
-7.392000e-01,0.12
-7.388000e-01,0.36
-7.384000e-01,0.04
-7.380000e-01,0
-7.376000e-01,0.04
-7.372000e-01,0.12
-7.368000e-01,0.08
-7.364000e-01,0.08
-7.360000e-01,0.08
-7.356000e-01,0.04
-7.352000e-01,0.04
-7.348000e-01,0.04
-7.344000e-01,0.04
-7.340000e-01,0
-7.336000e-01,0
-7.332000e-01,-0.04
-7.328000e-01,-0.04
-7.324000e-01,-0.04
-7.320000e-01,0
-7.316000e-01,-0.04
-7.312000e-01,0
-7.308000e-01,-0.04
-7.304000e-01,-0.04
-7.300000e-01,0
-7.296000e-01,0.12
-7.292000e-01,-0.04
-7.288000e-01,0
-7.284000e-01,-0.04
-7.280000e-01,-0.04
-7.276000e-01,-0.04
-7.272000e-01,-0.04
-7.268000e-01,0
-7.264000e-01,0
-7.260000e-01,0
-7.256000e-01,0
-7.252000e-01,-0.04
-7.248000e-01,-0.04
-7.244000e-01,-0.04
-7.240000e-01,-0.04
-7.236000e-01,-0.04
-7.232000e-01,0
-7.228000e-01,-0.04
-7.224000e-01,-0.04
-7.220000e-01,0.04
-7.216000e-01,-0.04
-7.212000e-01,-0.04
-7.208000e-01,0
-7.204000e-01,-0.04
-7.200000e-01,0
-7.196000e-01,-0.04
-7.192000e-01,-0.04
-7.188000e-01,-0.04
-7.184000e-01,0
-7.180000e-01,-0.04
-7.176000e-01,-0.04
-7.172000e-01,-0.04
-7.168000e-01,-0.04
-7.164000e-01,0
-7.160000e-01,0
-7.156000e-01,-0.04
-7.152000e-01,-0.04
-7.148000e-01,-0.04
-7.144000e-01,-0.04
-7.140000e-01,-0.04
-7.136000e-01,-0.04
-7.132000e-01,-0.04
-7.128000e-01,0
-7.124000e-01,-0.04
-7.120000e-01,-0.04
-7.116000e-01,-0.04
-7.112000e-01,-0.04
-7.108000e-01,-0.04
-7.104000e-01,-0.04
-7.100000e-01,-0.04
-7.096000e-01,-0.04
-7.092000e-01,0
-7.088000e-01,-0.04
-7.084000e-01,0
-7.080000e-01,0
-7.076000e-01,-0.04
-7.072000e-01,-0.04
-7.068000e-01,-0.04
-7.064000e-01,-0.04
-7.060000e-01,-0.04
-7.056000e-01,0
-7.052000e-01,-0.04
-7.048000e-01,-0.04
-7.044000e-01,0
-7.040000e-01,-0.04
-7.036000e-01,-0.04
-7.032000e-01,-0.04
-7.028000e-01,-0.04
-7.024000e-01,-0.04
-7.020000e-01,-0.04
-7.016000e-01,-0.04
-7.012000e-01,0
-7.008000e-01,-0.04
-7.004000e-01,-0.04
-7.000000e-01,-0.04
-6.996000e-01,-0.04
-6.992000e-01,0
-6.988000e-01,-0.04
-6.984000e-01,-0.04
-6.980000e-01,-0.04
-6.976000e-01,0
-6.972000e-01,-0.04
-6.968000e-01,-0.04
-6.964000e-01,-0.04
-6.960000e-01,-0.04
-6.956000e-01,-0.04
-6.952000e-01,-0.08
-6.948000e-01,-0.04
-6.944000e-01,-0.04
-6.940000e-01,-0.04
-6.936000e-01,-0.04
-6.932000e-01,-0.04
-6.928000e-01,-0.08
-6.924000e-01,-0.04
-6.920000e-01,0
-6.916000e-01,-0.04
-6.912000e-01,-0.04
-6.908000e-01,-0.04
-6.904000e-01,-0.04
-6.900000e-01,0
-6.896000e-01,-0.04
-6.892000e-01,-0.04
-6.888000e-01,-0.04
-6.884000e-01,-0.08
-6.880000e-01,-0.04
-6.876000e-01,-0.04
-6.872000e-01,-0.04
-6.868000e-01,-0.04
-6.864000e-01,0
-6.860000e-01,-0.04
-6.856000e-01,-0.04
-6.852000e-01,-0.04
-6.848000e-01,-0.04
-6.844000e-01,0
-6.840000e-01,-0.04
-6.836000e-01,-0.04
-6.832000e-01,-0.04
-6.828000e-01,-0.04
-6.824000e-01,-0.04
-6.820000e-01,0
-6.816000e-01,-0.04
-6.812000e-01,-0.04
-6.808000e-01,-0.04
-6.804000e-01,-0.04
-6.800000e-01,-0.04
-6.796000e-01,-0.04
-6.792000e-01,0
-6.788000e-01,-0.04
-6.784000e-01,-0.04
-6.780000e-01,-0.04
-6.776000e-01,-0.04
-6.772000e-01,-0.04
-6.768000e-01,-0.04
-6.764000e-01,-0.04
-6.760000e-01,-0.04
-6.756000e-01,-0.04
-6.752000e-01,-0.04
-6.748000e-01,-0.04
-6.744000e-01,-0.04
-6.740000e-01,-0.04
-6.736000e-01,-0.04
-6.732000e-01,-0.04
-6.728000e-01,-0.04
-6.724000e-01,-0.04
-6.720000e-01,-0.04
-6.716000e-01,-0.08
-6.712000e-01,0
-6.708000e-01,-0.04
-6.704000e-01,-0.04
-6.700000e-01,-0.04
-6.696000e-01,-0.04
-6.692000e-01,-0.04
-6.688000e-01,-0.04
-6.684000e-01,-0.04
-6.680000e-01,-0.04
-6.676000e-01,-0.04
-6.672000e-01,-0.04
-6.668000e-01,0
-6.664000e-01,-0.04
-6.660000e-01,-0.04
-6.656000e-01,-0.04
-6.652000e-01,-0.04
-6.648000e-01,0
-6.644000e-01,-0.04
-6.640000e-01,-0.04
-6.636000e-01,-0.04
-6.632000e-01,0
-6.628000e-01,-0.04
-6.624000e-01,-0.04
-6.620000e-01,-0.04
-6.616000e-01,-0.08
-6.612000e-01,-0.04
-6.608000e-01,0
-6.604000e-01,-0.04
-6.600000e-01,-0.04
-6.596000e-01,-0.04
-6.592000e-01,0
-6.588000e-01,-0.04
-6.584000e-01,-0.04
-6.580000e-01,-0.04
-6.576000e-01,0
-6.572000e-01,-0.04
-6.568000e-01,-0.04
-6.564000e-01,0
-6.560000e-01,-0.04
-6.556000e-01,0
-6.552000e-01,-0.04
-6.548000e-01,-0.04
-6.544000e-01,0
-6.540000e-01,-0.04
-6.536000e-01,-0.04
-6.532000e-01,-0.04
-6.528000e-01,-0.04
-6.524000e-01,-0.04
-6.520000e-01,-0.04
-6.516000e-01,-0.04
-6.512000e-01,-0.04
-6.508000e-01,-0.04
-6.504000e-01,-0.04
-6.500000e-01,-0.04
-6.496000e-01,-0.04
-6.492000e-01,-0.04
-6.488000e-01,-0.04
-6.484000e-01,-0.04
-6.480000e-01,-0.04
-6.476000e-01,-0.04
-6.472000e-01,-0.04
-6.468000e-01,-0.04
-6.464000e-01,-0.04
-6.460000e-01,0
-6.456000e-01,-0.04
-6.452000e-01,-0.04
-6.448000e-01,0
-6.444000e-01,-0.04
-6.440000e-01,-0.04
-6.436000e-01,-0.04
-6.432000e-01,-0.04
-6.428000e-01,0
-6.424000e-01,-0.04
-6.420000e-01,-0.04
-6.416000e-01,-0.04
-6.412000e-01,0
-6.408000e-01,-0.04
-6.404000e-01,-0.04
-6.400000e-01,-0.04
-6.396000e-01,-0.04
-6.392000e-01,-0.04
-6.388000e-01,-0.04
-6.384000e-01,-0.04
-6.380000e-01,-0.04
-6.376000e-01,-0.04
-6.372000e-01,-0.04
-6.368000e-01,-0.04
-6.364000e-01,-0.04
-6.360000e-01,0
-6.356000e-01,-0.04
-6.352000e-01,-0.04
-6.348000e-01,-0.04
-6.344000e-01,-0.04
-6.340000e-01,0
-6.336000e-01,-0.04
-6.332000e-01,-0.04
-6.328000e-01,-0.04
-6.324000e-01,-0.04
-6.320000e-01,-0.04
-6.316000e-01,-0.04
-6.312000e-01,-0.04
-6.308000e-01,-0.04
-6.304000e-01,-0.04
-6.300000e-01,-0.08
-6.296000e-01,-0.04
-6.292000e-01,0
-6.288000e-01,0
-6.284000e-01,0
-6.280000e-01,-0.04
-6.276000e-01,-0.04
-6.272000e-01,-0.04
-6.268000e-01,0
-6.264000e-01,-0.04
-6.260000e-01,-0.04
-6.256000e-01,-0.04
-6.252000e-01,-0.04
-6.248000e-01,-0.04
-6.244000e-01,-0.04
-6.240000e-01,-0.04
-6.236000e-01,0
-6.232000e-01,-0.04
-6.228000e-01,-0.04
-6.224000e-01,-0.04
-6.220000e-01,-0.04
-6.216000e-01,0
-6.212000e-01,-0.04
-6.208000e-01,-0.04
-6.204000e-01,-0.04
-6.200000e-01,-0.04
-6.196000e-01,-0.04
-6.192000e-01,0
-6.188000e-01,-0.04
