-29.938,  	693239.873
-30.068,  	707126.663
-31.570,  	819354.595
-32.405,  	952554.414
-33.636,  	1083487.001
-35.529,  	1517094.921
-36.459,  	1869365.931
-37.657,  	2148848.086
-38.658,  	2568237.807
-39.556,  	3229204.531
-41.157,  	4234596.449
-42.226,  	5078247.357
-42.225,  	5250477.193
-40.781,  	4371763.609
-39.361,  	3481219.170
-38.129,  	2699976.089
-35.541,  	2088153.718
-33.149,  	1318145.405
-34.544,  	1200249.395
-37.373,  	1977626.209
-39.366,  	3270334.505
-41.528,  	3790855.877
-42.719,  	5190930.361
-43.939,  	6221753.411
-45.127,  	7780640.629
-45.905,  	8779988.967
-46.896,  	9106580.252
-47.780,  	11722947.407
-48.384,  	12729391.501
-48.674,  	13028721.252
-49.169,  	14206756.777
-49.736,  	15759291.574
-49.737,  	18404207.642
-48.765,  	16245689.462
-47.417,  	12652892.754
-46.177,  	9631479.205
-45.824,  	9649135.446
-44.262,  	9083008.431
-42.760,  	5749430.241
-40.634,  	4175805.939
-43.227,  	5675044.082
-44.761,  	8017674.616
-45.998,  	9266907.369
-48.654,  	12355876.492
-51.083,  	20051822.422
-51.453,  	21977467.164
-51.465,  	22350757.477
-51.451,  	21922139.510
-52.227,  	20802694.226
-53.665,  	30204617.594
-55.131,  	36021482.013
-56.082,  	38940541.868
-57.996,  	46946701.179
-61.571,  	78164588.443
-61.239,  	100719544.312
-59.418,  	77292267.045
-58.417,  	59827271.945
-57.024,  	50659291.868
-55.886,  	42015473.851
-54.400,  	37537692.715
-52.074,  	28745087.666
-50.740,  	21057757.709
-53.286,  	26428261.034
-54.905,  	33350400.544
-56.517,  	41250283.404
-58.005,  	52182587.666
-58.755,  	60556872.822
-59.688,  	67725210.830
-60.094,  	78420789.418
-61.147,  	89517064.383
-61.772,  	102524413.435
-62.269,  	111991561.399
-62.995,  	116399897.960
-63.354,  	121337099.717
-63.734,  	134207123.553
-64.045,  	144287373.512
-65.015,  	157310322.347
-66.241,  	185468759.187
-68.092,  	233937928.255
-69.573,  	322524717.263
-71.425,  	406769967.985
-73.085,  	415766460.168
-75.397,  	423800594.664
-77.298,  	424484144.011
-79.741,  	424484144.011
-82.376,  	431442900.470
-85.133,  	437903775.851
-87.623,  	439365891.964
-86.949,  	439365891.964
-85.459,  	433575237.704
-82.552,  	427935234.612
-80.300,  	421763091.805
-76.774,  	412508102.330
-74.752,  	222092969.862
-77.815,  	333139454.793
-79.645,  	423119243.226
-81.372,  	423800594.664
-82.161,  	423119243.226
-82.968,  	425169901.917
-81.278,  	423800594.664
