-2.660,  	5026.000
-3.136,  	5026.000
-12.491,  	5026.000
-25.276,  	7699.000
-30.910,  	5736.000
-37.436,  	7498.000
-37.744,  	6999.000
-35.450,  	8199.000
-32.523,  	9587.000
-29.735,  	5733.000
-31.086,  	5906.000
-33.866,  	9098.000
-35.689,  	8098.000
-39.014,  	6828.000
-40.913,  	6497.000
-42.952,  	6197.000
-42.773,  	6129.000
-44.677,  	5899.000
-45.554,  	5790.000
-39.869,  	6499.000
-40.471,  	6897.000
-44.261,  	6088.000
-42.997,  	5958.000
-37.435,  	7494.000
-37.568,  	7794.000
-41.183,  	6499.000
-43.425,  	6099.000
-46.234,  	5778.000
-48.678,  	5661.000
-49.829,  	5537.000
-50.956,  	5512.000
-48.382,  	5588.000
-47.278,  	5631.000
-47.648,  	5849.000
-49.329,  	5699.000
-50.083,  	5543.000
-51.595,  	5528.000
-53.693,  	5417.000
-54.645,  	5354.000
-54.847,  	5338.000
-54.834,  	5378.000
-55.749,  	5299.000
-56.387,  	5261.000
-56.968,  	5262.000
-57.717,  	5265.000
-58.700,  	5256.000
-59.863,  	5218.000
-61.439,  	5182.000
-63.230,  	5154.000
-64.413,  	5175.000
-65.699,  	5148.000
-67.390,  	5147.000
-70.666,  	5118.000
-72.326,  	5099.000
-74.287,  	5078.000
-75.523,  	5076.000
-78.785,  	5051.000
-81.825,  	5026.000
-83.691,  	5018.000
-86.184,  	5007.000
-87.603,  	5002.000
-85.891,  	5007.000
-85.180,  	5009.000
-83.762,  	5014.000
-81.565,  	5022.000
-79.356,  	5031.000
-76.742,  	5049.000
-75.510,  	5060.000
-73.004,  	5065.000
-70.777,  	5080.000
-69.233,  	5089.000
-66.358,  	5098.000
-63.717,  	5119.000
-62.208,  	5136.000
-59.316,  	5156.000
-57.153,  	5193.000
-55.265,  	5234.000
-54.570,  	5238.000
-52.268,  	5300.000
-50.911,  	5338.000
-49.316,  	5401.000
-47.392,  	5496.000
-44.984,  	5642.000
-42.943,  	5871.000
-41.309,  	6195.000
-40.450,  	6331.000
-38.684,  	6796.000
-37.686,  	6999.000
-35.495,  	7698.000
-32.452,  	5467.000
-28.495,  	6199.000
-26.204,  	6974.000
-23.398,  	6974.000
-21.197,  	6974.000
-17.510,  	6974.000
-10.817,  	6974.000
-6.775,  	6974.000
-1.697,  	6974.000
-9.981,  	6974.000
-7.509,  	6974.000
