Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-03,-0.0184375,2.52828,3.24844
-9.998000e-04,-0.0171875,2.52703,3.24812
-9.996000e-04,-0.01875,2.52672,3.25156
-9.994000e-04,-0.0173438,2.5275,3.25172
-9.992000e-04,-0.019375,2.52703,3.24703
-9.990000e-04,-0.016875,2.52734,3.25062
-9.988000e-04,-0.0189062,2.52891,3.24797
-9.986000e-04,-0.0173438,2.5275,3.24906
-9.984000e-04,-0.02,2.52641,3.24953
-9.982000e-04,-0.0170313,2.52594,3.24859
-9.980000e-04,-0.0192187,2.52672,3.25016
-9.978000e-04,-0.018125,2.52813,3.24984
-9.976000e-04,-0.018125,2.52922,3.25094
-9.974000e-04,-0.0171875,2.52719,3.24938
-9.972000e-04,-0.018125,2.52641,3.24672
-9.970000e-04,-0.0189062,2.52594,3.24688
-9.968000e-04,-0.0198438,2.52672,3.24812
-9.966000e-04,-0.0178125,2.52719,3.24922
-9.964000e-04,-0.0195312,2.52453,3.24953
-9.962000e-04,-0.0159375,2.52844,3.24875
-9.960000e-04,-0.015625,2.53,3.25094
-9.958000e-04,-0.0196875,2.52719,3.25094
-9.956000e-04,-0.0192187,2.5275,3.24984
-9.954000e-04,-0.0179688,2.52828,3.24781
-9.952000e-04,-0.019375,2.52563,3.24641
-9.950000e-04,-0.0195312,2.52563,3.24766
-9.948000e-04,-0.0157813,2.53047,3.25219
-9.946000e-04,-0.0190625,2.52484,3.25016
-9.944000e-04,-0.0195312,2.52531,3.24844
-9.942000e-04,-0.0184375,2.52813,3.24969
-9.940000e-04,-0.0179688,2.52844,3.24734
-9.938000e-04,-0.0189062,2.52813,3.24922
-9.936000e-04,-0.0184375,2.52672,3.25062
-9.934000e-04,-0.0171875,2.52703,3.25062
-9.932000e-04,-0.01875,2.52797,3.24828
-9.930000e-04,-0.0170313,2.52766,3.24938
-9.928000e-04,-0.0195312,2.52625,3.24656
-9.926000e-04,-0.016875,2.52953,3.24875
-9.924000e-04,-0.0185937,2.52875,3.25047
-9.922000e-04,-0.0178125,2.52734,3.24797
-9.920000e-04,-0.02,2.52641,3.24812
-9.918000e-04,-0.0170313,2.52719,3.24828
-9.916000e-04,-0.0192187,2.52563,3.24828
-9.914000e-04,-0.0178125,2.52672,3.24734
-9.912000e-04,-0.0184375,2.53031,3.24969
-9.910000e-04,-0.0178125,2.52859,3.24938
-9.908000e-04,-0.0179688,2.52578,3.24594
-9.906000e-04,-0.0189062,2.52828,3.24781
-9.904000e-04,-0.0196875,2.52891,3.24891
-9.902000e-04,-0.0176563,2.52703,3.25297
-9.900000e-04,-0.019375,2.52594,3.24891
-9.898000e-04,-0.0167188,2.52828,3.24969
-9.896000e-04,-0.015625,2.53078,3.24703
