Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
-9.908000e-03,0.403594,19.9875,1.40672,4.10281
-9.906000e-03,0.405469,19.9875,1.40078,4.10328
-9.904000e-03,0.405938,19.9875,1.40453,4.10172
-9.902000e-03,0.400156,19.9875,1.41016,4.10906
-9.900000e-03,0.398594,19.9875,1.40266,4.10531
-9.898000e-03,0.411094,19.9875,1.40234,4.11141
-9.896000e-03,0.404062,19.9875,1.40047,4.11797
-9.894000e-03,0.400625,19.9875,1.39984,4.12062
-9.892000e-03,0.401406,19.9875,1.40656,4.09703
-9.890000e-03,0.398125,19.9875,1.40375,4.10297
-9.888000e-03,0.399375,19.9875,1.40156,4.09938
-9.886000e-03,0.395313,19.9875,1.40281,4.10578
-9.884000e-03,0.3975,19.9875,1.39609,4.1125
-9.882000e-03,0.396094,19.9875,1.40359,4.10094
-9.880000e-03,0.397656,19.9875,1.39578,4.10391
-9.878000e-03,0.393594,19.9875,1.39969,4.11031
-9.876000e-03,0.397188,19.9875,1.40156,4.11406
-9.874000e-03,0.395156,19.9875,1.40375,4.10703
-9.872000e-03,0.396875,19.9875,1.40234,4.10531
-9.870000e-03,0.394531,19.9875,1.39875,4.10125
-9.868000e-03,0.389219,19.9875,1.39859,4.10719
-9.866000e-03,0.388281,19.9875,1.39844,4.10922
-9.864000e-03,0.391563,19.9875,1.40141,4.10391
-9.862000e-03,0.391406,19.9875,1.40813,4.10141
-9.860000e-03,0.396406,19.9875,1.40656,4.10187
-9.858000e-03,0.390313,19.9875,1.40156,4.10266
-9.856000e-03,0.391094,19.9875,1.40063,4.11141
-9.854000e-03,0.386094,19.9875,1.39578,4.10641
-9.852000e-03,0.383906,19.9875,1.40094,4.10562
-9.850000e-03,0.378594,19.9875,1.40109,4.10781
-9.848000e-03,0.376094,19.9875,1.41063,4.11234
-9.846000e-03,0.378437,19.9875,1.39922,4.10656
-9.844000e-03,0.382344,19.9875,1.40594,4.10234
-9.842000e-03,0.389844,19.9875,1.39906,4.10625
-9.840000e-03,0.386875,19.9875,1.39625,4.11203
-9.838000e-03,0.378125,19.9875,1.40109,4.10547
-9.836000e-03,0.386094,19.9875,1.40813,4.1125
-9.834000e-03,0.378906,19.9875,1.3975,4.10812
-9.832000e-03,0.377188,19.9875,1.40672,4.11875
-9.830000e-03,0.383281,19.9875,1.40344,4.10875
-9.828000e-03,0.378125,19.9875,1.4,4.10531
-9.826000e-03,0.380937,19.9875,1.39813,4.10531
-9.824000e-03,0.376719,19.9875,1.39891,4.11406
-9.822000e-03,0.378281,19.9875,1.3975,4.11453
-9.820000e-03,0.373281,19.9875,1.40266,4.10531
-9.818000e-03,0.370469,19.9875,1.39844,4.11734
-9.816000e-03,0.375156,19.9875,1.39406,4.11031
-9.814000e-03,0.372031,19.9875,1.39406,4.11203
-9.812000e-03,0.363906,19.9875,1.40422,4.10172
-9.810000e-03,0.36875,19.9875,1.40391,4.11266
-9.808000e-03,0.365156,19.9875,1.40875,4.09625
-9.806000e-03,0.371719,19.9875,1.40187,4.11172
-9.804000e-03,0.364687,19.9875,1.40719,4.11313
-9.802000e-03,0.36,19.9875,1.40547,4.11578
-9.800000e-03,0.36,19.9875,1.40094,4.09922
-9.798000e-03,0.378281,19.9875,1.39844,4.10422
-9.796000e-03,0.362656,19.9875,1.40016,4.10766
-9.794000e-03,0.353594,19.9875,1.39531,4.10031
-9.792000e-03,0.360625,19.9875,1.39766,4.10219
-9.790000e-03,0.351719,19.9875,1.39719,4.105
-9.788000e-03,0.363438,19.9875,1.40562,4.10453
-9.786000e-03,0.361094,19.9875,1.39969,4.11078
-9.784000e-03,0.359219,19.9875,1.40406,4.1125
-9.782000e-03,0.3525,19.9875,1.39891,4.10562
-9.780000e-03,0.355,19.9875,1.4025,4.10938
-9.778000e-03,0.35375,19.9875,1.40719,4.10094
-9.776000e-03,0.364844,19.9875,1.40641,4.11172
-9.774000e-03,0.355156,19.9875,1.39969,4.1125
-9.772000e-03,0.350156,19.9875,1.40031,4.11
-9.770000e-03,0.357187,19.9875,1.40187,4.10234
-9.768000e-03,0.350625,19.9875,1.39797,4.10234
-9.766000e-03,0.351719,19.9875,1.39484,4.10187
-9.764000e-03,0.351562,19.9875,1.39609,4.10625
-9.762000e-03,0.353438,19.9875,1.40187,4.09453
-9.760000e-03,0.342969,19.9875,1.40562,4.09938
-9.758000e-03,0.347813,19.9875,1.39891,4.10781
-9.756000e-03,0.342188,19.9875,1.40578,4.11422
-9.754000e-03,0.341406,19.9875,1.40422,4.10187
-9.752000e-03,0.340781,19.9875,1.41484,4.11016
-9.750000e-03,0.348438,19.9875,1.405,4.1125
-9.748000e-03,0.332656,19.9875,1.39563,4.10641
-9.746000e-03,0.336094,19.9875,1.40703,4.09734
-9.744000e-03,0.340156,19.9875,1.40734,4.10547
-9.742000e-03,0.339219,19.9875,1.4,4.10625
-9.740000e-03,0.334844,19.9875,1.40094,4.11313
-9.738000e-03,0.338125,19.9875,1.39891,4.10062
-9.736000e-03,0.335313,19.9875,1.40312,4.11422
-9.734000e-03,0.339844,19.9875,1.39578,4.10766
-9.732000e-03,0.348438,19.9875,1.40547,4.10359
-9.730000e-03,0.33625,19.9875,1.39344,4.10687
-9.728000e-03,0.338594,19.9875,1.3925,4.09859
-9.726000e-03,0.332344,19.9875,1.39984,4.12109
-9.724000e-03,0.34125,19.9875,1.40984,4.10781
-9.722000e-03,0.339375,19.9875,1.40437,4.09563
-9.720000e-03,0.339531,19.9875,1.39938,4.11406
-9.718000e-03,0.334062,19.9875,1.40766,4.11
-9.716000e-03,0.33125,19.9875,1.40391,4.10797
-9.714000e-03,0.336406,19.9875,1.40453,4.10812
-9.712000e-03,0.33375,19.9875,1.40547,4.10391
-9.710000e-03,0.329375,19.9875,1.40375,4.11828
-9.708000e-03,0.328437,19.9875,1.40312,4.11062
-9.706000e-03,0.331562,19.9875,1.40109,4.10828
-9.704000e-03,0.322813,19.9875,1.39969,4.1025
-9.702000e-03,0.333281,19.9875,1.39766,4.10359
-9.700000e-03,0.328125,19.9875,1.39563,4.10516
-9.698000e-03,0.325313,19.9875,1.40359,4.10766
-9.696000e-03,0.327813,19.9875,1.39734,4.09969
-9.694000e-03,0.325781,19.9875,1.40094,4.10797
-9.692000e-03,0.327031,19.9875,1.39891,4.10062
-9.690000e-03,0.321563,19.9875,1.40469,4.10594
-9.688000e-03,0.325313,19.9875,1.39547,4.1025
-9.686000e-03,0.328125,19.9875,1.40391,4.10625
-9.684000e-03,0.3225,19.9875,1.40859,4.10703
-9.682000e-03,0.318437,19.9875,1.40125,4.11031
-9.680000e-03,0.322031,19.9875,1.39234,4.11266
-9.678000e-03,0.324219,19.9875,1.40078,4.11656
-9.676000e-03,0.319375,19.9875,1.39969,4.11375
-9.674000e-03,0.31875,19.9875,1.40516,4.10797
-9.672000e-03,0.3175,19.9875,1.40531,4.10312
-9.670000e-03,0.313125,19.9875,1.39766,4.11031
-9.668000e-03,0.312656,19.9875,1.40359,4.11719
-9.666000e-03,0.310469,19.9875,1.40281,4.09891
-9.664000e-03,0.315312,19.9875,1.3975,4.10609
-9.662000e-03,0.312344,19.9875,1.40719,4.10984
-9.660000e-03,0.312656,19.9875,1.40187,4.11
-9.658000e-03,0.3125,19.9875,1.40609,4.10781
-9.656000e-03,0.314375,19.9875,1.40453,4.10469
-9.654000e-03,0.309688,19.9875,1.4,4.10266
-9.652000e-03,0.308438,19.9875,1.39906,4.09797
-9.650000e-03,0.308906,19.9875,1.40203,4.11
-9.648000e-03,0.303906,19.9875,1.39359,4.09891
-9.646000e-03,0.306406,19.9875,1.41406,4.11656
-9.644000e-03,0.303125,19.9875,1.40422,4.10797
-9.642000e-03,0.307031,19.9875,1.40234,4.10406
-9.640000e-03,0.31,19.9875,1.39703,4.10891
-9.638000e-03,0.300938,19.9875,1.40641,4.11031
-9.636000e-03,0.31375,19.9875,1.40063,4.10984
-9.634000e-03,0.299531,19.9875,1.40078,4.10734
-9.632000e-03,0.30375,19.9875,1.40297,4.11422
-9.630000e-03,0.302969,19.9875,1.40094,4.10406
-9.628000e-03,0.300156,19.9875,1.40734,4.1175
-9.626000e-03,0.300781,19.9875,1.40969,4.10234
-9.624000e-03,0.293438,19.9875,1.40203,4.11016
-9.622000e-03,0.295469,19.9875,1.40109,4.10953
-9.620000e-03,0.300938,19.9875,1.39703,4.11047
-9.618000e-03,0.293906,19.9875,1.39859,4.10891
-9.616000e-03,0.291406,19.9875,1.40266,4.10844
-9.614000e-03,0.296875,19.9875,1.40328,4.10672
-9.612000e-03,0.295156,19.9875,1.40594,4.11375
-9.610000e-03,0.296094,19.9875,1.40109,4.11469
-9.608000e-03,0.295625,19.9875,1.39656,4.10687
-9.606000e-03,0.290313,19.9875,1.4,4.10781
-9.604000e-03,0.284219,19.9875,1.40078,4.1
-9.602000e-03,0.295625,19.9875,1.41203,4.10734
-9.600000e-03,0.292813,19.9875,1.40187,4.09563
-9.598000e-03,0.284062,19.9875,1.40297,4.11109
-9.596000e-03,0.288125,19.9875,1.39891,4.11266
-9.594000e-03,0.287969,19.9875,1.40422,4.11047
-9.592000e-03,0.29125,19.9875,1.40469,4.10703
-9.590000e-03,0.293125,19.9875,1.40437,4.10266
-9.588000e-03,0.287656,19.9875,1.40656,4.10266
-9.586000e-03,0.284531,19.9875,1.40312,4.10469
-9.584000e-03,0.284531,19.9875,1.40828,4.10609
-9.582000e-03,0.291563,19.9875,1.39875,4.10344
-9.580000e-03,0.287344,19.9875,1.39969,4.11422
-9.578000e-03,0.279688,19.9875,1.39563,4.10516
-9.576000e-03,0.276406,19.9875,1.39906,4.10375
-9.574000e-03,0.281719,19.9875,1.40906,4.10984
-9.572000e-03,0.280156,19.9875,1.39938,4.11344
-9.570000e-03,0.278906,19.9875,1.40125,4.10438
-9.568000e-03,0.279688,19.9875,1.39984,4.10766
-9.566000e-03,0.281406,19.9875,1.40391,4.10875
-9.564000e-03,0.282344,19.9875,1.40016,4.10656
-9.562000e-03,0.282656,19.9875,1.40516,4.10938
-9.560000e-03,0.268594,19.9875,1.40797,4.10891
-9.558000e-03,0.2725,19.9875,1.40562,4.10406
-9.556000e-03,0.277813,19.9875,1.41344,4.10719
-9.554000e-03,0.279062,19.9875,1.40156,4.10781
-9.552000e-03,0.269688,19.9875,1.41109,4.10234
-9.550000e-03,0.273438,19.9875,1.3975,4.10547
-9.548000e-03,0.271875,19.9875,1.40547,4.11672
-9.546000e-03,0.266719,19.9875,1.39875,4.11
-9.544000e-03,0.265781,19.9875,1.39797,4.10938
-9.542000e-03,0.267188,19.9875,1.40547,4.1075
-9.540000e-03,0.264062,19.9875,1.41078,4.09938
-9.538000e-03,0.2675,19.9875,1.39719,4.11094
-9.536000e-03,0.271406,19.9875,1.40078,4.10391
-9.534000e-03,0.260781,19.9875,1.39547,4.10422
-9.532000e-03,0.262188,19.9875,1.39891,4.10594
-9.530000e-03,0.263594,19.9875,1.40766,4.10344
-9.528000e-03,0.269844,19.9875,1.4,4.10641
-9.526000e-03,0.265313,19.9875,1.39844,4.10141
-9.524000e-03,0.263437,19.9875,1.40125,4.10969
-9.522000e-03,0.259219,19.9875,1.39406,4.10141
-9.520000e-03,0.257812,19.9875,1.40734,4.10938
-9.518000e-03,0.256563,19.9875,1.39469,4.11078
-9.516000e-03,0.262188,19.9875,1.40078,4.11172
-9.514000e-03,0.262188,19.9875,1.40391,4.11094
-9.512000e-03,0.259219,19.9875,1.405,4.11687
-9.510000e-03,0.264844,19.9875,1.40031,4.1075
-9.508000e-03,0.260781,19.9875,1.41297,4.0975
-9.506000e-03,0.251719,19.9875,1.3975,4.10375
-9.504000e-03,0.257188,19.9875,1.41125,4.11062
-9.502000e-03,0.259063,19.9875,1.40187,4.10687
-9.500000e-03,0.257812,19.9875,1.4025,4.10875
-9.498000e-03,0.253906,19.9875,1.40516,4.11828
-9.496000e-03,0.259531,19.9875,1.40781,4.10094
-9.494000e-03,0.256719,19.9875,1.39875,4.10344
-9.492000e-03,0.255781,19.9875,1.39906,4.1
-9.490000e-03,0.254063,19.9875,1.41,4.11297
-9.488000e-03,0.252031,19.9875,1.40625,4.11406
-9.486000e-03,0.250312,19.9875,1.40781,4.10953
-9.484000e-03,0.253281,19.9875,1.40297,4.10016
-9.482000e-03,0.247031,19.9875,1.40406,4.11625
-9.480000e-03,0.251094,19.9875,1.39328,4.10781
-9.478000e-03,0.249844,19.9875,1.40656,4.11891
-9.476000e-03,0.24375,19.9875,1.40109,4.10484
-9.474000e-03,0.247188,19.9875,1.40953,4.11047
-9.472000e-03,0.246875,19.9875,1.41609,4.10016
-9.470000e-03,0.248906,19.9875,1.39375,4.11156
-9.468000e-03,0.245625,19.9875,1.40531,4.10219
-9.466000e-03,0.249062,19.9875,1.405,4.10641
-9.464000e-03,0.252344,19.9875,1.4,4.11219
-9.462000e-03,0.239063,19.9875,1.40766,4.10781
-9.460000e-03,0.246563,19.9875,1.39563,4.1075
-9.458000e-03,0.243906,19.9875,1.40641,4.10891
-9.456000e-03,0.248438,19.9875,1.40469,4.10828
-9.454000e-03,0.23625,19.9875,1.39953,4.09469
-9.452000e-03,0.246563,19.9875,1.39422,4.105
-9.450000e-03,0.245938,19.9875,1.40578,4.10219
-9.448000e-03,0.24875,19.9875,1.40781,4.10703
-9.446000e-03,0.240313,19.9875,1.40172,4.11266
-9.444000e-03,0.235156,19.9875,1.39563,4.1175
-9.442000e-03,0.231875,19.9875,1.41219,4.11109
-9.440000e-03,0.233281,19.9875,1.40766,4.1075
-9.438000e-03,0.225781,19.9875,1.39734,4.10172
-9.436000e-03,0.241719,19.9875,1.40594,4.10844
-9.434000e-03,0.221875,19.9875,1.40172,4.10828
-9.432000e-03,0.222344,19.9875,1.40672,4.10312
-9.430000e-03,0.232969,19.9875,1.39531,4.10719
-9.428000e-03,0.223438,19.9875,1.40172,4.10516
-9.426000e-03,0.230625,19.9875,1.40922,4.10797
-9.424000e-03,0.232813,19.9875,1.40484,4.11094
-9.422000e-03,0.222812,19.9875,1.40375,4.10391
-9.420000e-03,0.229844,19.9875,1.40391,4.10969
-9.418000e-03,0.225312,19.9875,1.40703,4.11062
-9.416000e-03,0.225625,19.9875,1.40656,4.11359
-9.414000e-03,0.229375,19.9875,1.40578,4.10687
-9.412000e-03,0.220938,19.9875,1.39938,4.10906
-9.410000e-03,0.220469,19.9875,1.40187,4.11109
-9.408000e-03,0.22625,19.9875,1.40609,4.11531
-9.406000e-03,0.214531,19.9875,1.40781,4.11484
-9.404000e-03,0.212969,19.9875,1.40453,4.10953
-9.402000e-03,0.223594,19.9875,1.39969,4.09953
-9.400000e-03,0.20875,19.9875,1.41203,4.10484
-9.398000e-03,0.217656,19.9875,1.40719,4.10844
-9.396000e-03,0.217344,19.9875,1.40047,4.10734
-9.394000e-03,0.218438,19.9875,1.40828,4.10531
-9.392000e-03,0.221562,19.9875,1.40359,4.11016
-9.390000e-03,0.217344,19.9875,1.40531,4.10812
-9.388000e-03,0.214688,19.9875,1.39969,4.11047
-9.386000e-03,0.213438,19.9875,1.395,4.10984
-9.384000e-03,0.210156,19.9875,1.40344,4.10062
-9.382000e-03,0.218906,19.9875,1.39734,4.10359
-9.380000e-03,0.215938,19.9875,1.39984,4.10578
-9.378000e-03,0.20375,19.9875,1.40437,4.1025
-9.376000e-03,0.20625,19.9875,1.40391,4.11391
-9.374000e-03,0.212031,19.9875,1.40609,4.11375
-9.372000e-03,0.205781,19.9875,1.40469,4.10766
-9.370000e-03,0.209687,19.9875,1.40344,4.10453
-9.368000e-03,0.207813,19.9875,1.39484,4.10203
-9.366000e-03,0.211875,19.9875,1.40344,4.11422
-9.364000e-03,0.2,19.9875,1.40469,4.10484
-9.362000e-03,0.196563,19.9875,1.40312,4.10734
-9.360000e-03,0.205,19.9875,1.40859,4.11359
-9.358000e-03,0.205781,19.9875,1.40063,4.10141
-9.356000e-03,0.206406,19.9875,1.40312,4.10453
-9.354000e-03,0.202813,19.9875,1.40469,4.10125
-9.352000e-03,0.209844,19.9875,1.39984,4.105
-9.350000e-03,0.205625,19.9875,1.4025,4.11281
-9.348000e-03,0.205313,19.9875,1.4,4.11516
-9.346000e-03,0.198438,19.9875,1.40547,4.10609
-9.344000e-03,0.202031,19.9875,1.40219,4.11016
-9.342000e-03,0.199063,19.9875,1.40344,4.09984
-9.340000e-03,0.205156,19.9875,1.39984,4.10078
-9.338000e-03,0.195312,19.9875,1.40781,4.10719
-9.336000e-03,0.196719,19.9875,1.40953,4.10828
-9.334000e-03,0.189219,19.9875,1.40063,4.1075
-9.332000e-03,0.202187,19.9875,1.40031,4.11687
-9.330000e-03,0.189219,19.9875,1.39547,4.11594
-9.328000e-03,0.195,19.9875,1.40469,4.10672
-9.326000e-03,0.193906,19.9875,1.40656,4.11516
-9.324000e-03,0.197344,19.9875,1.39766,4.10406
-9.322000e-03,0.192031,19.9875,1.40125,4.10484
-9.320000e-03,0.185156,19.9875,1.40078,4.11359
-9.318000e-03,0.193906,19.9875,1.40359,4.11016
-9.316000e-03,0.194531,19.9875,1.40797,4.11516
-9.314000e-03,0.1875,19.9875,1.4,4.1075
-9.312000e-03,0.191875,19.9875,1.40641,4.11375
-9.310000e-03,0.190469,19.9875,1.40516,4.11234
-9.308000e-03,0.185156,19.9875,1.405,4.11078
-9.306000e-03,0.187188,19.9875,1.41109,4.11484
-9.304000e-03,0.18875,19.9875,1.40484,4.10562
-9.302000e-03,0.187344,19.9875,1.40516,4.10969
-9.300000e-03,0.183906,19.9875,1.40609,4.10812
-9.298000e-03,0.18125,19.9875,1.40813,4.11078
-9.296000e-03,0.189062,19.9875,1.40562,4.10187
-9.294000e-03,0.188125,19.9875,1.40766,4.10547
-9.292000e-03,0.191094,19.9875,1.39672,4.11219
-9.290000e-03,0.186094,19.9875,1.39563,4.11234
-9.288000e-03,0.17875,19.9875,1.40156,4.11266
-9.286000e-03,0.175781,19.9875,1.40516,4.09547
-9.284000e-03,0.181406,19.9875,1.39641,4.10828
-9.282000e-03,0.184062,19.9875,1.39781,4.10969
-9.280000e-03,0.183438,19.9875,1.40797,4.11281
-9.278000e-03,0.177344,19.9875,1.40172,4.11109
-9.276000e-03,0.17125,19.9875,1.40969,4.11813
-9.274000e-03,0.183594,19.9875,1.41016,4.10187
-9.272000e-03,0.185781,19.9875,1.41734,4.11141
-9.270000e-03,0.172656,19.9875,1.39813,4.10859
-9.268000e-03,0.182656,19.9875,1.40312,4.10406
-9.266000e-03,0.179219,19.9875,1.39656,4.09875
-9.264000e-03,0.167344,19.9875,1.39891,4.10547
-9.262000e-03,0.179375,19.9875,1.40609,4.10062
-9.260000e-03,0.17375,19.9875,1.40172,4.11313
-9.258000e-03,0.179844,19.9875,1.40859,4.11
-9.256000e-03,0.168437,19.9875,1.39781,4.10578
-9.254000e-03,0.17125,19.9875,1.40547,4.11328
-9.252000e-03,0.170469,19.9875,1.40969,4.09625
-9.250000e-03,0.167813,19.9875,1.39953,4.10766
-9.248000e-03,0.169219,19.9875,1.40719,4.10828
-9.246000e-03,0.170625,19.9875,1.39969,4.10312
-9.244000e-03,0.163906,19.9875,1.40516,4.10594
-9.242000e-03,0.159844,19.9875,1.39766,4.10172
-9.240000e-03,0.161094,19.9875,1.40312,4.1175
-9.238000e-03,0.1675,19.9875,1.4075,4.10016
-9.236000e-03,0.167344,19.9875,1.40766,4.11078
-9.234000e-03,0.167188,19.9875,1.40859,4.11125
-9.232000e-03,0.161406,19.9875,1.40875,4.10781
-9.230000e-03,0.161719,19.9875,1.40375,4.10906
-9.228000e-03,0.163594,19.9875,1.40844,4.12266
-9.226000e-03,0.1575,19.9875,1.3975,4.11016
-9.224000e-03,0.159844,19.9875,1.40047,4.11422
-9.222000e-03,0.155312,19.9875,1.40375,4.1075
-9.220000e-03,0.15625,19.9875,1.40969,4.10453
-9.218000e-03,0.153906,19.9875,1.40078,4.1075
-9.216000e-03,0.159219,19.9875,1.40609,4.10766
-9.214000e-03,0.154219,19.9875,1.40047,4.11125
-9.212000e-03,0.155469,19.9875,1.40094,4.10328
-9.210000e-03,0.153594,19.9875,1.40344,4.10922
-9.208000e-03,0.152812,19.9875,1.39922,4.10719
-9.206000e-03,0.160781,19.9875,1.40078,4.11062
-9.204000e-03,0.1575,19.9875,1.41141,4.10578
-9.202000e-03,0.152812,19.9875,1.40703,4.10969
-9.200000e-03,0.156875,19.9875,1.40766,4.1025
-9.198000e-03,0.154375,19.9875,1.40031,4.11172
-9.196000e-03,0.151094,19.9875,1.40094,4.10344
-9.194000e-03,0.148594,19.9875,1.40344,4.10391
-9.192000e-03,0.150625,19.9875,1.40109,4.11734
-9.190000e-03,0.1575,19.9875,1.39938,4.10422
-9.188000e-03,0.150938,19.9875,1.39922,4.10609
-9.186000e-03,0.156094,19.9875,1.40547,4.10734
-9.184000e-03,0.155625,19.9875,1.40156,4.10562
-9.182000e-03,0.151875,19.9875,1.40641,4.10312
-9.180000e-03,0.1375,19.9875,1.40859,4.10766
-9.178000e-03,0.145469,19.9875,1.40172,4.10328
-9.176000e-03,0.147031,19.9875,1.40734,4.10641
-9.174000e-03,0.136719,19.9875,1.39625,4.10781
-9.172000e-03,0.150625,19.9875,1.40297,4.10453
-9.170000e-03,0.148438,19.9875,1.40797,4.10266
-9.168000e-03,0.152188,19.9875,1.39891,4.10531
-9.166000e-03,0.145781,19.9875,1.41031,4.10891
-9.164000e-03,0.138906,19.9875,1.40187,4.10844
-9.162000e-03,0.137187,19.9875,1.40766,4.11547
-9.160000e-03,0.133281,19.9875,1.39844,4.10484
-9.158000e-03,0.137813,19.9875,1.40578,4.12609
-9.156000e-03,0.139219,19.9875,1.41344,4.10625
-9.154000e-03,0.1425,19.9875,1.40547,4.11047
-9.152000e-03,0.14875,19.9875,1.41187,4.11781
-9.150000e-03,0.135156,19.9875,1.40266,4.10375
-9.148000e-03,0.137813,19.9875,1.39844,4.10859
-9.146000e-03,0.139063,19.9875,1.40016,4.10641
-9.144000e-03,0.133125,19.9875,1.40391,4.11219
-9.142000e-03,0.141563,19.9875,1.40312,4.10297
-9.140000e-03,0.1275,19.9875,1.41094,4.10641
-9.138000e-03,0.136094,19.9875,1.40031,4.11578
-9.136000e-03,0.1375,19.9875,1.40984,4.10844
-9.134000e-03,0.136406,19.9875,1.40828,4.10953
-9.132000e-03,0.131562,19.9875,1.40391,4.10922
-9.130000e-03,0.130469,19.9875,1.41141,4.10531
-9.128000e-03,0.139063,19.9875,1.40734,4.1125
-9.126000e-03,0.13,19.9875,1.40531,4.09953
-9.124000e-03,0.124375,19.9875,1.40281,4.11078
-9.122000e-03,0.129219,19.9875,1.40578,4.11734
-9.120000e-03,0.130938,19.9875,1.40969,4.11297
-9.118000e-03,0.133594,19.9875,1.40359,4.10938
-9.116000e-03,0.129688,19.9875,1.40375,4.10438
-9.114000e-03,0.125781,19.9875,1.40391,4.11469
-9.112000e-03,0.131719,19.9875,1.40594,4.11172
-9.110000e-03,0.119375,19.9875,1.40016,4.10562
-9.108000e-03,0.13,19.9875,1.41141,4.11781
-9.106000e-03,0.125781,19.9875,1.40234,4.10266
-9.104000e-03,0.121094,19.9875,1.40063,4.09984
-9.102000e-03,0.123906,19.9875,1.40359,4.11094
-9.100000e-03,0.124844,19.9875,1.40391,4.10578
-9.098000e-03,0.125156,19.9875,1.40063,4.10828
-9.096000e-03,0.1225,19.9875,1.40562,4.10562
-9.094000e-03,0.121406,19.9875,1.41219,4.11062
-9.092000e-03,0.118438,19.9875,1.40375,4.10984
-9.090000e-03,0.114844,19.9875,1.41219,4.11375
-9.088000e-03,0.123125,19.9875,1.40766,4.11578
-9.086000e-03,0.121406,19.9875,1.40078,4.10438
-9.084000e-03,0.119844,19.9875,1.40906,4.10953
-9.082000e-03,0.114844,19.9875,1.40766,4.10312
-9.080000e-03,0.117344,19.9875,1.40453,4.11484
-9.078000e-03,0.115937,19.9875,1.40844,4.11813
-9.076000e-03,0.122344,19.9875,1.39688,4.1075
-9.074000e-03,0.118594,19.9875,1.41297,4.11062
-9.072000e-03,0.108438,19.9875,1.405,4.11531
-9.070000e-03,0.1175,19.9875,1.40297,4.09906
-9.068000e-03,0.110469,19.9875,1.39922,4.105
-9.066000e-03,0.119063,19.9875,1.3975,4.10406
-9.064000e-03,0.1125,19.9875,1.4075,4.09844
-9.062000e-03,0.117031,19.9875,1.40375,4.11578
-9.060000e-03,0.106719,19.9875,1.40422,4.09734
-9.058000e-03,0.108125,19.9875,1.40734,4.10359
-9.056000e-03,0.098125,19.9875,1.40422,4.10625
