Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.002,,,
Horizontal Delay,0,,,
Sample Interval,2e-06,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,10,1,10,1
Vertical Units,V,V,V,V
Vertical Offset,0,-30.8,0,0
Vertical Scale,1,10,1,1
Vertical Position,0,0,0.02,-0.1
,,,,
,,,,
,,,,
Label,,,,M
TIME,CH1,CH2,CH3,CH4
-4.374000e-03,-0.00125,17.7734,1.41922,4.11031
-4.372000e-03,0.0021875,17.7891,1.40891,4.10641
-4.370000e-03,-0.00140625,17.775,1.40578,4.11203
-4.368000e-03,0.0003125,17.7156,1.41234,4.10281
-4.366000e-03,-0.00140625,17.8125,1.40109,4.10344
-4.364000e-03,-0.00421875,17.7109,1.41344,4.09797
-4.362000e-03,-0.0021875,17.7609,1.40656,4.10953
-4.360000e-03,-0.00109375,17.7109,1.41312,4.10922
-4.358000e-03,-0.00140625,17.7406,1.40625,4.11453
-4.356000e-03,0.0053125,17.8031,1.42141,4.11797
-4.354000e-03,-0.00109375,17.7281,1.41125,4.10672
-4.352000e-03,0.00078125,17.8047,1.41094,4.11078
-4.350000e-03,0.003125,17.7703,1.41297,4.10609
-4.348000e-03,-0.00140625,17.8109,1.40938,4.11234
-4.346000e-03,-0.00015625,17.7547,1.40609,4.11125
-4.344000e-03,0.00296875,17.6813,1.40156,4.11703
-4.342000e-03,-0.00265625,17.7937,1.41562,4.10781
-4.340000e-03,0.0015625,17.7859,1.40469,4.10891
-4.338000e-03,0,17.7766,1.42312,4.10516
-4.336000e-03,-0.00203125,17.775,1.40234,4.12297
-4.334000e-03,-0.00015625,17.7578,1.40953,4.10703
-4.332000e-03,0.00015625,17.8297,1.40359,4.1125
-4.330000e-03,-0.00015625,17.7422,1.40641,4.10203
-4.328000e-03,0.00109375,17.6797,1.40906,4.10375
-4.326000e-03,-0.00046875,17.7781,1.40484,4.10266
-4.324000e-03,-0.00140625,17.75,1.40953,4.09953
-4.322000e-03,0.00234375,17.7734,1.41594,4.10734
-4.320000e-03,0.00078125,17.775,1.41594,4.11656
-4.318000e-03,-0.00359375,17.8078,1.40609,4.10812
-4.316000e-03,-0.003125,17.7391,1.4075,4.10672
-4.314000e-03,0.0003125,17.7063,1.40938,4.10375
-4.312000e-03,0.003125,17.6875,1.40938,4.11297
-4.310000e-03,-0.00125,17.7438,1.40391,4.10906
-4.308000e-03,-0.00421875,17.8672,1.41234,4.10438
-4.306000e-03,0.0021875,17.675,1.41063,4.11453
-4.304000e-03,-0.00328125,17.7484,1.41391,4.11656
-4.302000e-03,0.00046875,17.7344,1.40016,4.10312
-4.300000e-03,-0.00265625,17.75,1.40516,4.1025
-4.298000e-03,0.00046875,17.6859,1.40844,4.11594
-4.296000e-03,-0.00296875,17.8031,1.41156,4.10938
-4.294000e-03,-0.00125,17.6781,1.40562,4.10656
-4.292000e-03,-0.0009375,17.7469,1.40562,4.10984
-4.290000e-03,-0.0028125,17.7703,1.40547,4.11391
-4.288000e-03,-0.00203125,17.8141,1.40047,4.11984
-4.286000e-03,-0.00421875,17.7594,1.40641,4.10797
-4.284000e-03,-0.00078125,17.8109,1.415,4.10141
-4.282000e-03,-0.00171875,17.8016,1.40422,4.11641
-4.280000e-03,0,17.7328,1.40187,4.11391
-4.278000e-03,-0.00296875,17.7172,1.40969,4.10906
-4.276000e-03,-0.0028125,17.7703,1.41359,4.10609
-4.274000e-03,-0.00203125,17.7359,1.41328,4.10375
-4.272000e-03,-0.00078125,17.7234,1.40469,4.11234
-4.270000e-03,-0.000625,17.7453,1.40688,4.11516
-4.268000e-03,-0.00234375,17.7609,1.40312,4.10578
-4.266000e-03,-0.0034375,17.7156,1.41187,4.10891
-4.264000e-03,-0.001875,17.8234,1.41719,4.10438
-4.262000e-03,-0.00109375,17.7875,1.40516,4.10484
-4.260000e-03,0,17.7703,1.40766,4.11609
-4.258000e-03,-0.001875,17.7531,1.40609,4.10078
-4.256000e-03,0.00125,17.7609,1.40719,4.10125
-4.254000e-03,-0.00234375,17.7719,1.41094,4.10719
-4.252000e-03,-0.00078125,17.7563,1.41453,4.10312
-4.250000e-03,-0.00109375,17.7656,1.40266,4.10156
-4.248000e-03,-0.00359375,17.8109,1.39781,4.10203
-4.246000e-03,-0.00046875,17.8609,1.40469,4.10922
-4.244000e-03,-0.00359375,17.7844,1.41328,4.11437
-4.242000e-03,-0.00140625,17.7344,1.40469,4.10844
-4.240000e-03,-0.00125,17.7875,1.40578,4.11734
-4.238000e-03,0.00140625,17.7047,1.40953,4.11187
-4.236000e-03,0.0003125,17.7141,1.39969,4.10484
-4.234000e-03,0.0009375,17.7172,1.4075,4.11937
-4.232000e-03,-0.0003125,17.7859,1.41672,4.10359
-4.230000e-03,0.0009375,17.75,1.41406,4.10703
-4.228000e-03,-0.00390625,17.7875,1.40484,4.10891
-4.226000e-03,0.0015625,17.7656,1.41297,4.10312
-4.224000e-03,0.003125,17.8375,1.40578,4.10641
-4.222000e-03,-0.005,17.7937,1.41734,4.10953
-4.220000e-03,-0.00046875,17.6969,1.40891,4.10578
-4.218000e-03,0.003125,17.7359,1.40984,4.11437
-4.216000e-03,-0.0003125,17.8188,1.40734,4.11156
-4.214000e-03,-0.00140625,17.7438,1.40781,4.10797
-4.212000e-03,-0.003125,17.7094,1.41172,4.10344
-4.210000e-03,-0.0028125,17.7312,1.40609,4.11016
-4.208000e-03,-0.0040625,17.7172,1.42094,4.10687
-4.206000e-03,0.00046875,17.7063,1.41187,4.10469
-4.204000e-03,-0.00125,17.8234,1.40875,4.10266
-4.202000e-03,-0.00375,17.7766,1.40922,4.11266
-4.200000e-03,0.00078125,17.8125,1.40609,4.10766
-4.198000e-03,-0.00234375,17.7516,1.40891,4.10969
-4.196000e-03,-0.0021875,17.8297,1.40422,4.09812
-4.194000e-03,-0.00125,17.6625,1.41187,4.10875
-4.192000e-03,0.00046875,17.7375,1.41781,4.10469
-4.190000e-03,-0.00703125,17.7328,1.40203,4.10406
-4.188000e-03,0.00203125,17.7578,1.40891,4.10531
-4.186000e-03,-0.00046875,17.7578,1.40562,4.10641
-4.184000e-03,-0.00125,17.7563,1.40688,4.09781
-4.182000e-03,0.0009375,17.6781,1.40141,4.11203
-4.180000e-03,-0.00296875,17.7672,1.41578,4.11578
-4.178000e-03,-0.00125,17.8047,1.40906,4.11141
-4.176000e-03,-0.004375,17.7531,1.41187,4.11172
-4.174000e-03,-0.00265625,17.6844,1.41406,4.11172
-4.172000e-03,-0.00125,17.7609,1.40891,4.10844
-4.170000e-03,0.0003125,17.7422,1.40625,4.10125
-4.168000e-03,-0.00359375,17.7625,1.40703,4.10687
-4.166000e-03,0.00375,17.8344,1.41297,4.10656
-4.164000e-03,-0.00140625,17.7703,1.41328,4.115
-4.162000e-03,-0.00265625,17.7859,1.41172,4.1025
-4.160000e-03,-0.003125,17.7734,1.40516,4.10906
-4.158000e-03,-0.0028125,17.6578,1.41375,4.11234
-4.156000e-03,0.00015625,17.6594,1.40297,4.10125
-4.154000e-03,-0.00234375,17.7609,1.41063,4.10891
-4.152000e-03,-0.00375,17.7656,1.40922,4.105
-4.150000e-03,-0.00125,17.7344,1.41031,4.10656
-4.148000e-03,-0.00515625,17.8313,1.40578,4.10344
-4.146000e-03,-0.00359375,17.7609,1.40719,4.09906
-4.144000e-03,-0.00265625,17.7922,1.40406,4.10078
-4.142000e-03,-0.0003125,17.7438,1.40984,4.10875
-4.140000e-03,-0.003125,17.7234,1.41281,4.10969
-4.138000e-03,-0.00109375,17.6891,1.39844,4.10438
-4.136000e-03,0,17.7906,1.40422,4.10625
-4.134000e-03,-0.00171875,17.775,1.40797,4.09812
-4.132000e-03,-0.00515625,17.7203,1.40813,4.10578
-4.130000e-03,-0.00140625,17.6922,1.41172,4.09828
-4.128000e-03,-0.0025,17.7484,1.40703,4.11453
-4.126000e-03,-0.00109375,17.7766,1.39859,4.10547
-4.124000e-03,-0.0015625,17.6984,1.40594,4.10641
-4.122000e-03,-0.0003125,17.7328,1.40359,4.11141
-4.120000e-03,-0.0021875,17.7063,1.41063,4.10547
-4.118000e-03,-0.00203125,17.7359,1.40141,4.10625
-4.116000e-03,-0.004375,17.6922,1.41,4.10687
-4.114000e-03,-0.00296875,17.7172,1.40922,4.11281
-4.112000e-03,-0.001875,17.7641,1.40859,4.11203
-4.110000e-03,-0.001875,17.725,1.40875,4.11469
-4.108000e-03,-0.00140625,17.7797,1.40922,4.10328
-4.106000e-03,0.000625,17.7,1.40953,4.11719
-4.104000e-03,-0.00234375,17.75,1.40547,4.11781
-4.102000e-03,-0.0025,17.7328,1.41469,4.10719
-4.100000e-03,-0.0028125,17.7656,1.40641,4.11344
-4.098000e-03,0.00078125,17.7937,1.40391,4.10187
-4.096000e-03,-0.00125,17.6484,1.40609,4.10734
-4.094000e-03,-0.0003125,17.7391,1.41781,4.11297
-4.092000e-03,-0.00109375,17.6891,1.41359,4.10547
-4.090000e-03,-0.0021875,17.6672,1.41203,4.09656
-4.088000e-03,0.0025,17.7875,1.41766,4.09359
-4.086000e-03,-0.00078125,17.7813,1.40797,4.10453
-4.084000e-03,-0.00421875,17.7719,1.40703,4.09922
-4.082000e-03,-0.00453125,17.7406,1.40437,4.11344
-4.080000e-03,-0.00109375,17.7547,1.40328,4.10906
-4.078000e-03,-0.00484375,17.7438,1.41,4.10578
-4.076000e-03,-0.00140625,17.6516,1.41109,4.11031
-4.074000e-03,-0.00234375,17.8078,1.40562,4.10422
-4.072000e-03,-0.00125,17.7391,1.41766,4.10844
-4.070000e-03,-0.00359375,17.7516,1.40344,4.10344
-4.068000e-03,-0.00390625,17.775,1.40828,4.09719
-4.066000e-03,-0.0034375,17.7656,1.40516,4.10203
-4.064000e-03,-0.00203125,17.7656,1.40219,4.10359
-4.062000e-03,-0.0053125,17.7,1.40703,4.09766
-4.060000e-03,0.005625,17.6641,1.40594,4.11172
-4.058000e-03,-0.00296875,17.7266,1.40625,4.10266
-4.056000e-03,-0.00125,17.7172,1.40641,4.10797
-4.054000e-03,-0.003125,17.6484,1.41375,4.11844
-4.052000e-03,-0.000625,17.7188,1.40172,4.11109
-4.050000e-03,-0.00265625,17.7813,1.40688,4.10953
-4.048000e-03,-0.00359375,17.7297,1.39813,4.10828
-4.046000e-03,0.0009375,17.7531,1.40938,4.10344
-4.044000e-03,0.0025,17.7156,1.41109,4.10812
-4.042000e-03,-0.0003125,17.7438,1.41156,4.11516
-4.040000e-03,-0.00265625,17.7031,1.41437,4.10531
-4.038000e-03,-0.00234375,17.7672,1.40312,4.10047
-4.036000e-03,-0.000625,17.7563,1.41375,4.10219
-4.034000e-03,-0.004375,17.6859,1.40359,4.10297
-4.032000e-03,0.00171875,17.7813,1.4075,4.10547
-4.030000e-03,-0.00125,17.7453,1.41734,4.10984
-4.028000e-03,-0.00109375,17.7703,1.40641,4.10516
-4.026000e-03,-0.0053125,17.7734,1.41047,4.09094
-4.024000e-03,-0.00203125,17.775,1.40875,4.10781
-4.022000e-03,-0.004375,17.7906,1.41719,4.09844
-4.020000e-03,-0.0028125,17.7328,1.40797,4.10797
-4.018000e-03,-0.0025,17.8156,1.41078,4.10484
-4.016000e-03,-0.00125,17.6734,1.40484,4.10531
-4.014000e-03,-0.00515625,17.7844,1.40422,4.12031
-4.012000e-03,-0.00234375,17.8141,1.40562,4.10844
-4.010000e-03,-0.0034375,17.6969,1.40922,4.10891
-4.008000e-03,-0.0034375,17.7016,1.40281,4.09797
-4.006000e-03,-0.0040625,17.7656,1.40625,4.11391
-4.004000e-03,-0.00390625,17.6906,1.41141,4.11531
-4.002000e-03,-0.00234375,17.8063,1.405,4.11031
-4.000000e-03,-0.00234375,17.7234,1.41688,4.10125
-3.998000e-03,-0.00578125,17.7109,1.41391,4.10672
-3.996000e-03,-0.00125,17.7734,1.40859,4.10422
-3.994000e-03,-0.004375,17.7328,1.41328,4.0975
-3.992000e-03,-0.00390625,17.75,1.41266,4.10828
-3.990000e-03,-0.00875,17.7781,1.41,4.10422
-3.988000e-03,-0.00546875,17.7438,1.40391,4.10094
-3.986000e-03,-0.0046875,17.7859,1.40312,4.09344
-3.984000e-03,-0.000625,17.7734,1.40797,4.10672
-3.982000e-03,-0.00328125,17.75,1.41,4.1075
-3.980000e-03,-0.000625,17.8359,1.40156,4.10484
-3.978000e-03,0.00015625,17.7906,1.41234,4.10344
-3.976000e-03,-0.003125,17.7906,1.41328,4.12
-3.974000e-03,-0.001875,17.8141,1.41609,4.0975
-3.972000e-03,-0.0021875,17.7625,1.40266,4.09875
-3.970000e-03,0.00109375,17.7797,1.40422,4.10625
-3.968000e-03,-0.00453125,17.8141,1.4125,4.10828
-3.966000e-03,-0.00125,17.7453,1.41094,4.10687
-3.964000e-03,-0.00109375,17.7672,1.41172,4.10516
-3.962000e-03,0.0021875,17.7578,1.40984,4.11672
-3.960000e-03,0.0009375,17.75,1.40781,4.11125
-3.958000e-03,-0.003125,17.6484,1.41531,4.10672
-3.956000e-03,-0.0053125,17.6656,1.41078,4.10156
-3.954000e-03,-0.004375,17.7922,1.40516,4.11297
-3.952000e-03,-0.000625,17.8266,1.41984,4.11406
-3.950000e-03,-0.00125,17.7094,1.41453,4.10641
-3.948000e-03,-0.008125,17.6953,1.40859,4.11
-3.946000e-03,-0.00265625,17.8156,1.41344,4.09687
-3.944000e-03,-0.00125,17.7766,1.40578,4.11141
-3.942000e-03,-0.00125,17.7906,1.41016,4.10609
-3.940000e-03,-0.0065625,17.7375,1.41594,4.10516
-3.938000e-03,0,17.6313,1.41375,4.11578
-3.936000e-03,-0.0015625,17.7734,1.39531,4.10312
-3.934000e-03,-0.0021875,17.8344,1.42531,4.11781
-3.932000e-03,-0.00015625,17.7547,1.40984,4.10359
-3.930000e-03,-0.00296875,17.7438,1.40609,4.11547
-3.928000e-03,-0.00546875,17.6969,1.41187,4.10375
-3.926000e-03,-0.00171875,17.7266,1.41203,4.10687
-3.924000e-03,-0.00078125,17.7672,1.41469,4.11234
-3.922000e-03,-0.00328125,17.775,1.4025,4.10469
-3.920000e-03,-0.00140625,17.7328,1.40656,4.11172
-3.918000e-03,-0.00484375,17.7969,1.40609,4.10891
-3.916000e-03,-0.00296875,17.7891,1.41375,4.09609
-3.914000e-03,-0.00328125,17.7844,1.40797,4.10953
-3.912000e-03,-0.00484375,17.6953,1.41,4.10609
-3.910000e-03,-0.00203125,17.7125,1.41297,4.10438
-3.908000e-03,-0.003125,17.7344,1.40969,4.10797
-3.906000e-03,0.00015625,17.7703,1.41344,4.10641
-3.904000e-03,0.00109375,17.7344,1.40813,4.10609
-3.902000e-03,-0.0003125,17.7766,1.40656,4.11234
-3.900000e-03,-0.00375,17.7672,1.40828,4.11125
-3.898000e-03,-0.0015625,17.8,1.41516,4.10844
-3.896000e-03,-0.005,17.7844,1.40688,4.10344
-3.894000e-03,-0.00421875,17.7172,1.41734,4.10328
-3.892000e-03,-0.0015625,17.7578,1.415,4.10922
-3.890000e-03,-0.003125,17.7641,1.41328,4.10203
-3.888000e-03,-0.0034375,17.7453,1.40562,4.11891
-3.886000e-03,-0.00125,17.7391,1.41656,4.09547
-3.884000e-03,-0.00109375,17.7969,1.4075,4.11375
-3.882000e-03,-0.00484375,17.7109,1.41187,4.11016
-3.880000e-03,-0.0075,17.7016,1.41484,4.10453
-3.878000e-03,0.00046875,17.8078,1.41391,4.1025
-3.876000e-03,-0.00265625,17.7281,1.40672,4.10969
-3.874000e-03,-0.0040625,17.8141,1.41406,4.11656
-3.872000e-03,-0.00453125,17.7703,1.40844,4.11453
-3.870000e-03,-0.001875,17.8344,1.40156,4.10672
-3.868000e-03,0.00015625,17.7937,1.41219,4.10094
-3.866000e-03,-0.00265625,17.7672,1.4025,4.10266
-3.864000e-03,-0.0015625,17.7344,1.40266,4.10469
-3.862000e-03,-0.00125,17.7734,1.40437,4.10187
-3.860000e-03,-0.004375,17.7719,1.41047,4.10469
-3.858000e-03,-0.00140625,17.7531,1.40766,4.10641
-3.856000e-03,-0.00578125,17.7312,1.41359,4.10391
-3.854000e-03,-0.0053125,17.75,1.41141,4.10141
-3.852000e-03,0.000625,17.8,1.40656,4.10531
-3.850000e-03,0.00015625,17.7391,1.41391,4.10266
-3.848000e-03,-0.00203125,17.6922,1.4175,4.10812
-3.846000e-03,-0.00359375,17.7438,1.41641,4.10922
-3.844000e-03,0,17.7781,1.40141,4.11047
-3.842000e-03,-0.00109375,17.7031,1.40656,4.10312
-3.840000e-03,-0.00125,17.8578,1.40312,4.11234
-3.838000e-03,-0.00015625,17.7766,1.40172,4.10422
-3.836000e-03,-0.00375,17.7375,1.40266,4.11
-3.834000e-03,-0.0021875,17.7469,1.40516,4.12203
-3.832000e-03,-0.00796875,17.8516,1.40953,4.10719
-3.830000e-03,-0.0003125,17.8219,1.40859,4.11187
-3.828000e-03,-0.00296875,17.7625,1.41688,4.10156
-3.826000e-03,-0.0015625,17.7844,1.40672,4.10516
-3.824000e-03,-0.0065625,17.7219,1.40703,4.11422
-3.822000e-03,-0.000625,17.7156,1.41672,4.11391
-3.820000e-03,0.0009375,17.7859,1.41047,4.10703
-3.818000e-03,-0.0053125,17.8266,1.41047,4.10578
-3.816000e-03,-0.00640625,17.7281,1.40922,4.10781
-3.814000e-03,-0.00125,17.6859,1.40797,4.10453
-3.812000e-03,-0.0003125,17.8188,1.41422,4.10812
-3.810000e-03,-0.0028125,17.7547,1.41,4.115
-3.808000e-03,-0.00140625,17.7969,1.40734,4.10312
-3.806000e-03,-0.001875,17.7656,1.41844,4.10359
-3.804000e-03,-0.00078125,17.8125,1.40938,4.10625
-3.802000e-03,-0.00453125,17.7563,1.41109,4.10734
-3.800000e-03,-0.00390625,17.7547,1.41031,4.10609
-3.798000e-03,-0.00359375,17.6594,1.42125,4.10625
-3.796000e-03,-0.00203125,17.7188,1.41063,4.10516
-3.794000e-03,-0.00390625,17.7219,1.4075,4.10266
-3.792000e-03,-0.00375,17.7891,1.41375,4.10094
-3.790000e-03,-0.00203125,17.6875,1.41234,4.11281
-3.788000e-03,-0.00421875,17.75,1.41031,4.10609
-3.786000e-03,0.001875,17.7875,1.40906,4.10156
-3.784000e-03,0.00375,17.7359,1.40437,4.11047
-3.782000e-03,-0.00125,17.6469,1.41078,4.10703
-3.780000e-03,-0.003125,17.7453,1.41266,4.10453
-3.778000e-03,-0.00359375,17.7281,1.40875,4.10078
-3.776000e-03,-0.0075,17.7344,1.40641,4.09797
-3.774000e-03,-0.00078125,17.7469,1.40516,4.11297
-3.772000e-03,-0.0071875,17.6984,1.41016,4.10344
-3.770000e-03,-0.0025,17.7578,1.40281,4.10609
-3.768000e-03,-0.004375,17.7328,1.40672,4.10719
-3.766000e-03,-0.00328125,17.7641,1.40375,4.10031
-3.764000e-03,0.0015625,17.7906,1.41391,4.09734
-3.762000e-03,-0.004375,17.7547,1.41609,4.10953
-3.760000e-03,-0.00125,17.6891,1.40375,4.10406
-3.758000e-03,-0.00421875,17.775,1.39953,4.11141
-3.756000e-03,-0.00140625,17.7594,1.40578,4.10797
-3.754000e-03,0.000625,17.775,1.40859,4.10297
-3.752000e-03,0,17.7438,1.41625,4.10719
-3.750000e-03,-0.00515625,17.7766,1.41469,4.10922
-3.748000e-03,-0.00140625,17.8,1.40109,4.11313
-3.746000e-03,-0.0059375,17.7828,1.41422,4.11094
-3.744000e-03,-0.00125,17.7094,1.41719,4.10281
-3.742000e-03,0.001875,17.7578,1.40703,4.11094
-3.740000e-03,-0.0009375,17.6641,1.40297,4.10453
-3.738000e-03,-0.00234375,17.7844,1.40547,4.10703
-3.736000e-03,-0.004375,17.7469,1.40828,4.09938
-3.734000e-03,-0.00125,17.7406,1.41,4.10594
-3.732000e-03,-0.0053125,17.8094,1.41156,4.11297
-3.730000e-03,0.00046875,17.7281,1.40531,4.10516
-3.728000e-03,-0.004375,17.6766,1.41969,4.10672
-3.726000e-03,0.00171875,17.7281,1.41,4.11531
-3.724000e-03,-0.00328125,17.7203,1.40813,4.10344
-3.722000e-03,-0.00546875,17.7937,1.40875,4.10359
-3.720000e-03,-0.001875,17.7188,1.40719,4.10297
-3.718000e-03,0.00328125,17.7469,1.41063,4.10281
-3.716000e-03,-0.0025,17.7625,1.40594,4.11047
-3.714000e-03,-0.0009375,17.7609,1.40891,4.11125
-3.712000e-03,-0.00046875,17.7563,1.40859,4.10844
-3.710000e-03,-0.00078125,17.8094,1.40828,4.10797
-3.708000e-03,0.00015625,17.7312,1.40906,4.10594
-3.706000e-03,0.000625,17.8391,1.40203,4.09953
-3.704000e-03,-0.00171875,17.7234,1.40125,4.10266
-3.702000e-03,-0.0015625,17.8031,1.40047,4.10984
-3.700000e-03,-0.00765625,17.7312,1.40641,4.10594
-3.698000e-03,-0.005625,17.6875,1.40219,4.10594
-3.696000e-03,-0.00484375,17.8359,1.39984,4.11172
-3.694000e-03,-0.00640625,17.8313,1.41547,4.10391
-3.692000e-03,-0.00078125,17.7734,1.40531,4.10703
-3.690000e-03,-0.001875,17.7609,1.41578,4.10438
-3.688000e-03,0.00109375,17.7328,1.41422,4.11281
-3.686000e-03,0.00109375,17.6672,1.41047,4.11062
-3.684000e-03,-0.00203125,17.8125,1.41734,4.1075
-3.682000e-03,-0.00203125,17.7578,1.40422,4.10281
-3.680000e-03,-0.00171875,17.6969,1.41203,4.11125
-3.678000e-03,-0.00359375,17.7016,1.40969,4.11203
-3.676000e-03,-0.0021875,17.8141,1.4025,4.10609
-3.674000e-03,-0.00453125,17.7922,1.40547,4.11484
-3.672000e-03,-0.00296875,17.7172,1.40375,4.10172
-3.670000e-03,-0.00328125,17.7234,1.40453,4.10984
-3.668000e-03,0.00265625,17.7344,1.40828,4.10375
-3.666000e-03,-0.003125,17.75,1.41453,4.11328
-3.664000e-03,0.0003125,17.7891,1.415,4.10703
-3.662000e-03,-0.00265625,17.6859,1.41578,4.10562
-3.660000e-03,-0.00234375,17.7969,1.40906,4.10422
-3.658000e-03,-0.00265625,17.7719,1.40797,4.11313
-3.656000e-03,-0.00640625,17.7609,1.41016,4.11531
-3.654000e-03,-0.00296875,17.675,1.41406,4.10594
-3.652000e-03,-0.005625,17.7391,1.42125,4.11187
-3.650000e-03,-0.0009375,17.7172,1.40922,4.11141
-3.648000e-03,-0.001875,17.6938,1.41234,4.10141
-3.646000e-03,-0.0046875,17.6813,1.41641,4.09828
-3.644000e-03,-0.0025,17.7516,1.40797,4.11
-3.642000e-03,-0.00109375,17.7781,1.41391,4.11234
-3.640000e-03,0.000625,17.7906,1.41234,4.10938
-3.638000e-03,-0.00234375,17.7531,1.4125,4.10969
-3.636000e-03,-0.00359375,17.7531,1.4075,4.10219
-3.634000e-03,-0.0034375,17.7375,1.41281,4.09953
-3.632000e-03,-0.00484375,17.8047,1.40828,4.10828
-3.630000e-03,0.00125,17.7391,1.41562,4.10656
-3.628000e-03,-0.0009375,17.7156,1.41359,4.10719
-3.626000e-03,-0.001875,17.7688,1.40625,4.10844
-3.624000e-03,0.00234375,17.7141,1.40328,4.115
-3.622000e-03,-0.00078125,17.7563,1.41531,4.10422
-3.620000e-03,-0.00328125,17.8141,1.40453,4.09766
-3.618000e-03,-0.0021875,17.6484,1.40344,4.09984
-3.616000e-03,0.0003125,17.7094,1.41359,4.10594
-3.614000e-03,-0.0034375,17.8109,1.41703,4.12078
-3.612000e-03,-0.00328125,17.7156,1.40469,4.10547
-3.610000e-03,0,17.6656,1.41234,4.11453
-3.608000e-03,0.00125,17.7406,1.40828,4.11219
-3.606000e-03,-0.00453125,17.7312,1.41094,4.11281
-3.604000e-03,-0.00375,17.8063,1.41641,4.09469
-3.602000e-03,-0.00078125,17.8219,1.40875,4.10359
-3.600000e-03,-0.00125,17.6875,1.41094,4.10687
-3.598000e-03,-0.001875,17.7484,1.41531,4.10141
-3.596000e-03,-0.00625,17.7969,1.40547,4.11891
-3.594000e-03,-0.00515625,17.6328,1.40797,4.11469
-3.592000e-03,-0.00453125,17.7484,1.40125,4.10594
-3.590000e-03,-0.00484375,17.7125,1.40984,4.12375
-3.588000e-03,-0.0025,17.7375,1.40688,4.11281
-3.586000e-03,-0.00125,17.6906,1.41797,4.10547
-3.584000e-03,-0.003125,17.7625,1.41359,4.10875
-3.582000e-03,-0.00515625,17.7453,1.41094,4.11187
-3.580000e-03,-0.000625,17.7281,1.41813,4.11031
-3.578000e-03,0.00140625,17.7125,1.40703,4.10781
-3.576000e-03,0.00046875,17.6609,1.415,4.10531
-3.574000e-03,-0.00265625,17.7438,1.41609,4.10781
-3.572000e-03,-0.00125,17.6687,1.41281,4.10641
-3.570000e-03,-0.00125,17.7109,1.41156,4.09891
-3.568000e-03,-0.0053125,17.7578,1.41406,4.1175
-3.566000e-03,-0.00265625,17.6781,1.41125,4.11062
-3.564000e-03,-0.00640625,17.7266,1.40875,4.10844
-3.562000e-03,-0.00234375,17.6719,1.41094,4.10734
-3.560000e-03,-0.0034375,17.7703,1.41297,4.10187
-3.558000e-03,-0.00203125,17.6734,1.40734,4.11062
-3.556000e-03,-0.00046875,17.6594,1.40484,4.10281
-3.554000e-03,-0.0034375,17.7359,1.40672,4.1075
-3.552000e-03,-0.00328125,17.75,1.40484,4.11187
-3.550000e-03,-0.001875,17.8,1.40312,4.10953
-3.548000e-03,-0.0046875,17.8625,1.40672,4.10625
-3.546000e-03,-0.001875,17.6859,1.41531,4.10891
-3.544000e-03,-0.00078125,17.7781,1.40484,4.11078
-3.542000e-03,-0.00125,17.7844,1.41641,4.10062
-3.540000e-03,-0.0003125,17.8313,1.39828,4.10703
-3.538000e-03,0.001875,17.7547,1.40969,4.10719
-3.536000e-03,-0.00484375,17.6828,1.41437,4.11203
-3.534000e-03,-0.000625,17.7922,1.41562,4.11297
-3.532000e-03,0.00171875,17.8344,1.41578,4.10797
-3.530000e-03,-0.00015625,17.7391,1.40203,4.10469
-3.528000e-03,-0.00015625,17.8562,1.40547,4.10687
-3.526000e-03,-0.00609375,17.7453,1.40516,4.10344
-3.524000e-03,-0.00203125,17.7797,1.41141,4.10938
-3.522000e-03,-0.0009375,17.75,1.42437,4.11187
-3.520000e-03,-0.001875,17.7563,1.40437,4.11609
-3.518000e-03,-0.00140625,17.7922,1.41359,4.10812
-3.516000e-03,0.00015625,17.7469,1.40781,4.11
-3.514000e-03,-0.003125,17.7813,1.40969,4.10203
-3.512000e-03,-0.00734375,17.7406,1.41391,4.09656
-3.510000e-03,-0.00046875,17.6813,1.40922,4.10156
-3.508000e-03,-0.0046875,17.775,1.40906,4.10781
-3.506000e-03,-0.0009375,17.8047,1.40938,4.11078
-3.504000e-03,-0.00453125,17.8719,1.41109,4.10359
-3.502000e-03,-0.0015625,17.7813,1.4125,4.105
-3.500000e-03,-0.0059375,17.6672,1.41406,4.11453
-3.498000e-03,-0.00265625,17.8109,1.41688,4.10953
-3.496000e-03,-0.005625,17.7188,1.40969,4.10266
-3.494000e-03,-0.00296875,17.7484,1.40156,4.10969
-3.492000e-03,-0.001875,17.6656,1.41531,4.10094
-3.490000e-03,-0.00546875,17.7578,1.40609,4.1125
-3.488000e-03,-0.00328125,17.775,1.42125,4.10734
-3.486000e-03,0.00078125,17.7953,1.4125,4.10969
-3.484000e-03,0.0003125,17.7125,1.40938,4.10312
-3.482000e-03,-0.00296875,17.7625,1.41344,4.11516
-3.480000e-03,-0.00375,17.7937,1.41063,4.10125
-3.478000e-03,-0.0025,17.8266,1.40797,4.11984
-3.476000e-03,-0.00328125,17.725,1.41297,4.11016
-3.474000e-03,-0.0021875,17.8234,1.40672,4.10406
-3.472000e-03,-0.00125,17.7406,1.41766,4.10562
