Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
-9.906000e-03,0.559688,19.9875,1.40266,4.10594
-9.904000e-03,0.555156,19.9875,1.39312,4.10859
-9.902000e-03,0.557031,19.9875,1.40781,4.10891
-9.900000e-03,0.555,19.9875,1.40781,4.10766
-9.898000e-03,0.564219,19.9875,1.39688,4.105
-9.896000e-03,0.558438,19.9875,1.405,4.11391
-9.894000e-03,0.555,19.9875,1.40125,4.10906
-9.892000e-03,0.560781,19.9875,1.41063,4.10672
-9.890000e-03,0.553594,19.9875,1.40609,4.11516
-9.888000e-03,0.552031,19.9875,1.40031,4.11
-9.886000e-03,0.555625,19.9875,1.39875,4.11672
-9.884000e-03,0.557344,19.9875,1.40312,4.10969
-9.882000e-03,0.55625,19.9875,1.40031,4.10609
-9.880000e-03,0.554219,19.9875,1.40047,4.11094
-9.878000e-03,0.559375,19.9875,1.41078,4.11406
-9.876000e-03,0.557969,19.9875,1.40813,4.12484
-9.874000e-03,0.556875,19.9875,1.40781,4.11141
-9.872000e-03,0.547969,19.9875,1.40406,4.10625
-9.870000e-03,0.551094,19.9875,1.40453,4.10984
-9.868000e-03,0.553594,19.9875,1.40031,4.10141
-9.866000e-03,0.554219,19.9875,1.39969,4.10406
-9.864000e-03,0.550156,19.9875,1.40797,4.10797
-9.862000e-03,0.554063,19.9875,1.39844,4.11531
-9.860000e-03,0.543125,19.9875,1.40672,4.11203
-9.858000e-03,0.541563,19.9875,1.40172,4.11094
-9.856000e-03,0.555625,19.9875,1.40344,4.11313
-9.854000e-03,0.555625,19.9875,1.39563,4.11953
-9.852000e-03,0.5475,19.9875,1.39984,4.10781
-9.850000e-03,0.545469,19.9875,1.40203,4.11484
-9.848000e-03,0.5475,19.9875,1.40328,4.11453
-9.846000e-03,0.5425,19.9875,1.39859,4.10516
-9.844000e-03,0.543125,19.9875,1.39844,4.11
-9.842000e-03,0.538906,19.9875,1.39984,4.10562
-9.840000e-03,0.549063,19.9875,1.40359,4.10734
-9.838000e-03,0.544531,19.9875,1.40891,4.11547
-9.836000e-03,0.547969,19.9875,1.40359,4.10125
-9.834000e-03,0.551094,19.9875,1.40422,4.105
-9.832000e-03,0.541406,19.9875,1.40234,4.11266
-9.830000e-03,0.544844,19.9875,1.40516,4.1075
-9.828000e-03,0.541563,19.9875,1.3975,4.10578
-9.826000e-03,0.539844,19.9875,1.39906,4.10953
-9.824000e-03,0.5325,19.9875,1.40328,4.10641
-9.822000e-03,0.541406,19.9875,1.40391,4.10438
-9.820000e-03,0.539687,19.9875,1.40437,4.11375
-9.818000e-03,0.533594,19.9875,1.39938,4.10531
-9.816000e-03,0.536406,19.9875,1.39797,4.10422
-9.814000e-03,0.53125,19.9875,1.41047,4.11594
-9.812000e-03,0.526094,19.9875,1.41078,4.11313
-9.810000e-03,0.532031,19.9875,1.40562,4.11844
-9.808000e-03,0.529844,19.9875,1.39906,4.09781
-9.806000e-03,0.530156,19.9875,1.40125,4.11219
-9.804000e-03,0.528281,19.9875,1.40125,4.10687
-9.802000e-03,0.523281,19.9875,1.39906,4.10828
-9.800000e-03,0.530625,19.9875,1.40656,4.11078
-9.798000e-03,0.510625,19.9875,1.40719,4.10469
-9.796000e-03,0.524687,19.9875,1.40297,4.10859
-9.794000e-03,0.527031,19.9875,1.40063,4.11391
-9.792000e-03,0.538281,19.9875,1.40109,4.11156
-9.790000e-03,0.524687,19.9875,1.38797,4.105
-9.788000e-03,0.522813,19.9875,1.39141,4.11406
-9.786000e-03,0.5225,19.9875,1.40469,4.10672
-9.784000e-03,0.52125,19.9875,1.40281,4.10969
-9.782000e-03,0.524531,19.9875,1.41016,4.11234
-9.780000e-03,0.516719,19.9875,1.40141,4.10984
-9.778000e-03,0.524219,19.9875,1.41234,4.11156
-9.776000e-03,0.517031,19.9875,1.40469,4.10656
-9.774000e-03,0.521563,19.9875,1.40344,4.11078
-9.772000e-03,0.511875,19.9875,1.40781,4.10859
-9.770000e-03,0.517813,19.9875,1.40828,4.10031
-9.768000e-03,0.520469,19.9875,1.40125,4.10609
-9.766000e-03,0.512969,19.9875,1.39875,4.10609
-9.764000e-03,0.512031,19.9875,1.40109,4.10516
-9.762000e-03,0.514844,19.9875,1.39,4.10766
-9.760000e-03,0.51,19.9875,1.40406,4.11156
-9.758000e-03,0.507344,19.9875,1.4,4.11875
-9.756000e-03,0.516875,19.9875,1.40078,4.10687
-9.754000e-03,0.510313,19.9875,1.39187,4.11172
-9.752000e-03,0.510313,19.9875,1.40469,4.11359
-9.750000e-03,0.512031,19.9875,1.40016,4.11203
-9.748000e-03,0.50875,19.9875,1.40141,4.10969
-9.746000e-03,0.516719,19.9875,1.41063,4.11875
-9.744000e-03,0.511563,19.9875,1.39969,4.10406
-9.742000e-03,0.517656,19.9875,1.40875,4.10734
-9.740000e-03,0.508906,19.9875,1.40672,4.11328
-9.738000e-03,0.509375,19.9875,1.40141,4.10938
-9.736000e-03,0.515313,19.9875,1.40875,4.11
-9.734000e-03,0.514062,19.9875,1.40328,4.11187
-9.732000e-03,0.501094,19.9875,1.40078,4.11266
-9.730000e-03,0.512344,19.9875,1.39703,4.11219
-9.728000e-03,0.507969,19.9875,1.40328,4.11297
-9.726000e-03,0.499844,19.9875,1.39719,4.09594
-9.724000e-03,0.503125,19.9875,1.40484,4.10578
-9.722000e-03,0.501406,19.9875,1.41625,4.09844
-9.720000e-03,0.506094,19.9875,1.40625,4.10828
-9.718000e-03,0.508594,19.9875,1.40484,4.10453
-9.716000e-03,0.499063,19.9875,1.39703,4.11094
-9.714000e-03,0.500156,19.9875,1.39484,4.10859
-9.712000e-03,0.501875,19.9875,1.40172,4.11016
-9.710000e-03,0.495781,19.9875,1.39922,4.11375
-9.708000e-03,0.504687,19.9875,1.40344,4.115
-9.706000e-03,0.492344,19.9875,1.39922,4.11859
-9.704000e-03,0.497812,19.9875,1.40516,4.11156
-9.702000e-03,0.505938,19.9875,1.39984,4.11031
-9.700000e-03,0.506875,19.9875,1.40656,4.11281
-9.698000e-03,0.504062,19.9875,1.40656,4.10969
-9.696000e-03,0.49375,19.9875,1.39344,4.11406
-9.694000e-03,0.504687,19.9875,1.40406,4.10828
-9.692000e-03,0.498438,19.9875,1.39875,4.11703
-9.690000e-03,0.497969,19.9875,1.40344,4.09812
-9.688000e-03,0.493281,19.9875,1.40437,4.11203
-9.686000e-03,0.499063,19.9875,1.39984,4.10422
-9.684000e-03,0.508281,19.9875,1.40875,4.11125
-9.682000e-03,0.492656,19.9875,1.40344,4.10641
-9.680000e-03,0.486875,19.9875,1.39891,4.11141
-9.678000e-03,0.496406,19.9875,1.40719,4.10406
-9.676000e-03,0.492656,19.9875,1.39781,4.11219
-9.674000e-03,0.49125,19.9875,1.40047,4.09922
-9.672000e-03,0.490312,19.9875,1.40453,4.10844
-9.670000e-03,0.493438,19.9875,1.40234,4.10797
-9.668000e-03,0.487969,19.9875,1.39734,4.10984
-9.666000e-03,0.48375,19.9875,1.40484,4.11094
-9.664000e-03,0.490938,19.9875,1.40172,4.11531
-9.662000e-03,0.487031,19.9875,1.40391,4.10562
-9.660000e-03,0.495938,19.9875,1.41094,4.11578
-9.658000e-03,0.484531,19.9875,1.40859,4.09438
-9.656000e-03,0.488906,19.9875,1.40437,4.10875
-9.654000e-03,0.482344,19.9875,1.40344,4.1075
-9.652000e-03,0.489063,19.9875,1.39781,4.11047
-9.650000e-03,0.470938,19.9875,1.39594,4.11109
-9.648000e-03,0.477031,19.9875,1.40344,4.10391
-9.646000e-03,0.482813,19.9875,1.40109,4.11547
-9.644000e-03,0.479375,19.9875,1.40063,4.10391
-9.642000e-03,0.486094,19.9875,1.40516,4.11187
-9.640000e-03,0.482187,19.9875,1.40688,4.11531
-9.638000e-03,0.480469,19.9875,1.39656,4.11391
-9.636000e-03,0.476406,19.9875,1.40641,4.10969
-9.634000e-03,0.471719,19.9875,1.40094,4.11656
-9.632000e-03,0.476094,19.9875,1.40219,4.11141
-9.630000e-03,0.472031,19.9875,1.40172,4.09547
-9.628000e-03,0.473281,19.9875,1.40516,4.11266
-9.626000e-03,0.478594,19.9875,1.40344,4.11
-9.624000e-03,0.477031,19.9875,1.40797,4.10234
-9.622000e-03,0.473438,19.9875,1.40437,4.10375
-9.620000e-03,0.480156,19.9875,1.4025,4.11031
-9.618000e-03,0.475938,19.9875,1.39406,4.10031
-9.616000e-03,0.472344,19.9875,1.40219,4.11391
-9.614000e-03,0.469688,19.9875,1.40359,4.10187
-9.612000e-03,0.472031,19.9875,1.4025,4.10391
-9.610000e-03,0.475156,19.9875,1.40766,4.10484
-9.608000e-03,0.47125,19.9875,1.40312,4.10516
-9.606000e-03,0.481563,19.9875,1.40453,4.11281
-9.604000e-03,0.465,19.9875,1.40719,4.11266
-9.602000e-03,0.4725,19.9875,1.41109,4.11453
-9.600000e-03,0.480625,19.9875,1.40437,4.10828
-9.598000e-03,0.467969,19.9875,1.39563,4.11062
-9.596000e-03,0.466406,19.9875,1.39953,4.10703
-9.594000e-03,0.461875,19.9875,1.41,4.10984
-9.592000e-03,0.463281,19.9875,1.39688,4.11031
-9.590000e-03,0.466406,19.9875,1.40312,4.10797
-9.588000e-03,0.46625,19.9875,1.40047,4.11078
-9.586000e-03,0.466094,19.9875,1.40312,4.10438
-9.584000e-03,0.457969,19.9875,1.39469,4.10812
-9.582000e-03,0.464844,19.9875,1.41109,4.11109
-9.580000e-03,0.458437,19.9875,1.40875,4.10891
-9.578000e-03,0.463125,19.9875,1.39859,4.11047
-9.576000e-03,0.453594,19.9875,1.40172,4.11313
-9.574000e-03,0.462813,19.9875,1.40844,4.11391
-9.572000e-03,0.456094,19.9875,1.4175,4.10687
-9.570000e-03,0.465781,19.9875,1.4,4.11719
-9.568000e-03,0.462813,19.9875,1.40437,4.1075
-9.566000e-03,0.464688,19.9875,1.40297,4.11
-9.564000e-03,0.464219,19.9875,1.40344,4.11047
-9.562000e-03,0.454844,19.9875,1.40109,4.10781
-9.560000e-03,0.45375,19.9875,1.395,4.11625
-9.558000e-03,0.465625,19.9875,1.40266,4.10891
-9.556000e-03,0.463438,19.9875,1.4025,4.10219
-9.554000e-03,0.45375,19.9875,1.40312,4.10828
-9.552000e-03,0.458594,19.9875,1.40359,4.11453
-9.550000e-03,0.455469,19.9875,1.40187,4.10562
-9.548000e-03,0.453125,19.9875,1.40437,4.10359
-9.546000e-03,0.456406,19.9875,1.40016,4.1125
-9.544000e-03,0.457188,19.9875,1.39625,4.10312
-9.542000e-03,0.454844,19.9875,1.39813,4.10719
-9.540000e-03,0.451094,19.9875,1.40016,4.11578
-9.538000e-03,0.451406,19.9875,1.40562,4.11031
-9.536000e-03,0.445469,19.9875,1.40312,4.11328
-9.534000e-03,0.448437,19.9875,1.41016,4.11016
-9.532000e-03,0.450313,19.9875,1.39969,4.10516
-9.530000e-03,0.455625,19.9875,1.4075,4.10562
-9.528000e-03,0.444219,19.9875,1.40719,4.10672
-9.526000e-03,0.452813,19.9875,1.40328,4.12187
-9.524000e-03,0.438438,19.9875,1.405,4.10875
-9.522000e-03,0.446719,19.9875,1.39516,4.11641
-9.520000e-03,0.4475,19.9875,1.40016,4.10781
-9.518000e-03,0.439219,19.9875,1.40437,4.10141
-9.516000e-03,0.44125,19.9875,1.40219,4.09922
-9.514000e-03,0.440312,19.9875,1.40359,4.11484
-9.512000e-03,0.444063,19.9875,1.39938,4.10687
-9.510000e-03,0.440625,19.9875,1.40109,4.10625
-9.508000e-03,0.441094,19.9875,1.41125,4.11062
-9.506000e-03,0.440469,19.9875,1.40266,4.10891
-9.504000e-03,0.441094,19.9875,1.40297,4.11422
-9.502000e-03,0.441875,19.9875,1.39813,4.11891
-9.500000e-03,0.434219,19.9875,1.41109,4.10703
-9.498000e-03,0.442188,19.9875,1.40187,4.10625
-9.496000e-03,0.427031,19.9875,1.40969,4.1025
-9.494000e-03,0.43875,19.9875,1.4025,4.10516
-9.492000e-03,0.433125,19.9875,1.40203,4.10344
-9.490000e-03,0.443125,19.9875,1.40391,4.11797
-9.488000e-03,0.440937,19.9875,1.40391,4.10391
-9.486000e-03,0.424531,19.9875,1.41437,4.10641
-9.484000e-03,0.433438,19.9875,1.39594,4.11453
-9.482000e-03,0.436563,19.9875,1.41156,4.11187
-9.480000e-03,0.434063,19.9875,1.40437,4.10828
-9.478000e-03,0.433281,19.9875,1.39984,4.10109
-9.476000e-03,0.427344,19.9875,1.40922,4.10047
-9.474000e-03,0.4375,19.9875,1.40891,4.10719
-9.472000e-03,0.425,19.9875,1.40594,4.11672
-9.470000e-03,0.427187,19.9875,1.39859,4.10766
-9.468000e-03,0.437656,19.9875,1.39953,4.10531
-9.466000e-03,0.437031,19.9875,1.40734,4.1075
-9.464000e-03,0.423281,19.9875,1.4,4.11344
-9.462000e-03,0.417031,19.9875,1.40063,4.11562
-9.460000e-03,0.430312,19.9875,1.39984,4.10984
-9.458000e-03,0.434063,19.9875,1.40422,4.10891
-9.456000e-03,0.423438,19.9875,1.40688,4.10297
-9.454000e-03,0.422813,19.9875,1.40703,4.10359
-9.452000e-03,0.429063,19.9875,1.40312,4.11
-9.450000e-03,0.427656,19.9875,1.40609,4.1075
-9.448000e-03,0.421875,19.9875,1.4075,4.11172
-9.446000e-03,0.419844,19.9875,1.40844,4.11594
-9.444000e-03,0.417344,19.9875,1.39437,4.10656
-9.442000e-03,0.414219,19.9875,1.40063,4.11234
-9.440000e-03,0.415781,19.9875,1.39984,4.10906
-9.438000e-03,0.421719,19.9875,1.40641,4.10922
-9.436000e-03,0.412187,19.9875,1.40578,4.11422
-9.434000e-03,0.413594,19.9875,1.41109,4.10687
-9.432000e-03,0.414531,19.9875,1.39766,4.11344
-9.430000e-03,0.409844,19.9875,1.40469,4.10547
-9.428000e-03,0.41625,19.9875,1.41109,4.10438
-9.426000e-03,0.4125,19.9875,1.41125,4.10406
-9.424000e-03,0.414531,19.9875,1.40031,4.10594
-9.422000e-03,0.405781,19.9875,1.40078,4.11344
-9.420000e-03,0.415,19.9875,1.40844,4.10875
-9.418000e-03,0.415625,19.9875,1.40359,4.10938
-9.416000e-03,0.410469,19.9875,1.41125,4.11344
-9.414000e-03,0.405625,19.9875,1.41109,4.115
-9.412000e-03,0.414844,19.9875,1.41078,4.11078
-9.410000e-03,0.407969,19.9875,1.40328,4.10734
-9.408000e-03,0.400938,19.9875,1.41141,4.10781
-9.406000e-03,0.410625,19.9875,1.40391,4.09719
-9.404000e-03,0.410625,19.9875,1.40562,4.10984
-9.402000e-03,0.403906,19.9875,1.4,4.10609
-9.400000e-03,0.399688,19.9875,1.40703,4.10719
-9.398000e-03,0.405781,19.9875,1.41531,4.115
-9.396000e-03,0.413438,19.9875,1.40953,4.10984
-9.394000e-03,0.403438,19.9875,1.40844,4.11141
-9.392000e-03,0.402188,19.9875,1.40469,4.11328
-9.390000e-03,0.404844,19.9875,1.40422,4.10703
-9.388000e-03,0.403594,19.9875,1.40344,4.11109
-9.386000e-03,0.402813,19.9875,1.40656,4.11547
-9.384000e-03,0.407344,19.9875,1.40906,4.10281
-9.382000e-03,0.403594,19.9875,1.40391,4.10922
-9.380000e-03,0.398125,19.9875,1.39688,4.10781
-9.378000e-03,0.397188,19.9875,1.41016,4.11078
-9.376000e-03,0.405938,19.9875,1.40797,4.1075
-9.374000e-03,0.402031,19.9875,1.40141,4.11422
-9.372000e-03,0.400469,19.9875,1.39766,4.10641
-9.370000e-03,0.397813,19.9875,1.40422,4.11609
-9.368000e-03,0.39375,19.9875,1.40484,4.11516
-9.366000e-03,0.39125,19.9875,1.40656,4.10703
-9.364000e-03,0.392969,19.9875,1.40547,4.105
-9.362000e-03,0.392188,19.9875,1.40719,4.10531
-9.360000e-03,0.391875,19.9875,1.41125,4.11484
-9.358000e-03,0.396406,19.9875,1.40375,4.11047
-9.356000e-03,0.389688,19.9875,1.40094,4.10484
-9.354000e-03,0.387813,19.9875,1.40422,4.10703
-9.352000e-03,0.389375,19.9875,1.40312,4.10391
-9.350000e-03,0.389531,19.9875,1.40187,4.10625
-9.348000e-03,0.393437,19.9875,1.40844,4.10781
-9.346000e-03,0.387344,19.9875,1.39875,4.10703
-9.344000e-03,0.386094,19.9875,1.41063,4.10656
-9.342000e-03,0.384688,19.9875,1.40187,4.10438
-9.340000e-03,0.395156,19.9875,1.38781,4.11094
-9.338000e-03,0.394531,19.9875,1.39578,4.1025
-9.336000e-03,0.385156,19.9875,1.40312,4.10438
-9.334000e-03,0.384688,19.9875,1.39813,4.10828
-9.332000e-03,0.392969,19.9875,1.40875,4.11016
-9.330000e-03,0.393906,19.9875,1.3975,4.10641
-9.328000e-03,0.384063,19.9875,1.39969,4.09922
-9.326000e-03,0.379844,19.9875,1.40516,4.10594
-9.324000e-03,0.388437,19.9875,1.415,4.10781
-9.322000e-03,0.384219,19.9875,1.40656,4.11125
-9.320000e-03,0.38875,19.9875,1.41297,4.11219
-9.318000e-03,0.385156,19.9875,1.40516,4.11219
-9.316000e-03,0.383125,19.9875,1.40469,4.10922
-9.314000e-03,0.38625,19.9875,1.40312,4.11359
-9.312000e-03,0.380469,19.9875,1.40344,4.10531
-9.310000e-03,0.38125,19.9875,1.40344,4.10438
-9.308000e-03,0.376719,19.9875,1.40813,4.11406
-9.306000e-03,0.381563,19.9875,1.40063,4.10984
-9.304000e-03,0.376563,19.9875,1.40203,4.11203
-9.302000e-03,0.372188,19.9875,1.39766,4.11641
-9.300000e-03,0.379063,19.9875,1.40344,4.11062
-9.298000e-03,0.382031,19.9875,1.40641,4.11172
-9.296000e-03,0.374063,19.9875,1.40109,4.12062
-9.294000e-03,0.371563,19.9875,1.4,4.11016
-9.292000e-03,0.38,19.9875,1.40516,4.10328
-9.290000e-03,0.373438,19.9875,1.40922,4.10844
-9.288000e-03,0.37625,19.9875,1.4075,4.11047
-9.286000e-03,0.372812,19.9875,1.4,4.105
-9.284000e-03,0.367031,19.9875,1.41484,4.1175
-9.282000e-03,0.372812,19.9875,1.39641,4.10766
-9.280000e-03,0.375781,19.9875,1.40391,4.10719
-9.278000e-03,0.373438,19.9875,1.40578,4.11594
-9.276000e-03,0.359375,19.9875,1.40875,4.11391
-9.274000e-03,0.369375,19.9875,1.40391,4.11125
-9.272000e-03,0.365,19.9875,1.40312,4.12
-9.270000e-03,0.37125,19.9875,1.40187,4.10906
-9.268000e-03,0.362656,19.9875,1.40219,4.10953
-9.266000e-03,0.369063,19.9875,1.40281,4.10438
-9.264000e-03,0.362969,19.9875,1.40453,4.11094
-9.262000e-03,0.360469,19.9875,1.40547,4.10266
-9.260000e-03,0.372031,19.9875,1.40938,4.10984
-9.258000e-03,0.36,19.9875,1.39781,4.1125
-9.256000e-03,0.3675,19.9875,1.40234,4.11266
-9.254000e-03,0.366563,19.9875,1.40656,4.10766
-9.252000e-03,0.361563,19.9875,1.40766,4.10984
-9.250000e-03,0.36375,19.9875,1.40344,4.11047
-9.248000e-03,0.361875,19.9875,1.41063,4.10734
-9.246000e-03,0.352656,19.9875,1.40859,4.10656
-9.244000e-03,0.361719,19.9875,1.40813,4.11156
-9.242000e-03,0.371719,19.9875,1.41141,4.10516
-9.240000e-03,0.360469,19.9875,1.40875,4.11187
-9.238000e-03,0.350625,19.9875,1.40594,4.10641
-9.236000e-03,0.363281,19.9875,1.40375,4.10234
-9.234000e-03,0.35375,19.9875,1.40328,4.11
-9.232000e-03,0.356563,19.9875,1.40234,4.10828
-9.230000e-03,0.353125,19.9875,1.40359,4.11813
-9.228000e-03,0.352187,19.9875,1.4125,4.1025
-9.226000e-03,0.347187,19.9875,1.40219,4.10109
-9.224000e-03,0.352656,19.9875,1.38781,4.10187
-9.222000e-03,0.345156,19.9875,1.39766,4.11391
-9.220000e-03,0.349687,19.9875,1.40094,4.10625
-9.218000e-03,0.354375,19.9875,1.40828,4.10766
-9.216000e-03,0.342344,19.9875,1.40578,4.10891
-9.214000e-03,0.3375,19.9875,1.40422,4.10547
-9.212000e-03,0.348125,19.9875,1.39578,4.10891
-9.210000e-03,0.347656,19.9875,1.40766,4.11562
-9.208000e-03,0.354063,19.9875,1.41078,4.10594
-9.206000e-03,0.34375,19.9875,1.40734,4.11203
-9.204000e-03,0.33875,19.9875,1.40187,4.09578
-9.202000e-03,0.347031,19.9875,1.40828,4.11672
-9.200000e-03,0.350313,19.9875,1.40766,4.10359
-9.198000e-03,0.342656,19.9875,1.39875,4.11125
-9.196000e-03,0.345469,19.9875,1.40547,4.11531
-9.194000e-03,0.335469,19.9875,1.40734,4.10906
-9.192000e-03,0.337969,19.9875,1.41297,4.11562
-9.190000e-03,0.343438,19.9875,1.40719,4.10797
-9.188000e-03,0.340156,19.9875,1.40641,4.10531
-9.186000e-03,0.342344,19.9875,1.40781,4.105
-9.184000e-03,0.337344,19.9875,1.40656,4.10938
-9.182000e-03,0.326406,19.9875,1.40375,4.11594
-9.180000e-03,0.333281,19.9875,1.40516,4.11156
-9.178000e-03,0.335781,19.9875,1.40594,4.10859
-9.176000e-03,0.334219,19.9875,1.39641,4.10594
-9.174000e-03,0.343594,19.9875,1.41359,4.10453
-9.172000e-03,0.338125,19.9875,1.41484,4.11047
-9.170000e-03,0.338438,19.9875,1.40297,4.10828
-9.168000e-03,0.341719,19.9875,1.40844,4.11031
-9.166000e-03,0.328125,19.9875,1.40453,4.10953
-9.164000e-03,0.327656,19.9875,1.40547,4.10766
-9.162000e-03,0.336094,19.9875,1.40875,4.11172
-9.160000e-03,0.332031,19.9875,1.39688,4.11266
-9.158000e-03,0.345313,19.9875,1.415,4.11094
-9.156000e-03,0.332969,19.9875,1.40813,4.11375
-9.154000e-03,0.33375,19.9875,1.40359,4.10812
-9.152000e-03,0.321563,19.9875,1.39922,4.11172
-9.150000e-03,0.326875,19.9875,1.41484,4.10359
-9.148000e-03,0.329062,19.9875,1.40047,4.11469
-9.146000e-03,0.335469,19.9875,1.41344,4.10891
-9.144000e-03,0.324219,19.9875,1.41437,4.11937
-9.142000e-03,0.325469,19.9875,1.41078,4.10875
-9.140000e-03,0.33,19.9875,1.40375,4.10812
-9.138000e-03,0.32,19.9875,1.40625,4.12094
-9.136000e-03,0.318437,19.9875,1.41344,4.10391
-9.134000e-03,0.320781,19.9875,1.4,4.1175
-9.132000e-03,0.3275,19.9875,1.40578,4.11625
-9.130000e-03,0.324375,19.9875,1.40938,4.10516
-9.128000e-03,0.321094,19.9875,1.4025,4.10453
-9.126000e-03,0.324688,19.9875,1.40203,4.11656
-9.124000e-03,0.325156,19.9875,1.40266,4.11328
-9.122000e-03,0.316719,19.9875,1.40688,4.10953
-9.120000e-03,0.316719,19.9875,1.40172,4.11891
-9.118000e-03,0.313437,19.9875,1.405,4.10734
-9.116000e-03,0.31125,19.9875,1.41078,4.10312
-9.114000e-03,0.320312,19.9875,1.40797,4.10297
-9.112000e-03,0.3225,19.9875,1.40063,4.1125
-9.110000e-03,0.314688,19.9875,1.405,4.11297
-9.108000e-03,0.318437,19.9875,1.4,4.1
-9.106000e-03,0.314063,19.9875,1.41219,4.10844
-9.104000e-03,0.313125,19.9875,1.40203,4.11125
-9.102000e-03,0.309219,19.9875,1.39578,4.09938
-9.100000e-03,0.311406,19.9875,1.39953,4.10812
-9.098000e-03,0.31,19.9875,1.40609,4.11297
-9.096000e-03,0.307969,19.9875,1.40234,4.10781
-9.094000e-03,0.312969,19.9875,1.40453,4.10484
-9.092000e-03,0.30625,19.9875,1.39828,4.11797
-9.090000e-03,0.317969,19.9875,1.40469,4.11766
-9.088000e-03,0.308594,19.9875,1.40828,4.10641
-9.086000e-03,0.310469,19.9875,1.41172,4.11953
-9.084000e-03,0.310625,19.9875,1.40484,4.11172
-9.082000e-03,0.30375,19.9875,1.405,4.11016
-9.080000e-03,0.307812,19.9875,1.40312,4.11016
-9.078000e-03,0.311094,19.9875,1.41125,4.10547
-9.076000e-03,0.299219,19.9875,1.40312,4.10672
-9.074000e-03,0.303281,19.9875,1.40156,4.11562
-9.072000e-03,0.304531,19.9875,1.39547,4.09922
-9.070000e-03,0.301563,19.9875,1.41203,4.10984
-9.068000e-03,0.300469,19.9875,1.40984,4.12062
-9.066000e-03,0.300938,19.9875,1.40172,4.10922
-9.064000e-03,0.298125,19.9875,1.40187,4.11281
-9.062000e-03,0.301094,19.9875,1.40594,4.11328
-9.060000e-03,0.300469,19.9875,1.40031,4.10344
-9.058000e-03,0.291406,19.9875,1.39563,4.10969
-9.056000e-03,0.298125,19.9875,1.39547,4.10453
-9.054000e-03,0.303906,19.9875,1.40891,4.10906
