Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
-9.908000e-03,1.05766,17.7828,1.39047,4.11141
-9.906000e-03,1.05578,17.8047,1.39906,4.09703
-9.904000e-03,1.05094,17.6891,1.39094,4.10359
-9.902000e-03,1.06016,17.7859,1.38297,4.10031
-9.900000e-03,1.05469,17.7578,1.39969,4.09734
-9.898000e-03,1.05125,17.6984,1.40234,4.10656
-9.896000e-03,1.05625,17.7047,1.38719,4.10078
-9.894000e-03,1.06281,17.7438,1.39094,4.1075
-9.892000e-03,1.05703,17.7859,1.39391,4.10078
-9.890000e-03,1.05937,17.7156,1.4,4.11547
-9.888000e-03,1.05578,17.7672,1.39922,4.10984
-9.886000e-03,1.06406,17.7516,1.39344,4.09344
-9.884000e-03,1.05688,17.7328,1.39391,4.11047
-9.882000e-03,1.05,17.8031,1.3975,4.09656
-9.880000e-03,1.05016,17.7203,1.39922,4.10547
-9.878000e-03,1.04953,17.7766,1.39531,4.10828
-9.876000e-03,1.05797,17.7266,1.38984,4.10953
-9.874000e-03,1.0575,17.7328,1.38656,4.105
-9.872000e-03,1.04906,17.7406,1.39437,4.10141
-9.870000e-03,1.05609,17.7016,1.39422,4.09375
-9.868000e-03,1.05078,17.7406,1.39297,4.11
-9.866000e-03,1.05016,17.7469,1.38766,4.10297
-9.864000e-03,1.05125,17.8016,1.39547,4.10703
-9.862000e-03,1.05391,17.7922,1.39234,4.10297
-9.860000e-03,1.05188,17.6703,1.39797,4.10172
-9.858000e-03,1.04969,17.8031,1.39828,4.09672
-9.856000e-03,1.05484,17.7156,1.39156,4.09563
-9.854000e-03,1.04484,17.7453,1.40016,4.11297
-9.852000e-03,1.06359,17.7922,1.39016,4.10344
-9.850000e-03,1.06062,17.7344,1.40219,4.09563
-9.848000e-03,1.05062,17.8516,1.39547,4.10562
-9.846000e-03,1.05234,17.7656,1.38047,4.10297
-9.844000e-03,1.05797,17.7688,1.38797,4.10469
-9.842000e-03,1.05531,17.7203,1.39719,4.10641
-9.840000e-03,1.0575,17.7,1.39047,4.10547
-9.838000e-03,1.05297,17.7516,1.39672,4.10953
-9.836000e-03,1.05203,17.775,1.395,4.09438
-9.834000e-03,1.05297,17.8188,1.40562,4.10953
-9.832000e-03,1.05656,17.7656,1.39297,4.10047
-9.830000e-03,1.05219,17.7406,1.38938,4.11437
-9.828000e-03,1.05719,17.7969,1.38797,4.11578
-9.826000e-03,1.04781,17.7484,1.39094,4.09594
-9.824000e-03,1.04578,17.7047,1.39219,4.09875
-9.822000e-03,1.04984,17.7625,1.38938,4.10156
-9.820000e-03,1.05344,17.7266,1.39875,4.10094
-9.818000e-03,1.05594,17.7719,1.38844,4.11031
-9.816000e-03,1.05906,17.6891,1.39953,4.10969
-9.814000e-03,1.05906,17.8078,1.39375,4.09891
-9.812000e-03,1.0425,17.7641,1.39203,4.10219
-9.810000e-03,1.05125,17.8047,1.38766,4.11
-9.808000e-03,1.04875,17.7719,1.39125,4.10687
-9.806000e-03,1.04,17.6813,1.39672,4.09719
-9.804000e-03,1.04812,17.7172,1.395,4.11016
-9.802000e-03,1.04453,17.7672,1.38906,4.10891
-9.800000e-03,1.05875,17.7453,1.39328,4.1075
-9.798000e-03,1.05281,17.7688,1.39406,4.10734
-9.796000e-03,1.04156,17.6875,1.38828,4.09938
-9.794000e-03,1.04875,17.675,1.39797,4.09391
-9.792000e-03,1.03812,17.7109,1.39094,4.10953
-9.790000e-03,1.04109,17.725,1.39437,4.11078
-9.788000e-03,1.05313,17.6344,1.39359,4.10969
-9.786000e-03,1.04937,17.7828,1.39797,4.10469
-9.784000e-03,1.04672,17.7891,1.39234,4.10234
-9.782000e-03,1.04828,17.7688,1.38672,4.10203
-9.780000e-03,1.05062,17.8141,1.39453,4.09969
-9.778000e-03,1.04594,17.7219,1.39453,4.10094
-9.776000e-03,1.04031,17.7141,1.40031,4.10594
-9.774000e-03,1.04484,17.725,1.39516,4.10797
-9.772000e-03,1.04281,17.7641,1.39172,4.10516
-9.770000e-03,1.05031,17.6938,1.39688,4.10594
-9.768000e-03,1.045,17.7578,1.38641,4.10016
-9.766000e-03,1.04594,17.7312,1.38844,4.11109
-9.764000e-03,1.04203,17.7203,1.39484,4.10922
-9.762000e-03,1.04516,17.8078,1.39391,4.09828
-9.760000e-03,1.04359,17.7453,1.39406,4.10984
-9.758000e-03,1.04984,17.7406,1.39062,4.10969
-9.756000e-03,1.04422,17.8016,1.39047,4.09906
-9.754000e-03,1.04656,17.7281,1.39344,4.10125
-9.752000e-03,1.04266,17.8531,1.39563,4.10062
-9.750000e-03,1.03906,17.7312,1.39922,4.10297
-9.748000e-03,1.04266,17.7094,1.39359,4.10406
-9.746000e-03,1.05391,17.7375,1.39172,4.11141
-9.744000e-03,1.04516,17.7266,1.39297,4.10406
-9.742000e-03,1.05641,17.8281,1.3925,4.11203
-9.740000e-03,1.04062,17.8656,1.38734,4.09734
-9.738000e-03,1.04266,17.7031,1.39234,4.11125
-9.736000e-03,1.04391,17.7406,1.39953,4.09672
-9.734000e-03,1.04313,17.7484,1.39328,4.10062
-9.732000e-03,1.04313,17.7859,1.39484,4.09797
-9.730000e-03,1.04328,17.7516,1.39469,4.09953
-9.728000e-03,1.04891,17.7125,1.39297,4.10609
-9.726000e-03,1.03906,17.7969,1.39656,4.11016
-9.724000e-03,1.04719,17.7578,1.39766,4.10656
-9.722000e-03,1.04156,17.7875,1.38906,4.11359
-9.720000e-03,1.04672,17.7016,1.39078,4.10344
-9.718000e-03,1.04359,17.7422,1.39016,4.09516
-9.716000e-03,1.04047,17.7156,1.40156,4.10359
-9.714000e-03,1.04984,17.7172,1.38719,4.10562
-9.712000e-03,1.04453,17.8109,1.39922,4.10953
-9.710000e-03,1.04359,17.8156,1.39219,4.11203
-9.708000e-03,1.04906,17.75,1.39594,4.10125
-9.706000e-03,1.04641,17.7563,1.39688,4.10016
-9.704000e-03,1.04094,17.7813,1.39734,4.10859
-9.702000e-03,1.04547,17.7063,1.39062,4.10469
-9.700000e-03,1.04531,17.6844,1.38984,4.10578
-9.698000e-03,1.04516,17.7047,1.39297,4.10687
-9.696000e-03,1.04188,17.75,1.38906,4.10687
-9.694000e-03,1.04078,17.7344,1.39844,4.10984
-9.692000e-03,1.04188,17.7172,1.39609,4.09781
-9.690000e-03,1.04141,17.7563,1.39234,4.09469
-9.688000e-03,1.045,17.7156,1.39094,4.09547
-9.686000e-03,1.04438,17.7297,1.39062,4.10047
-9.684000e-03,1.03516,17.7281,1.39453,4.1
-9.682000e-03,1.04297,17.7391,1.39719,4.10375
-9.680000e-03,1.04219,17.7641,1.39641,4.09625
-9.678000e-03,1.04219,17.7688,1.39875,4.11375
-9.676000e-03,1.04734,17.7344,1.40172,4.10797
-9.674000e-03,1.0425,17.7266,1.38906,4.10859
-9.672000e-03,1.04,17.7547,1.39156,4.10438
-9.670000e-03,1.03984,17.7672,1.39375,4.105
-9.668000e-03,1.04563,17.8672,1.39406,4.10391
-9.666000e-03,1.03156,17.6953,1.3975,4.10234
-9.664000e-03,1.04375,17.7703,1.39672,4.10484
-9.662000e-03,1.04656,17.7375,1.39594,4.10312
-9.660000e-03,1.04062,17.7016,1.40141,4.10687
-9.658000e-03,1.0375,17.7672,1.40219,4.10297
-9.656000e-03,1.03172,17.7438,1.39359,4.10687
-9.654000e-03,1.04156,17.7203,1.40141,4.09891
-9.652000e-03,1.0325,17.7297,1.40016,4.10547
-9.650000e-03,1.04047,17.7188,1.40359,4.11297
-9.648000e-03,1.03625,17.8188,1.38906,4.09672
-9.646000e-03,1.04469,17.7625,1.39453,4.10969
-9.644000e-03,1.03828,17.7344,1.39734,4.10531
-9.642000e-03,1.03781,17.6969,1.39062,4.10484
-9.640000e-03,1.04125,17.7328,1.38813,4.10297
-9.638000e-03,1.03859,17.7641,1.39062,4.10734
-9.636000e-03,1.03687,17.7625,1.3925,4.11047
-9.634000e-03,1.03953,17.7734,1.39875,4.09969
-9.632000e-03,1.03641,17.7484,1.40141,4.10594
-9.630000e-03,1.03781,17.6641,1.39797,4.09828
-9.628000e-03,1.04062,17.6609,1.39437,4.10812
-9.626000e-03,1.03234,17.7125,1.39391,4.10656
-9.624000e-03,1.04313,17.7797,1.39094,4.10797
-9.622000e-03,1.04125,17.7438,1.39516,4.09812
-9.620000e-03,1.03063,17.6984,1.40391,4.10531
-9.618000e-03,1.03313,17.7891,1.39047,4.10609
-9.616000e-03,1.03391,17.6984,1.39578,4.09281
-9.614000e-03,1.04438,17.7531,1.40141,4.10719
-9.612000e-03,1.02625,17.7859,1.39766,4.09781
-9.610000e-03,1.03984,17.7984,1.39594,4.10984
-9.608000e-03,1.03922,17.7047,1.405,4.10031
-9.606000e-03,1.04297,17.8234,1.39969,4.10312
-9.604000e-03,1.04219,17.6828,1.39781,4.10484
-9.602000e-03,1.03906,17.7703,1.39312,4.11297
-9.600000e-03,1.0475,17.7531,1.39156,4.10531
-9.598000e-03,1.04031,17.7969,1.38984,4.10375
-9.596000e-03,1.03703,17.7047,1.40016,4.10594
-9.594000e-03,1.03391,17.7703,1.39344,4.11031
-9.592000e-03,1.03609,17.8547,1.39203,4.10766
-9.590000e-03,1.03922,17.7578,1.38781,4.10469
-9.588000e-03,1.03375,17.7016,1.39453,4.10156
-9.586000e-03,1.04359,17.7547,1.39453,4.10844
-9.584000e-03,1.03078,17.7609,1.39203,4.11109
-9.582000e-03,1.02656,17.7953,1.40328,4.10266
-9.580000e-03,1.03734,17.7016,1.39969,4.10281
-9.578000e-03,1.04234,17.7453,1.39906,4.10687
-9.576000e-03,1.03531,17.7609,1.39406,4.10328
-9.574000e-03,1.03234,17.7937,1.38891,4.11469
-9.572000e-03,1.03469,17.7813,1.40219,4.09594
-9.570000e-03,1.04359,17.6687,1.39609,4.10734
-9.568000e-03,1.03891,17.6984,1.40391,4.10109
-9.566000e-03,1.04062,17.8719,1.39609,4.10969
-9.564000e-03,1.03531,17.7578,1.39797,4.09875
-9.562000e-03,1.03016,17.7703,1.39703,4.1
-9.560000e-03,1.04188,17.7531,1.39969,4.10453
-9.558000e-03,1.03172,17.75,1.39437,4.09672
-9.556000e-03,1.02438,17.7641,1.39437,4.11156
-9.554000e-03,1.03625,17.7156,1.38484,4.10328
-9.552000e-03,1.02859,17.7453,1.39391,4.11328
-9.550000e-03,1.03,17.7453,1.40109,4.09781
-9.548000e-03,1.03234,17.7359,1.39328,4.10031
-9.546000e-03,1.03422,17.7375,1.39125,4.10172
-9.544000e-03,1.03156,17.6609,1.38828,4.1125
-9.542000e-03,1.03656,17.8,1.39609,4.10078
-9.540000e-03,1.02922,17.7422,1.39406,4.10109
-9.538000e-03,1.0375,17.7016,1.39484,4.11484
-9.536000e-03,1.03453,17.8047,1.39016,4.10203
-9.534000e-03,1.03453,17.7891,1.38813,4.1025
-9.532000e-03,1.03156,17.625,1.39719,4.10406
-9.530000e-03,1.03344,17.8172,1.39312,4.10828
-9.528000e-03,1.03328,17.7109,1.39312,4.09516
-9.526000e-03,1.04219,17.7453,1.39297,4.09266
-9.524000e-03,1.03766,17.6656,1.39344,4.11359
-9.522000e-03,1.03969,17.7281,1.39266,4.09797
-9.520000e-03,1.02969,17.8047,1.38484,4.105
-9.518000e-03,1.03547,17.7844,1.39797,4.10219
-9.516000e-03,1.02203,17.7531,1.39078,4.09563
-9.514000e-03,1.03266,17.7875,1.38594,4.10859
-9.512000e-03,1.02906,17.7422,1.39656,4.105
-9.510000e-03,1.03109,17.8453,1.39984,4.10531
-9.508000e-03,1.03672,17.7422,1.39078,4.10125
-9.506000e-03,1.03844,17.7094,1.38719,4.09563
-9.504000e-03,1.03453,17.8063,1.39359,4.09953
-9.502000e-03,1.03063,17.8281,1.39594,4.09797
-9.500000e-03,1.03016,17.8609,1.39125,4.10578
-9.498000e-03,1.02797,17.775,1.39344,4.11281
-9.496000e-03,1.03703,17.7156,1.40047,4.10078
-9.494000e-03,1.03609,17.8,1.39844,4.09641
-9.492000e-03,1.02609,17.7281,1.39906,4.10031
-9.490000e-03,1.03266,17.7469,1.3925,4.10219
-9.488000e-03,1.03,17.7469,1.39359,4.10938
-9.486000e-03,1.02219,17.825,1.39891,4.1
-9.484000e-03,1.03125,17.7125,1.39281,4.10219
-9.482000e-03,1.03281,17.8078,1.39781,4.10125
-9.480000e-03,1.03703,17.7641,1.40172,4.10516
-9.478000e-03,1.03141,17.7328,1.39672,4.1
-9.476000e-03,1.01781,17.7328,1.38766,4.10031
-9.474000e-03,1.0375,17.7203,1.40953,4.10656
-9.472000e-03,1.03141,17.7469,1.39594,4.10516
-9.470000e-03,1.02812,17.7484,1.395,4.09953
-9.468000e-03,1.02844,17.7297,1.38766,4.09969
-9.466000e-03,1.02859,17.7734,1.39531,4.10641
-9.464000e-03,1.03203,17.7703,1.39609,4.11469
-9.462000e-03,1.02672,17.7703,1.39234,4.09781
-9.460000e-03,1.03297,17.7875,1.39484,4.10141
-9.458000e-03,1.02812,17.6875,1.39547,4.10641
-9.456000e-03,1.01969,17.7781,1.39703,4.1025
-9.454000e-03,1.02391,17.7203,1.39422,4.09812
-9.452000e-03,1.02766,17.7453,1.39594,4.09875
-9.450000e-03,1.03516,17.7766,1.39328,4.09797
-9.448000e-03,1.03016,17.7875,1.39609,4.10531
-9.446000e-03,1.03359,17.7813,1.39781,4.11047
-9.444000e-03,1.03047,17.7609,1.38906,4.10297
-9.442000e-03,1.03156,17.7672,1.39516,4.10125
-9.440000e-03,1.03203,17.7438,1.39813,4.10562
-9.438000e-03,1.03812,17.7406,1.39031,4.10469
-9.436000e-03,1.02875,17.7531,1.39234,4.10734
-9.434000e-03,1.02703,17.7734,1.39312,4.10297
-9.432000e-03,1.02609,17.7516,1.39078,4.09969
-9.430000e-03,1.03672,17.7813,1.39656,4.10109
-9.428000e-03,1.02766,17.7172,1.38828,4.10797
-9.426000e-03,1.01766,17.7703,1.39625,4.09984
-9.424000e-03,1.02641,17.7906,1.39281,4.10562
-9.422000e-03,1.02766,17.7375,1.39266,4.10203
-9.420000e-03,1.02625,17.7,1.39813,4.09438
-9.418000e-03,1.02547,17.775,1.39219,4.08937
-9.416000e-03,1.03188,17.7531,1.39109,4.10844
-9.414000e-03,1.02984,17.7172,1.40109,4.09406
-9.412000e-03,1.02438,17.7797,1.39672,4.10766
-9.410000e-03,1.02969,17.7688,1.39219,4.10828
-9.408000e-03,1.0325,17.7375,1.39594,4.10203
-9.406000e-03,1.0275,17.7719,1.38688,4.1075
-9.404000e-03,1.02641,17.7203,1.39422,4.10687
-9.402000e-03,1.02469,17.6891,1.39,4.10687
-9.400000e-03,1.03578,17.675,1.39359,4.10531
-9.398000e-03,1.02516,17.7156,1.39312,4.09844
-9.396000e-03,1.01922,17.7078,1.3925,4.09406
-9.394000e-03,1.03047,17.6859,1.39844,4.10172
-9.392000e-03,1.02922,17.6813,1.40922,4.10656
-9.390000e-03,1.00797,17.7516,1.38594,4.10672
-9.388000e-03,1.02594,17.7859,1.39453,4.10922
-9.386000e-03,1.02109,17.8031,1.39641,4.09922
-9.384000e-03,1.01656,17.6594,1.39016,4.09719
-9.382000e-03,1.02563,17.7344,1.39062,4.11
-9.380000e-03,1.02016,17.7344,1.39797,4.09969
-9.378000e-03,1.01844,17.7688,1.39484,4.09906
-9.376000e-03,1.02266,17.7031,1.39359,4.10609
-9.374000e-03,1.02641,17.8078,1.39813,4.10719
-9.372000e-03,1.02219,17.7734,1.39594,4.10609
-9.370000e-03,1.02328,17.7969,1.38906,4.09734
-9.368000e-03,1.02047,17.675,1.39359,4.09734
-9.366000e-03,1.03469,17.7922,1.39859,4.10891
-9.364000e-03,1.02469,17.6906,1.40312,4.10781
-9.362000e-03,1.02313,17.7063,1.39109,4.10656
-9.360000e-03,1.02109,17.7859,1.39766,4.09859
-9.358000e-03,1.02484,17.7203,1.4,4.10984
-9.356000e-03,1.02484,17.7547,1.39969,4.10469
-9.354000e-03,1.02812,17.7766,1.39516,4.10672
-9.352000e-03,1.02609,17.7297,1.39391,4.10047
-9.350000e-03,1.03172,17.7391,1.39328,4.11328
-9.348000e-03,1.02109,17.7594,1.385,4.11313
-9.346000e-03,1.01906,17.6734,1.395,4.09563
-9.344000e-03,1.02156,17.7438,1.39906,4.10344
-9.342000e-03,1.03234,17.8313,1.40172,4.10187
-9.340000e-03,1.02219,17.6828,1.39375,4.10703
-9.338000e-03,1.02781,17.8031,1.39359,4.095
-9.336000e-03,1.01594,17.8188,1.39391,4.10031
-9.334000e-03,1.02703,17.7234,1.39453,4.1
-9.332000e-03,1.03141,17.7563,1.39312,4.10484
-9.330000e-03,1.01969,17.7031,1.39156,4.10547
-9.328000e-03,1.02641,17.8219,1.39312,4.10328
-9.326000e-03,1.02687,17.6781,1.39625,4.10422
-9.324000e-03,1.02672,17.7297,1.39938,4.10375
-9.322000e-03,1.03234,17.7969,1.39484,4.11047
-9.320000e-03,1.03016,17.7594,1.39141,4.11
-9.318000e-03,1.02797,17.7484,1.39344,4.09844
-9.316000e-03,1.02359,17.7188,1.39422,4.10734
-9.314000e-03,1.03047,17.8094,1.40031,4.10625
-9.312000e-03,1.02687,17.7,1.39734,4.10156
-9.310000e-03,1.0275,17.6922,1.39656,4.10672
-9.308000e-03,1.02313,17.7312,1.39344,4.11109
-9.306000e-03,1.02266,17.7609,1.40094,4.10344
-9.304000e-03,1.02078,17.7641,1.3925,4.10359
-9.302000e-03,1.02906,17.7188,1.39547,4.105
-9.300000e-03,1.02422,17.7438,1.39031,4.10641
-9.298000e-03,1.01875,17.7672,1.39797,4.10672
-9.296000e-03,1.02266,17.7563,1.39578,4.11141
-9.294000e-03,1.01937,17.6953,1.39609,4.09828
-9.292000e-03,1.02734,17.7219,1.39688,4.10547
-9.290000e-03,1.01859,17.7438,1.39453,4.10547
-9.288000e-03,1.02375,17.8375,1.39187,4.10547
-9.286000e-03,1.02578,17.7031,1.39078,4.10109
-9.284000e-03,1.02109,17.6875,1.39437,4.10281
-9.282000e-03,1.02,17.7672,1.40141,4.10953
-9.280000e-03,1.0225,17.7453,1.39547,4.10781
-9.278000e-03,1.02219,17.7922,1.40125,4.09859
-9.276000e-03,1.02188,17.6859,1.39328,4.11
-9.274000e-03,1.02578,17.7188,1.39094,4.09828
-9.272000e-03,1.01734,17.7937,1.40234,4.10547
-9.270000e-03,1.01891,17.7594,1.39453,4.1025
-9.268000e-03,1.01953,17.6781,1.40281,4.10172
-9.266000e-03,1.01891,17.7078,1.38906,4.10391
-9.264000e-03,1.01031,17.6859,1.39266,4.10797
-9.262000e-03,1.01484,17.7266,1.38141,4.115
-9.260000e-03,1.01859,17.7438,1.39828,4.10969
-9.258000e-03,1.015,17.7141,1.39688,4.0975
-9.256000e-03,1.01422,17.7031,1.38703,4.10219
-9.254000e-03,1.01719,17.7906,1.395,4.10359
-9.252000e-03,1.02203,17.7469,1.39203,4.11297
-9.250000e-03,1.0175,17.7672,1.38969,4.11094
-9.248000e-03,1.01594,17.7641,1.39703,4.10375
-9.246000e-03,1.01438,17.7203,1.39187,4.10344
-9.244000e-03,1.01109,17.6797,1.39219,4.09891
-9.242000e-03,1.01453,17.7359,1.39266,4.10109
-9.240000e-03,1.01484,17.7797,1.39563,4.10312
-9.238000e-03,1.01047,17.7328,1.39656,4.10438
-9.236000e-03,1.01797,17.7672,1.38688,4.10922
-9.234000e-03,1.0125,17.7625,1.39047,4.10391
-9.232000e-03,1.01953,17.7813,1.39688,4.10187
-9.230000e-03,1.01234,17.6984,1.39437,4.1025
-9.228000e-03,1.01594,17.7438,1.40625,4.10641
-9.226000e-03,1.01562,17.6703,1.39266,4.10547
-9.224000e-03,1.01438,17.7766,1.39328,4.11156
-9.222000e-03,1.02063,17.7922,1.39016,4.10781
-9.220000e-03,1.02109,17.725,1.38828,4.10672
-9.218000e-03,1.01484,17.7422,1.39219,4.10406
-9.216000e-03,1.01703,17.7438,1.3975,4.09828
-9.214000e-03,1.01203,17.6984,1.39234,4.10078
-9.212000e-03,1.01359,17.7688,1.39328,4.10375
-9.210000e-03,1.01063,17.7312,1.39406,4.10469
-9.208000e-03,1.01484,17.6656,1.40141,4.10312
-9.206000e-03,1.015,17.7719,1.40547,4.10625
-9.204000e-03,1.02172,17.7234,1.39234,4.10094
-9.202000e-03,1.02266,17.6672,1.39875,4.11984
-9.200000e-03,1.01266,17.6938,1.39281,4.10781
-9.198000e-03,1.01281,17.7531,1.39703,4.10547
-9.196000e-03,1.01703,17.7781,1.39453,4.11031
-9.194000e-03,1.01438,17.8016,1.39625,4.10406
-9.192000e-03,1.01719,17.7156,1.4,4.09375
-9.190000e-03,1.01781,17.7422,1.39203,4.10469
-9.188000e-03,1.01547,17.7234,1.39437,4.10031
-9.186000e-03,1.00359,17.7672,1.3975,4.10625
-9.184000e-03,1.00812,17.6687,1.38594,4.10875
-9.182000e-03,1.01812,17.7547,1.39406,4.10859
-9.180000e-03,1.02391,17.7688,1.39109,4.09344
-9.178000e-03,1.02656,17.7047,1.39078,4.09531
-9.176000e-03,1.00953,17.7859,1.39688,4.10656
-9.174000e-03,1.01906,17.6953,1.3975,4.09969
-9.172000e-03,1.01984,17.7703,1.39734,4.10406
-9.170000e-03,1.02281,17.7906,1.39453,4.09969
-9.168000e-03,1.00391,17.725,1.39312,4.10438
-9.166000e-03,1.01141,17.7078,1.39437,4.10844
-9.164000e-03,1.01922,17.7484,1.39,4.11078
-9.162000e-03,1.01328,17.7078,1.39625,4.10516
-9.160000e-03,1.02453,17.7266,1.39469,4.10797
-9.158000e-03,1.01063,17.7219,1.3875,4.10859
-9.156000e-03,1.00766,17.8047,1.38437,4.1025
-9.154000e-03,1.01734,17.7281,1.40422,4.10094
-9.152000e-03,1.02734,17.7797,1.39813,4.11078
-9.150000e-03,1.01594,17.7844,1.39344,4.10094
-9.148000e-03,1.01328,17.7078,1.39203,4.09781
-9.146000e-03,1.00641,17.7063,1.39344,4.10812
-9.144000e-03,1.01703,17.7094,1.38938,4.1
-9.142000e-03,1.01734,17.7531,1.39219,4.10938
-9.140000e-03,1.01281,17.6984,1.39563,4.11297
-9.138000e-03,1.00328,17.7813,1.39344,4.10469
-9.136000e-03,1.00719,17.7328,1.39156,4.09953
-9.134000e-03,1.0175,17.7141,1.39297,4.10625
-9.132000e-03,1.01547,17.6844,1.39359,4.10031
-9.130000e-03,1.01516,17.7844,1.39703,4.10578
-9.128000e-03,1.0125,17.7984,1.39281,4.11078
-9.126000e-03,1.015,17.6891,1.39828,4.09875
-9.124000e-03,1.01562,17.7609,1.39359,4.1075
-9.122000e-03,1.01672,17.8203,1.3975,4.09687
-9.120000e-03,1.01203,17.7891,1.38516,4.09687
-9.118000e-03,1.01766,17.6719,1.39172,4.10703
-9.116000e-03,1.01203,17.7375,1.39312,4.1
-9.114000e-03,1.01594,17.725,1.38703,4.11141
-9.112000e-03,1.01734,17.6766,1.40641,4.09859
-9.110000e-03,1.01375,17.7438,1.39531,4.10156
-9.108000e-03,1.00719,17.7578,1.39359,4.10734
-9.106000e-03,1.00766,17.7125,1.40312,4.09984
-9.104000e-03,1.01469,17.6813,1.3975,4.10047
-9.102000e-03,1.01063,17.6922,1.39641,4.10234
-9.100000e-03,1.0125,17.7547,1.40172,4.10047
-9.098000e-03,1.01016,17.7797,1.395,4.10938
-9.096000e-03,1.02,17.8203,1.39469,4.10359
-9.094000e-03,1.01531,17.7312,1.39312,4.10281
-9.092000e-03,1.00766,17.8109,1.39734,4.09359
-9.090000e-03,1.00125,17.725,1.39484,4.11156
-9.088000e-03,1.00922,17.775,1.39391,4.10109
-9.086000e-03,1.00188,17.7734,1.39,4.10516
-9.084000e-03,1.01656,17.7578,1.39766,4.10016
-9.082000e-03,1.01078,17.7531,1.40047,4.10391
-9.080000e-03,1.00641,17.7328,1.38781,4.10156
-9.078000e-03,1.00578,17.7609,1.39187,4.10422
-9.076000e-03,0.999844,17.8203,1.39281,4.10078
-9.074000e-03,1.00953,17.8078,1.39781,4.10281
-9.072000e-03,1.00844,17.8047,1.40375,4.09484
-9.070000e-03,1.00656,17.6578,1.3925,4.10641
-9.068000e-03,1.00703,17.6984,1.3925,4.09953
-9.066000e-03,1.01359,17.6969,1.39531,4.09906
-9.064000e-03,1.01156,17.7625,1.38906,4.10047
-9.062000e-03,1.01,17.7281,1.40203,4.10828
-9.060000e-03,1.00609,17.7281,1.40359,4.10281
-9.058000e-03,1.00828,17.775,1.39344,4.10594
-9.056000e-03,1.00734,17.7891,1.38953,4.10734
-9.054000e-03,1.01547,17.7469,1.39469,4.10062
-9.052000e-03,1.00578,17.8328,1.38875,4.09609
