Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
-9.908000e-03,0.935156,19.9875,1.39688,4.10875
-9.906000e-03,0.931094,19.9875,1.40125,4.10359
-9.904000e-03,0.930625,19.9875,1.39375,4.11437
-9.902000e-03,0.932031,19.9875,1.40375,4.10656
-9.900000e-03,0.929375,19.9875,1.40766,4.11391
-9.898000e-03,0.936562,19.9875,1.39922,4.10859
-9.896000e-03,0.93,19.9875,1.39266,4.11359
-9.894000e-03,0.939219,19.9875,1.39656,4.10328
-9.892000e-03,0.930312,19.9875,1.39297,4.10547
-9.890000e-03,0.925781,19.9875,1.39391,4.11313
-9.888000e-03,0.930469,19.9875,1.40344,4.10406
-9.886000e-03,0.936719,19.9875,1.40156,4.10062
-9.884000e-03,0.937656,19.9875,1.39688,4.10297
-9.882000e-03,0.936562,19.9875,1.39875,4.10969
-9.880000e-03,0.929844,19.9875,1.40016,4.11531
-9.878000e-03,0.933125,19.9875,1.39953,4.11187
-9.876000e-03,0.927813,19.9875,1.39344,4.11172
-9.874000e-03,0.925312,19.9875,1.39563,4.11078
-9.872000e-03,0.932344,19.9875,1.39484,4.10109
-9.870000e-03,0.924375,19.9875,1.40203,4.10844
-9.868000e-03,0.942813,19.9875,1.40516,4.11562
-9.866000e-03,0.929063,19.9875,1.40422,4.11125
-9.864000e-03,0.929063,19.9875,1.4,4.10578
-9.862000e-03,0.935937,19.9875,1.40047,4.10828
-9.860000e-03,0.935937,19.9875,1.40547,4.10469
-9.858000e-03,0.928594,19.9875,1.40672,4.11016
-9.856000e-03,0.927188,19.9875,1.40828,4.09703
-9.854000e-03,0.933281,19.9875,1.40047,4.11984
-9.852000e-03,0.932656,19.9875,1.39719,4.10594
-9.850000e-03,0.932813,19.9875,1.39469,4.11234
-9.848000e-03,0.930781,19.9875,1.40344,4.105
-9.846000e-03,0.9325,19.9875,1.39516,4.11625
-9.844000e-03,0.929219,19.9875,1.39688,4.11172
-9.842000e-03,0.929375,19.9875,1.40484,4.11344
-9.840000e-03,0.928438,19.9875,1.39906,4.10672
-9.838000e-03,0.924063,19.9875,1.39516,4.11031
-9.836000e-03,0.925,19.9875,1.39828,4.10703
-9.834000e-03,0.922344,19.9875,1.4,4.11734
-9.832000e-03,0.925469,19.9875,1.39547,4.11031
-9.830000e-03,0.928438,19.9875,1.39969,4.11281
-9.828000e-03,0.930469,19.9875,1.40734,4.10703
-9.826000e-03,0.916875,19.9875,1.40109,4.10281
-9.824000e-03,0.922656,19.9875,1.38813,4.10875
-9.822000e-03,0.922656,19.9875,1.3975,4.10703
-9.820000e-03,0.925625,19.9875,1.395,4.10266
-9.818000e-03,0.928594,19.9875,1.39984,4.10312
-9.816000e-03,0.918125,19.9875,1.39422,4.10047
-9.814000e-03,0.932188,19.9875,1.40328,4.11406
-9.812000e-03,0.922188,19.9875,1.39875,4.11844
-9.810000e-03,0.920625,19.9875,1.40109,4.0975
-9.808000e-03,0.930937,19.9875,1.395,4.10797
-9.806000e-03,0.923906,19.9875,1.39641,4.10656
-9.804000e-03,0.917656,19.9875,1.39688,4.10656
-9.802000e-03,0.925937,19.9875,1.39906,4.10891
-9.800000e-03,0.919687,19.9875,1.39422,4.10953
-9.798000e-03,0.930156,19.9875,1.39719,4.11359
-9.796000e-03,0.917344,19.9875,1.39375,4.11453
-9.794000e-03,0.923281,19.9875,1.39781,4.1125
-9.792000e-03,0.922813,19.9875,1.39406,4.11187
-9.790000e-03,0.917813,19.9875,1.41141,4.11484
-9.788000e-03,0.918906,19.9875,1.40344,4.10969
-9.786000e-03,0.916875,19.9875,1.40297,4.11016
-9.784000e-03,0.922813,19.9875,1.40094,4.11828
-9.782000e-03,0.917656,19.9875,1.39297,4.10547
-9.780000e-03,0.918594,19.9875,1.39984,4.11047
-9.778000e-03,0.921563,19.9875,1.39922,4.11531
-9.776000e-03,0.921875,19.9875,1.39344,4.10141
-9.774000e-03,0.916563,19.9875,1.39437,4.11187
-9.772000e-03,0.922969,19.9875,1.40734,4.11172
-9.770000e-03,0.919063,19.9875,1.39609,4.10625
-9.768000e-03,0.9175,19.9875,1.39016,4.11047
-9.766000e-03,0.907969,19.9875,1.39891,4.10859
-9.764000e-03,0.917344,19.9875,1.40359,4.11062
-9.762000e-03,0.917813,19.9875,1.39828,4.10406
-9.760000e-03,0.921406,19.9875,1.39359,4.10781
-9.758000e-03,0.913281,19.9875,1.39859,4.11219
-9.756000e-03,0.915469,19.9875,1.39766,4.11469
-9.754000e-03,0.911406,19.9875,1.39578,4.10734
-9.752000e-03,0.917969,19.9875,1.40641,4.11391
-9.750000e-03,0.919375,19.9875,1.39781,4.11391
-9.748000e-03,0.907969,19.9875,1.39844,4.10109
-9.746000e-03,0.9225,19.9875,1.39859,4.10438
-9.744000e-03,0.919219,19.9875,1.39859,4.11422
-9.742000e-03,0.910469,19.9875,1.39813,4.11422
-9.740000e-03,0.916094,19.9875,1.40219,4.11016
-9.738000e-03,0.912344,19.9875,1.40219,4.10141
-9.736000e-03,0.916094,19.9875,1.39437,4.11313
-9.734000e-03,0.915781,19.9875,1.40281,4.11516
-9.732000e-03,0.91375,19.9875,1.40453,4.10797
-9.730000e-03,0.913906,19.9875,1.39187,4.10828
-9.728000e-03,0.915156,19.9875,1.40016,4.10875
-9.726000e-03,0.917344,19.9875,1.39984,4.10891
-9.724000e-03,0.905312,19.9875,1.40344,4.10109
-9.722000e-03,0.915469,19.9875,1.40187,4.10406
-9.720000e-03,0.910156,19.9875,1.40531,4.11109
-9.718000e-03,0.91125,19.9875,1.40828,4.10984
-9.716000e-03,0.911094,19.9875,1.39844,4.11234
-9.714000e-03,0.919844,19.9875,1.40312,4.11453
-9.712000e-03,0.921563,19.9875,1.40437,4.09906
-9.710000e-03,0.916875,19.9875,1.39047,4.11
-9.708000e-03,0.912344,19.9875,1.40453,4.10859
-9.706000e-03,0.912344,19.9875,1.39656,4.11344
-9.704000e-03,0.905,19.9875,1.39719,4.12016
-9.702000e-03,0.91875,19.9875,1.40328,4.11297
-9.700000e-03,0.911875,19.9875,1.40141,4.11547
-9.698000e-03,0.910625,19.9875,1.40375,4.11062
-9.696000e-03,0.910625,19.9875,1.39656,4.09469
-9.694000e-03,0.913281,19.9875,1.39813,4.10687
-9.692000e-03,0.914062,19.9875,1.3975,4.10047
-9.690000e-03,0.919687,19.9875,1.39969,4.10531
-9.688000e-03,0.912969,19.9875,1.40469,4.10438
-9.686000e-03,0.905469,19.9875,1.39797,4.11281
-9.684000e-03,0.910938,19.9875,1.40328,4.1025
-9.682000e-03,0.909219,19.9875,1.4025,4.10422
-9.680000e-03,0.906406,19.9875,1.39234,4.10906
-9.678000e-03,0.9125,19.9875,1.41156,4.10281
-9.676000e-03,0.911406,19.9875,1.40047,4.09891
-9.674000e-03,0.909062,19.9875,1.40063,4.10141
-9.672000e-03,0.910156,19.9875,1.40422,4.10422
-9.670000e-03,0.909062,19.9875,1.39547,4.10938
-9.668000e-03,0.921563,19.9875,1.39547,4.10719
-9.666000e-03,0.905625,19.9875,1.39375,4.10906
-9.664000e-03,0.900156,19.9875,1.40922,4.11484
-9.662000e-03,0.907656,19.9875,1.395,4.1025
-9.660000e-03,0.906563,19.9875,1.39297,4.11406
-9.658000e-03,0.902188,19.9875,1.40078,4.10734
-9.656000e-03,0.900469,19.9875,1.40156,4.10406
-9.654000e-03,0.905781,19.9875,1.39766,4.10703
-9.652000e-03,0.9025,19.9875,1.40016,4.10484
-9.650000e-03,0.90875,19.9875,1.40328,4.10875
-9.648000e-03,0.899844,19.9875,1.40562,4.11187
-9.646000e-03,0.918594,19.9875,1.40016,4.10766
-9.644000e-03,0.899062,19.9875,1.39797,4.10859
-9.642000e-03,0.909062,19.9875,1.40187,4.10797
-9.640000e-03,0.914531,19.9875,1.40219,4.10422
-9.638000e-03,0.908438,19.9875,1.39641,4.10438
-9.636000e-03,0.903125,19.9875,1.39953,4.11547
-9.634000e-03,0.907813,19.9875,1.39031,4.10875
-9.632000e-03,0.9025,19.9875,1.39516,4.10906
-9.630000e-03,0.909531,19.9875,1.40875,4.10516
-9.628000e-03,0.894844,19.9875,1.39719,4.11313
-9.626000e-03,0.911875,19.9875,1.40125,4.11141
-9.624000e-03,0.904844,19.9875,1.41406,4.10797
-9.622000e-03,0.902656,19.9875,1.39469,4.11094
-9.620000e-03,0.897344,19.9875,1.39531,4.10875
-9.618000e-03,0.898281,19.9875,1.40328,4.11641
-9.616000e-03,0.90625,19.9875,1.39953,4.09953
-9.614000e-03,0.89375,19.9875,1.39469,4.10406
-9.612000e-03,0.89875,19.9875,1.39734,4.12047
-9.610000e-03,0.899687,19.9875,1.39609,4.10969
-9.608000e-03,0.892031,19.9875,1.40031,4.11437
-9.606000e-03,0.898906,19.9875,1.40047,4.10984
-9.604000e-03,0.892344,19.9875,1.40312,4.10422
-9.602000e-03,0.893906,19.9875,1.39563,4.10375
-9.600000e-03,0.894531,19.9875,1.39531,4.11234
-9.598000e-03,0.886563,19.9875,1.39781,4.10391
-9.596000e-03,0.897969,19.9875,1.38781,4.11641
-9.594000e-03,0.901719,19.9875,1.39609,4.10797
-9.592000e-03,0.897031,19.9875,1.39688,4.11078
-9.590000e-03,0.894844,19.9875,1.39219,4.11437
-9.588000e-03,0.902813,19.9875,1.39453,4.11156
-9.586000e-03,0.89625,19.9875,1.39859,4.11922
-9.584000e-03,0.89625,19.9875,1.40172,4.10875
-9.582000e-03,0.89125,19.9875,1.40109,4.11141
-9.580000e-03,0.892813,19.9875,1.40688,4.10609
-9.578000e-03,0.893281,19.9875,1.40547,4.10875
-9.576000e-03,0.894375,19.9875,1.40031,4.10656
-9.574000e-03,0.903281,19.9875,1.40531,4.11141
-9.572000e-03,0.893594,19.9875,1.39891,4.10406
-9.570000e-03,0.895,19.9875,1.39688,4.10953
-9.568000e-03,0.901875,19.9875,1.39703,4.10734
-9.566000e-03,0.895,19.9875,1.39391,4.11375
-9.564000e-03,0.892188,19.9875,1.40234,4.10047
-9.562000e-03,0.898125,19.9875,1.40328,4.11062
-9.560000e-03,0.905938,19.9875,1.40125,4.11328
-9.558000e-03,0.894844,19.9875,1.3975,4.11516
-9.556000e-03,0.895,19.9875,1.39516,4.11125
-9.554000e-03,0.893906,19.9875,1.40906,4.11141
-9.552000e-03,0.895,19.9875,1.39891,4.11078
-9.550000e-03,0.896094,19.9875,1.39437,4.10422
-9.548000e-03,0.894531,19.9875,1.39703,4.10891
-9.546000e-03,0.893906,19.9875,1.4025,4.11187
-9.544000e-03,0.898281,19.9875,1.40562,4.10781
-9.542000e-03,0.888125,19.9875,1.39891,4.10578
-9.540000e-03,0.891094,19.9875,1.39766,4.11109
-9.538000e-03,0.885,19.9875,1.40625,4.10891
-9.536000e-03,0.903438,19.9875,1.39375,4.11984
-9.534000e-03,0.895781,19.9875,1.39016,4.1025
-9.532000e-03,0.894531,19.9875,1.4025,4.1125
-9.530000e-03,0.891875,19.9875,1.40109,4.11484
-9.528000e-03,0.885156,19.9875,1.39422,4.10625
-9.526000e-03,0.894219,19.9875,1.39453,4.11453
-9.524000e-03,0.895156,19.9875,1.40141,4.10531
-9.522000e-03,0.889531,19.9875,1.39641,4.10734
-9.520000e-03,0.890469,19.9875,1.39984,4.105
-9.518000e-03,0.890469,19.9875,1.40312,4.11609
-9.516000e-03,0.885938,19.9875,1.39031,4.10812
-9.514000e-03,0.887188,19.9875,1.39719,4.10109
-9.512000e-03,0.889062,19.9875,1.39813,4.11391
-9.510000e-03,0.89125,19.9875,1.41219,4.11406
-9.508000e-03,0.88375,19.9875,1.39984,4.10938
-9.506000e-03,0.88125,19.9875,1.39453,4.10953
-9.504000e-03,0.892344,19.9875,1.39641,4.10812
-9.502000e-03,0.884219,19.9875,1.40312,4.10734
-9.500000e-03,0.889375,19.9875,1.40328,4.11172
-9.498000e-03,0.889531,19.9875,1.39203,4.11094
-9.496000e-03,0.883437,19.9875,1.40281,4.11328
-9.494000e-03,0.885156,19.9875,1.39891,4.10641
-9.492000e-03,0.893437,19.9875,1.39984,4.11234
-9.490000e-03,0.884062,19.9875,1.40625,4.10969
-9.488000e-03,0.888125,19.9875,1.40016,4.11125
-9.486000e-03,0.881094,19.9875,1.39828,4.11172
-9.484000e-03,0.879844,19.9875,1.40047,4.11297
-9.482000e-03,0.882344,19.9875,1.3925,4.10609
-9.480000e-03,0.881875,19.9875,1.4025,4.10984
-9.478000e-03,0.885938,19.9875,1.40047,4.10891
-9.476000e-03,0.884531,19.9875,1.39953,4.10984
-9.474000e-03,0.887188,19.9875,1.40422,4.10719
-9.472000e-03,0.887969,19.9875,1.39938,4.10875
-9.470000e-03,0.887031,19.9875,1.39844,4.10969
-9.468000e-03,0.876875,19.9875,1.39688,4.10375
-9.466000e-03,0.890938,19.9875,1.40922,4.10734
-9.464000e-03,0.8875,19.9875,1.39828,4.11
-9.462000e-03,0.877031,19.9875,1.40344,4.11609
-9.460000e-03,0.884688,19.9875,1.39312,4.10812
-9.458000e-03,0.879219,19.9875,1.395,4.11141
-9.456000e-03,0.887969,19.9875,1.40609,4.09797
-9.454000e-03,0.878437,19.9875,1.39609,4.10703
-9.452000e-03,0.87875,19.9875,1.39297,4.11172
-9.450000e-03,0.875,19.9875,1.38703,4.11422
-9.448000e-03,0.883594,19.9875,1.39078,4.1
-9.446000e-03,0.876563,19.9875,1.39906,4.10547
-9.444000e-03,0.874531,19.9875,1.40156,4.11578
-9.442000e-03,0.883594,19.9875,1.38906,4.11719
-9.440000e-03,0.881406,19.9875,1.39859,4.10484
-9.438000e-03,0.873906,19.9875,1.39875,4.09719
-9.436000e-03,0.870313,19.9875,1.39266,4.10328
-9.434000e-03,0.8825,19.9875,1.39969,4.10656
-9.432000e-03,0.87625,19.9875,1.40141,4.105
-9.430000e-03,0.878437,19.9875,1.39391,4.11031
-9.428000e-03,0.870938,19.9875,1.40109,4.1175
-9.426000e-03,0.87625,19.9875,1.39688,4.11047
-9.424000e-03,0.877031,19.9875,1.39344,4.10406
-9.422000e-03,0.879844,19.9875,1.39672,4.11609
-9.420000e-03,0.884531,19.9875,1.39641,4.10719
-9.418000e-03,0.879688,19.9875,1.40703,4.11453
-9.416000e-03,0.880625,19.9875,1.40125,4.10969
-9.414000e-03,0.871719,19.9875,1.39578,4.11187
-9.412000e-03,0.8825,19.9875,1.39766,4.10844
-9.410000e-03,0.874375,19.9875,1.40266,4.10641
-9.408000e-03,0.874844,19.9875,1.39703,4.10891
-9.406000e-03,0.873906,19.9875,1.40187,4.09672
-9.404000e-03,0.868125,19.9875,1.39125,4.11875
-9.402000e-03,0.878594,19.9875,1.39312,4.10781
-9.400000e-03,0.875469,19.9875,1.39391,4.11172
-9.398000e-03,0.875781,19.9875,1.40469,4.11328
-9.396000e-03,0.871563,19.9875,1.38766,4.11344
-9.394000e-03,0.87875,19.9875,1.39234,4.11234
-9.392000e-03,0.870469,19.9875,1.38516,4.10484
-9.390000e-03,0.875781,19.9875,1.40156,4.10953
-9.388000e-03,0.877969,19.9875,1.39828,4.11203
-9.386000e-03,0.871406,19.9875,1.39828,4.11047
-9.384000e-03,0.870781,19.9875,1.39797,4.10359
-9.382000e-03,0.874531,19.9875,1.39703,4.11125
-9.380000e-03,0.879688,19.9875,1.40344,4.10312
-9.378000e-03,0.875,19.9875,1.39391,4.11484
-9.376000e-03,0.8725,19.9875,1.39719,4.10438
-9.374000e-03,0.866719,19.9875,1.40641,4.10438
-9.372000e-03,0.876094,19.9875,1.38938,4.10938
-9.370000e-03,0.881406,19.9875,1.39359,4.11547
-9.368000e-03,0.8675,19.9875,1.39922,4.11734
-9.366000e-03,0.871875,19.9875,1.3975,4.10844
-9.364000e-03,0.866719,19.9875,1.39656,4.11578
-9.362000e-03,0.878437,19.9875,1.40297,4.11547
-9.360000e-03,0.876406,19.9875,1.40375,4.10875
-9.358000e-03,0.882031,19.9875,1.38953,4.10406
-9.356000e-03,0.876406,19.9875,1.40016,4.11281
-9.354000e-03,0.868281,19.9875,1.39437,4.11297
-9.352000e-03,0.874062,19.9875,1.40312,4.10781
-9.350000e-03,0.869375,19.9875,1.40359,4.10844
-9.348000e-03,0.869219,19.9875,1.39766,4.10531
-9.346000e-03,0.865625,19.9875,1.40656,4.10438
-9.344000e-03,0.873594,19.9875,1.40172,4.11766
-9.342000e-03,0.874844,19.9875,1.39281,4.11078
-9.340000e-03,0.874375,19.9875,1.395,4.10859
-9.338000e-03,0.868281,19.9875,1.40094,4.10203
-9.336000e-03,0.862969,19.9875,1.39297,4.10391
-9.334000e-03,0.865156,19.9875,1.39969,4.10687
-9.332000e-03,0.873906,19.9875,1.40594,4.11797
-9.330000e-03,0.86625,19.9875,1.39578,4.115
-9.328000e-03,0.855469,19.9875,1.40312,4.10859
-9.326000e-03,0.88,19.9875,1.39266,4.10578
-9.324000e-03,0.869688,19.9875,1.39922,4.11062
-9.322000e-03,0.857344,19.9875,1.39953,4.11078
-9.320000e-03,0.877031,19.9875,1.4,4.09953
-9.318000e-03,0.868594,19.9875,1.39672,4.10391
-9.316000e-03,0.866719,19.9875,1.40266,4.12359
-9.314000e-03,0.865625,19.9875,1.40391,4.11187
-9.312000e-03,0.866719,19.9875,1.405,4.10891
-9.310000e-03,0.863906,19.9875,1.39984,4.11281
-9.308000e-03,0.869063,19.9875,1.40063,4.10516
-9.306000e-03,0.852656,19.9875,1.40453,4.11359
-9.304000e-03,0.861406,19.9875,1.40516,4.10531
-9.302000e-03,0.856875,19.9875,1.39437,4.10672
-9.300000e-03,0.865938,19.9875,1.40578,4.10812
-9.298000e-03,0.858437,19.9875,1.39359,4.11734
-9.296000e-03,0.868594,19.9875,1.39609,4.10312
-9.294000e-03,0.864063,19.9875,1.39156,4.10516
-9.292000e-03,0.858281,19.9875,1.39359,4.11344
-9.290000e-03,0.865156,19.9875,1.39859,4.10594
-9.288000e-03,0.866875,19.9875,1.39484,4.10391
-9.286000e-03,0.857031,19.9875,1.40344,4.10812
-9.284000e-03,0.853906,19.9875,1.40766,4.12172
-9.282000e-03,0.860156,19.9875,1.40359,4.11266
-9.280000e-03,0.858125,19.9875,1.40484,4.12672
-9.278000e-03,0.858594,19.9875,1.39437,4.11469
-9.276000e-03,0.861719,19.9875,1.4025,4.11094
-9.274000e-03,0.859844,19.9875,1.39344,4.11203
-9.272000e-03,0.863125,19.9875,1.40234,4.10781
-9.270000e-03,0.862812,19.9875,1.39719,4.10359
-9.268000e-03,0.862812,19.9875,1.4075,4.11266
-9.266000e-03,0.864375,19.9875,1.40625,4.10672
-9.264000e-03,0.86,19.9875,1.39516,4.11109
-9.262000e-03,0.868125,19.9875,1.395,4.10469
-9.260000e-03,0.867812,19.9875,1.40734,4.10828
-9.258000e-03,0.866719,19.9875,1.3975,4.10781
-9.256000e-03,0.855469,19.9875,1.39797,4.11891
-9.254000e-03,0.865,19.9875,1.39172,4.10344
-9.252000e-03,0.859063,19.9875,1.39656,4.11687
-9.250000e-03,0.855938,19.9875,1.3975,4.11078
-9.248000e-03,0.860938,19.9875,1.39422,4.1075
-9.246000e-03,0.850781,19.9875,1.39984,4.10281
-9.244000e-03,0.859063,19.9875,1.40359,4.11
-9.242000e-03,0.857656,19.9875,1.39984,4.11516
-9.240000e-03,0.858281,19.9875,1.39234,4.11187
-9.238000e-03,0.851094,19.9875,1.39844,4.1075
-9.236000e-03,0.858125,19.9875,1.40016,4.11391
-9.234000e-03,0.848438,19.9875,1.39891,4.10828
-9.232000e-03,0.850938,19.9875,1.40484,4.10828
-9.230000e-03,0.848594,19.9875,1.39953,4.1
-9.228000e-03,0.856875,19.9875,1.40344,4.10969
-9.226000e-03,0.852812,19.9875,1.39187,4.1225
-9.224000e-03,0.853281,19.9875,1.40141,4.11297
-9.222000e-03,0.863906,19.9875,1.40734,4.11859
-9.220000e-03,0.856719,19.9875,1.40187,4.10438
-9.218000e-03,0.858125,19.9875,1.39734,4.10047
-9.216000e-03,0.846562,19.9875,1.40594,4.11469
-9.214000e-03,0.854844,19.9875,1.39531,4.10797
-9.212000e-03,0.848906,19.9875,1.40109,4.12266
-9.210000e-03,0.857031,19.9875,1.40234,4.1175
-9.208000e-03,0.847344,19.9875,1.39891,4.10609
-9.206000e-03,0.852031,19.9875,1.39906,4.11359
-9.204000e-03,0.852969,19.9875,1.40047,4.10984
-9.202000e-03,0.855938,19.9875,1.39891,4.10766
-9.200000e-03,0.8575,19.9875,1.40016,4.10516
-9.198000e-03,0.851094,19.9875,1.40125,4.10516
-9.196000e-03,0.849531,19.9875,1.4025,4.11359
-9.194000e-03,0.850781,19.9875,1.40703,4.10469
-9.192000e-03,0.855625,19.9875,1.39859,4.10984
-9.190000e-03,0.853906,19.9875,1.39844,4.11031
-9.188000e-03,0.85875,19.9875,1.40063,4.11047
-9.186000e-03,0.857969,19.9875,1.39766,4.10828
-9.184000e-03,0.845938,19.9875,1.40469,4.09469
-9.182000e-03,0.861563,19.9875,1.39375,4.11922
-9.180000e-03,0.847031,19.9875,1.395,4.10219
-9.178000e-03,0.854844,19.9875,1.40031,4.10406
-9.176000e-03,0.858281,19.9875,1.39984,4.10875
-9.174000e-03,0.844844,19.9875,1.40719,4.11125
-9.172000e-03,0.856875,19.9875,1.39969,4.11266
-9.170000e-03,0.849063,19.9875,1.39547,4.10891
-9.168000e-03,0.848594,19.9875,1.39953,4.1125
-9.166000e-03,0.847031,19.9875,1.39797,4.12
-9.164000e-03,0.84125,19.9875,1.38875,4.1
-9.162000e-03,0.843125,19.9875,1.39297,4.1075
-9.160000e-03,0.851094,19.9875,1.40078,4.1075
-9.158000e-03,0.844531,19.9875,1.39766,4.11375
-9.156000e-03,0.846562,19.9875,1.39875,4.09797
-9.154000e-03,0.846094,19.9875,1.40938,4.10594
-9.152000e-03,0.844688,19.9875,1.40203,4.11813
-9.150000e-03,0.845625,19.9875,1.39641,4.11047
-9.148000e-03,0.844688,19.9875,1.39953,4.11219
-9.146000e-03,0.844375,19.9875,1.40141,4.11094
-9.144000e-03,0.843438,19.9875,1.39828,4.11187
-9.142000e-03,0.838281,19.9875,1.4025,4.11219
-9.140000e-03,0.838438,19.9875,1.395,4.09547
-9.138000e-03,0.841094,19.9875,1.39922,4.11422
-9.136000e-03,0.841094,19.9875,1.39875,4.10469
-9.134000e-03,0.848594,19.9875,1.39813,4.11047
-9.132000e-03,0.846094,19.9875,1.39906,4.115
-9.130000e-03,0.850156,19.9875,1.39875,4.10781
-9.128000e-03,0.851875,19.9875,1.40312,4.10312
-9.126000e-03,0.84625,19.9875,1.40172,4.11375
-9.124000e-03,0.849688,19.9875,1.41172,4.10625
-9.122000e-03,0.839063,19.9875,1.3975,4.10812
-9.120000e-03,0.838906,19.9875,1.39516,4.10875
-9.118000e-03,0.851562,19.9875,1.40703,4.10375
-9.116000e-03,0.847969,19.9875,1.40734,4.11219
-9.114000e-03,0.840625,19.9875,1.38969,4.10672
-9.112000e-03,0.832656,19.9875,1.40484,4.11594
-9.110000e-03,0.842187,19.9875,1.40078,4.11594
-9.108000e-03,0.848438,19.9875,1.39609,4.11344
-9.106000e-03,0.842969,19.9875,1.3975,4.1125
-9.104000e-03,0.835781,19.9875,1.39187,4.10141
-9.102000e-03,0.844219,19.9875,1.40437,4.11094
-9.100000e-03,0.84625,19.9875,1.39844,4.10906
-9.098000e-03,0.842031,19.9875,1.40344,4.10391
-9.096000e-03,0.846406,19.9875,1.39563,4.10828
-9.094000e-03,0.838906,19.9875,1.40141,4.10797
-9.092000e-03,0.838125,19.9875,1.4,4.11047
-9.090000e-03,0.835469,19.9875,1.39656,4.12016
-9.088000e-03,0.841094,19.9875,1.40063,4.10906
-9.086000e-03,0.841094,19.9875,1.39875,4.11016
-9.084000e-03,0.845156,19.9875,1.40406,4.11406
-9.082000e-03,0.828906,19.9875,1.39469,4.10125
-9.080000e-03,0.834844,19.9875,1.39672,4.10859
-9.078000e-03,0.839063,19.9875,1.39266,4.10703
-9.076000e-03,0.833281,19.9875,1.39672,4.10562
-9.074000e-03,0.839219,19.9875,1.39953,4.10484
-9.072000e-03,0.833906,19.9875,1.39375,4.09406
-9.070000e-03,0.836094,19.9875,1.40656,4.11203
-9.068000e-03,0.841406,19.9875,1.40047,4.11109
-9.066000e-03,0.837813,19.9875,1.40109,4.11453
-9.064000e-03,0.845156,19.9875,1.39281,4.10281
-9.062000e-03,0.841719,19.9875,1.39797,4.11313
-9.060000e-03,0.839219,19.9875,1.39734,4.09812
-9.058000e-03,0.839688,19.9875,1.39016,4.11141
-9.056000e-03,0.84,19.9875,1.40297,4.10953
