Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,,
-9.908000e-03,0.783906,19.9875,1.39594,4.10781
-9.906000e-03,0.783438,19.9875,1.40031,4.11109
-9.904000e-03,0.786094,19.9875,1.39813,4.1075
-9.902000e-03,0.783906,19.9875,1.39297,4.11531
-9.900000e-03,0.784531,19.9875,1.39109,4.11813
-9.898000e-03,0.780625,19.9875,1.39859,4.10687
-9.896000e-03,0.779375,19.9875,1.395,4.11687
-9.894000e-03,0.777344,19.9875,1.40437,4.115
-9.892000e-03,0.777344,19.9875,1.40484,4.11
-9.890000e-03,0.776406,19.9875,1.38922,4.11625
-9.888000e-03,0.776094,19.9875,1.39531,4.10859
-9.886000e-03,0.773281,19.9875,1.39766,4.11203
-9.884000e-03,0.781406,19.9875,1.39953,4.10953
-9.882000e-03,0.778281,19.9875,1.39453,4.09781
-9.880000e-03,0.7775,19.9875,1.395,4.09875
-9.878000e-03,0.776094,19.9875,1.41516,4.11047
-9.876000e-03,0.777813,19.9875,1.39875,4.11547
-9.874000e-03,0.780156,19.9875,1.40266,4.11016
-9.872000e-03,0.771875,19.9875,1.40094,4.11094
-9.870000e-03,0.779219,19.9875,1.39875,4.10891
-9.868000e-03,0.775313,19.9875,1.40672,4.10641
-9.866000e-03,0.764844,19.9875,1.39406,4.10812
-9.864000e-03,0.775,19.9875,1.39563,4.11172
-9.862000e-03,0.772344,19.9875,1.405,4.11547
-9.860000e-03,0.769844,19.9875,1.39906,4.10781
-9.858000e-03,0.775313,19.9875,1.39641,4.11047
-9.856000e-03,0.777344,19.9875,1.40109,4.10703
-9.854000e-03,0.769687,19.9875,1.40406,4.11219
-9.852000e-03,0.775,19.9875,1.39734,4.11547
-9.850000e-03,0.773125,19.9875,1.40609,4.1025
-9.848000e-03,0.775781,19.9875,1.40234,4.105
-9.846000e-03,0.771563,19.9875,1.39672,4.10812
-9.844000e-03,0.767188,19.9875,1.39813,4.11297
-9.842000e-03,0.769844,19.9875,1.40031,4.11156
-9.840000e-03,0.762969,19.9875,1.39422,4.10766
-9.838000e-03,0.759219,19.9875,1.3975,4.10375
-9.836000e-03,0.77125,19.9875,1.40187,4.11281
-9.834000e-03,0.772813,19.9875,1.39297,4.11062
-9.832000e-03,0.764844,19.9875,1.39734,4.12062
-9.830000e-03,0.765938,19.9875,1.39625,4.09984
-9.828000e-03,0.764219,19.9875,1.40203,4.10578
-9.826000e-03,0.767813,19.9875,1.4075,4.10703
-9.824000e-03,0.761094,19.9875,1.39266,4.09953
-9.822000e-03,0.766406,19.9875,1.39047,4.10594
-9.820000e-03,0.768281,19.9875,1.39984,4.11734
-9.818000e-03,0.759062,19.9875,1.39047,4.11141
-9.816000e-03,0.760781,19.9875,1.39938,4.10953
-9.814000e-03,0.764062,19.9875,1.39672,4.10828
-9.812000e-03,0.769687,19.9875,1.40312,4.10703
-9.810000e-03,0.76625,19.9875,1.40859,4.12172
-9.808000e-03,0.765625,19.9875,1.38906,4.11703
-9.806000e-03,0.76625,19.9875,1.39219,4.10797
-9.804000e-03,0.7575,19.9875,1.39344,4.11797
-9.802000e-03,0.767656,19.9875,1.40328,4.10641
-9.800000e-03,0.764375,19.9875,1.39641,4.11766
-9.798000e-03,0.764844,19.9875,1.39828,4.11328
-9.796000e-03,0.763906,19.9875,1.395,4.10828
-9.794000e-03,0.763906,19.9875,1.40312,4.12
-9.792000e-03,0.763594,19.9875,1.40016,4.11594
-9.790000e-03,0.755625,19.9875,1.38594,4.11062
-9.788000e-03,0.755469,19.9875,1.40094,4.10906
-9.786000e-03,0.766406,19.9875,1.40078,4.10187
-9.784000e-03,0.757969,19.9875,1.39547,4.1175
-9.782000e-03,0.762969,19.9875,1.38813,4.11313
-9.780000e-03,0.764219,19.9875,1.39703,4.11266
-9.778000e-03,0.764062,19.9875,1.39594,4.10875
-9.776000e-03,0.756563,19.9875,1.38547,4.11187
-9.774000e-03,0.752656,19.9875,1.38672,4.11469
-9.772000e-03,0.75625,19.9875,1.40984,4.11016
-9.770000e-03,0.762656,19.9875,1.39391,4.11234
-9.768000e-03,0.745313,19.9875,1.39688,4.10625
-9.766000e-03,0.754219,19.9875,1.39547,4.11672
-9.764000e-03,0.762969,19.9875,1.39953,4.11422
-9.762000e-03,0.751406,19.9875,1.39688,4.11313
-9.760000e-03,0.760938,19.9875,1.40766,4.10844
-9.758000e-03,0.759375,19.9875,1.40078,4.10984
-9.756000e-03,0.751094,19.9875,1.39266,4.11
-9.754000e-03,0.759688,19.9875,1.39859,4.10844
-9.752000e-03,0.760938,19.9875,1.39437,4.10812
-9.750000e-03,0.747344,19.9875,1.39688,4.10734
-9.748000e-03,0.754844,19.9875,1.39688,4.11797
-9.746000e-03,0.763281,19.9875,1.39203,4.11562
-9.744000e-03,0.749688,19.9875,1.40063,4.11437
-9.742000e-03,0.74625,19.9875,1.39984,4.11141
-9.740000e-03,0.749531,19.9875,1.39187,4.1125
-9.738000e-03,0.742031,19.9875,1.39531,4.09797
-9.736000e-03,0.760469,19.9875,1.39938,4.10828
-9.734000e-03,0.745781,19.9875,1.39969,4.10984
-9.732000e-03,0.755938,19.9875,1.39516,4.10234
-9.730000e-03,0.740625,19.9875,1.40594,4.10953
-9.728000e-03,0.753125,19.9875,1.39422,4.11125
-9.726000e-03,0.746719,19.9875,1.39578,4.11062
-9.724000e-03,0.745781,19.9875,1.40078,4.10938
-9.722000e-03,0.748906,19.9875,1.39969,4.11031
-9.720000e-03,0.754688,19.9875,1.405,4.10719
-9.718000e-03,0.746875,19.9875,1.40437,4.11625
-9.716000e-03,0.744062,19.9875,1.40109,4.11531
-9.714000e-03,0.746719,19.9875,1.39297,4.11094
-9.712000e-03,0.74,19.9875,1.40359,4.11891
-9.710000e-03,0.755625,19.9875,1.40156,4.11469
-9.708000e-03,0.742031,19.9875,1.39156,4.11141
-9.706000e-03,0.741875,19.9875,1.395,4.11109
-9.704000e-03,0.742031,19.9875,1.39594,4.11047
-9.702000e-03,0.744844,19.9875,1.39375,4.11094
-9.700000e-03,0.749531,19.9875,1.39844,4.10984
-9.698000e-03,0.744375,19.9875,1.40016,4.10828
-9.696000e-03,0.753125,19.9875,1.40406,4.09609
-9.694000e-03,0.734375,19.9875,1.39609,4.11953
-9.692000e-03,0.731875,19.9875,1.40109,4.10656
-9.690000e-03,0.739063,19.9875,1.39641,4.11031
-9.688000e-03,0.737656,19.9875,1.39891,4.11062
-9.686000e-03,0.738281,19.9875,1.39859,4.11594
-9.684000e-03,0.737656,19.9875,1.39828,4.09969
-9.682000e-03,0.734375,19.9875,1.40141,4.11234
-9.680000e-03,0.752031,19.9875,1.39969,4.10609
-9.678000e-03,0.744688,19.9875,1.39922,4.10219
-9.676000e-03,0.734844,19.9875,1.40094,4.10422
-9.674000e-03,0.744062,19.9875,1.40156,4.10469
-9.672000e-03,0.739531,19.9875,1.39828,4.10891
-9.670000e-03,0.737969,19.9875,1.39906,4.10391
-9.668000e-03,0.739688,19.9875,1.39547,4.10969
-9.666000e-03,0.736563,19.9875,1.40016,4.10625
-9.664000e-03,0.7375,19.9875,1.39031,4.11266
-9.662000e-03,0.738281,19.9875,1.39609,4.10906
-9.660000e-03,0.734688,19.9875,1.39453,4.11453
-9.658000e-03,0.737344,19.9875,1.39891,4.12
-9.656000e-03,0.74,19.9875,1.39328,4.10781
-9.654000e-03,0.733906,19.9875,1.39328,4.11266
-9.652000e-03,0.729063,19.9875,1.40359,4.10797
-9.650000e-03,0.7275,19.9875,1.39172,4.11203
-9.648000e-03,0.723281,19.9875,1.40297,4.10875
-9.646000e-03,0.7375,19.9875,1.39938,4.10547
-9.644000e-03,0.730781,19.9875,1.40172,4.11125
-9.642000e-03,0.731875,19.9875,1.39359,4.10703
-9.640000e-03,0.729375,19.9875,1.39203,4.11922
-9.638000e-03,0.735156,19.9875,1.39656,4.11922
-9.636000e-03,0.739531,19.9875,1.38906,4.11672
-9.634000e-03,0.72875,19.9875,1.39109,4.11594
-9.632000e-03,0.729063,19.9875,1.38719,4.10516
-9.630000e-03,0.735,19.9875,1.39969,4.10938
-9.628000e-03,0.7225,19.9875,1.40125,4.10328
-9.626000e-03,0.735938,19.9875,1.39547,4.11203
-9.624000e-03,0.734688,19.9875,1.39938,4.1125
-9.622000e-03,0.734063,19.9875,1.39656,4.10953
-9.620000e-03,0.729063,19.9875,1.39469,4.10781
-9.618000e-03,0.723594,19.9875,1.40312,4.11094
-9.616000e-03,0.724688,19.9875,1.39578,4.12
-9.614000e-03,0.732969,19.9875,1.395,4.11094
-9.612000e-03,0.727187,19.9875,1.38969,4.10969
-9.610000e-03,0.729219,19.9875,1.39813,4.11531
-9.608000e-03,0.731094,19.9875,1.40141,4.11672
-9.606000e-03,0.722969,19.9875,1.39781,4.10906
-9.604000e-03,0.723281,19.9875,1.39859,4.10156
-9.602000e-03,0.722187,19.9875,1.40625,4.11875
-9.600000e-03,0.720938,19.9875,1.40766,4.11203
-9.598000e-03,0.730313,19.9875,1.39141,4.10719
-9.596000e-03,0.72875,19.9875,1.4,4.10781
-9.594000e-03,0.716094,19.9875,1.39734,4.10969
-9.592000e-03,0.719219,19.9875,1.40297,4.10297
-9.590000e-03,0.731719,19.9875,1.4025,4.11422
-9.588000e-03,0.725469,19.9875,1.39328,4.10531
-9.586000e-03,0.718438,19.9875,1.39297,4.11953
-9.584000e-03,0.72,19.9875,1.40922,4.11313
-9.582000e-03,0.715781,19.9875,1.40156,4.11437
-9.580000e-03,0.713438,19.9875,1.39891,4.11047
-9.578000e-03,0.721562,19.9875,1.40016,4.11
-9.576000e-03,0.725313,19.9875,1.39672,4.09938
-9.574000e-03,0.71125,19.9875,1.39969,4.10859
-9.572000e-03,0.712344,19.9875,1.40859,4.11297
-9.570000e-03,0.730781,19.9875,1.40203,4.10891
-9.568000e-03,0.718125,19.9875,1.39641,4.10828
-9.566000e-03,0.714063,19.9875,1.40125,4.11562
-9.564000e-03,0.715938,19.9875,1.39109,4.10734
-9.562000e-03,0.708281,19.9875,1.39281,4.11078
-9.560000e-03,0.715156,19.9875,1.39734,4.11062
-9.558000e-03,0.72,19.9875,1.39234,4.11687
-9.556000e-03,0.709063,19.9875,1.40016,4.11859
-9.554000e-03,0.728437,19.9875,1.39141,4.11109
-9.552000e-03,0.714219,19.9875,1.40469,4.10359
-9.550000e-03,0.705937,19.9875,1.39906,4.11984
-9.548000e-03,0.710313,19.9875,1.39703,4.11
-9.546000e-03,0.710313,19.9875,1.40625,4.11359
-9.544000e-03,0.713906,19.9875,1.40844,4.11641
-9.542000e-03,0.705937,19.9875,1.40688,4.10984
-9.540000e-03,0.718281,19.9875,1.39469,4.1175
-9.538000e-03,0.718281,19.9875,1.40484,4.11562
-9.536000e-03,0.713438,19.9875,1.39437,4.11141
-9.534000e-03,0.715313,19.9875,1.40125,4.12047
-9.532000e-03,0.711406,19.9875,1.39406,4.10828
-9.530000e-03,0.711562,19.9875,1.40875,4.11734
-9.528000e-03,0.712969,19.9875,1.39563,4.11094
-9.526000e-03,0.705469,19.9875,1.38906,4.11078
-9.524000e-03,0.715625,19.9875,1.40984,4.11578
-9.522000e-03,0.703438,19.9875,1.39938,4.10531
-9.520000e-03,0.710625,19.9875,1.40469,4.10687
-9.518000e-03,0.709844,19.9875,1.4025,4.10656
-9.516000e-03,0.704688,19.9875,1.4,4.10266
-9.514000e-03,0.708281,19.9875,1.39688,4.11375
-9.512000e-03,0.71,19.9875,1.40328,4.11109
-9.510000e-03,0.714844,19.9875,1.39953,4.1175
-9.508000e-03,0.7025,19.9875,1.40578,4.11625
-9.506000e-03,0.709531,19.9875,1.39406,4.09625
-9.504000e-03,0.702656,19.9875,1.3975,4.11156
-9.502000e-03,0.709844,19.9875,1.40047,4.11234
-9.500000e-03,0.696562,19.9875,1.3875,4.11078
-9.498000e-03,0.696562,19.9875,1.39766,4.10469
-9.496000e-03,0.706719,19.9875,1.39813,4.115
-9.494000e-03,0.701719,19.9875,1.39703,4.1175
-9.492000e-03,0.70625,19.9875,1.39281,4.10859
-9.490000e-03,0.7075,19.9875,1.39422,4.11687
-9.488000e-03,0.702969,19.9875,1.395,4.10578
-9.486000e-03,0.705156,19.9875,1.39891,4.12078
-9.484000e-03,0.702187,19.9875,1.40187,4.12031
-9.482000e-03,0.7025,19.9875,1.39359,4.115
-9.480000e-03,0.704688,19.9875,1.40016,4.10875
-9.478000e-03,0.700937,19.9875,1.40047,4.10531
-9.476000e-03,0.701562,19.9875,1.39078,4.11375
-9.474000e-03,0.703438,19.9875,1.39688,4.11203
-9.472000e-03,0.705156,19.9875,1.39797,4.10297
-9.470000e-03,0.696406,19.9875,1.40625,4.10141
-9.468000e-03,0.697656,19.9875,1.39156,4.11609
-9.466000e-03,0.701406,19.9875,1.39187,4.11047
-9.464000e-03,0.698906,19.9875,1.39672,4.10312
-9.462000e-03,0.698906,19.9875,1.39797,4.10953
-9.460000e-03,0.694219,19.9875,1.40109,4.10219
-9.458000e-03,0.6975,19.9875,1.39047,4.11469
-9.456000e-03,0.697969,19.9875,1.39047,4.10734
-9.454000e-03,0.7,19.9875,1.39219,4.11125
-9.452000e-03,0.691719,19.9875,1.40562,4.10906
-9.450000e-03,0.696562,19.9875,1.39766,4.10609
-9.448000e-03,0.702031,19.9875,1.41063,4.10484
-9.446000e-03,0.700156,19.9875,1.39469,4.10562
-9.444000e-03,0.697031,19.9875,1.40016,4.11203
-9.442000e-03,0.693125,19.9875,1.39656,4.10938
-9.440000e-03,0.694375,19.9875,1.39875,4.10375
-9.438000e-03,0.689531,19.9875,1.39234,4.10672
-9.436000e-03,0.692031,19.9875,1.40312,4.11203
-9.434000e-03,0.692656,19.9875,1.40891,4.10219
-9.432000e-03,0.685312,19.9875,1.39938,4.11484
-9.430000e-03,0.695937,19.9875,1.39203,4.10844
-9.428000e-03,0.694375,19.9875,1.41516,4.10281
-9.426000e-03,0.692656,19.9875,1.40359,4.10531
-9.424000e-03,0.690937,19.9875,1.40469,4.11187
-9.422000e-03,0.686875,19.9875,1.40266,4.10797
-9.420000e-03,0.691562,19.9875,1.39641,4.11172
-9.418000e-03,0.684688,19.9875,1.40031,4.11906
-9.416000e-03,0.687344,19.9875,1.39297,4.11844
-9.414000e-03,0.684375,19.9875,1.40703,4.11109
-9.412000e-03,0.687969,19.9875,1.4025,4.11
-9.410000e-03,0.687656,19.9875,1.40203,4.11781
-9.408000e-03,0.684375,19.9875,1.40281,4.10938
-9.406000e-03,0.678438,19.9875,1.39703,4.10875
-9.404000e-03,0.686719,19.9875,1.40266,4.1175
-9.402000e-03,0.685781,19.9875,1.40187,4.11156
-9.400000e-03,0.689219,19.9875,1.39266,4.10719
-9.398000e-03,0.679531,19.9875,1.39938,4.10969
-9.396000e-03,0.688438,19.9875,1.39922,4.11422
-9.394000e-03,0.683906,19.9875,1.39906,4.10875
-9.392000e-03,0.678594,19.9875,1.40562,4.11469
-9.390000e-03,0.685625,19.9875,1.39984,4.11281
-9.388000e-03,0.680469,19.9875,1.39109,4.10859
-9.386000e-03,0.68625,19.9875,1.39891,4.11078
-9.384000e-03,0.683281,19.9875,1.39594,4.10969
-9.382000e-03,0.678125,19.9875,1.39172,4.10641
-9.380000e-03,0.677969,19.9875,1.40281,4.10703
-9.378000e-03,0.680625,19.9875,1.39578,4.10703
-9.376000e-03,0.679844,19.9875,1.40359,4.10687
-9.374000e-03,0.686562,19.9875,1.40141,4.10687
-9.372000e-03,0.674219,19.9875,1.39891,4.10187
-9.370000e-03,0.676719,19.9875,1.39656,4.11687
-9.368000e-03,0.68125,19.9875,1.39469,4.11234
-9.366000e-03,0.677031,19.9875,1.39719,4.11656
-9.364000e-03,0.669375,19.9875,1.39781,4.10531
-9.362000e-03,0.682813,19.9875,1.39922,4.10281
-9.360000e-03,0.679375,19.9875,1.39969,4.11219
-9.358000e-03,0.676563,19.9875,1.39297,4.12031
-9.356000e-03,0.681719,19.9875,1.39047,4.10672
-9.354000e-03,0.671094,19.9875,1.40203,4.10219
-9.352000e-03,0.672656,19.9875,1.40047,4.11344
-9.350000e-03,0.670469,19.9875,1.38531,4.11422
-9.348000e-03,0.679063,19.9875,1.40578,4.12172
-9.346000e-03,0.677969,19.9875,1.40156,4.10469
-9.344000e-03,0.67,19.9875,1.39859,4.10953
-9.342000e-03,0.67375,19.9875,1.39125,4.10672
-9.340000e-03,0.672813,19.9875,1.39609,4.11359
-9.338000e-03,0.672031,19.9875,1.39922,4.11
-9.336000e-03,0.674375,19.9875,1.40437,4.10562
-9.334000e-03,0.669687,19.9875,1.39453,4.11687
-9.332000e-03,0.672344,19.9875,1.39453,4.10875
-9.330000e-03,0.676875,19.9875,1.40063,4.10844
-9.328000e-03,0.669063,19.9875,1.40234,4.11922
-9.326000e-03,0.669219,19.9875,1.39656,4.11906
-9.324000e-03,0.675781,19.9875,1.40328,4.10156
-9.322000e-03,0.675,19.9875,1.40141,4.10766
-9.320000e-03,0.665625,19.9875,1.405,4.10891
-9.318000e-03,0.663438,19.9875,1.39797,4.10812
-9.316000e-03,0.674063,19.9875,1.39641,4.11406
-9.314000e-03,0.6725,19.9875,1.39734,4.1075
-9.312000e-03,0.664375,19.9875,1.40391,4.11094
-9.310000e-03,0.669219,19.9875,1.39969,4.11109
-9.308000e-03,0.677813,19.9875,1.40625,4.11078
-9.306000e-03,0.670625,19.9875,1.40063,4.11
-9.304000e-03,0.662813,19.9875,1.40516,4.11547
-9.302000e-03,0.670937,19.9875,1.39719,4.11094
-9.300000e-03,0.660312,19.9875,1.40328,4.11687
-9.298000e-03,0.669687,19.9875,1.39953,4.11031
-9.296000e-03,0.664844,19.9875,1.39703,4.10172
-9.294000e-03,0.669687,19.9875,1.39875,4.10469
-9.292000e-03,0.66375,19.9875,1.39828,4.11844
-9.290000e-03,0.662188,19.9875,1.39641,4.11219
-9.288000e-03,0.657656,19.9875,1.39984,4.10125
-9.286000e-03,0.664531,19.9875,1.39609,4.11391
-9.284000e-03,0.655781,19.9875,1.39906,4.10703
-9.282000e-03,0.652344,19.9875,1.40609,4.11328
-9.280000e-03,0.665781,19.9875,1.40203,4.10516
-9.278000e-03,0.662969,19.9875,1.4025,4.10844
-9.276000e-03,0.664375,19.9875,1.39688,4.10172
-9.274000e-03,0.662188,19.9875,1.40375,4.10828
-9.272000e-03,0.652344,19.9875,1.40312,4.10359
-9.270000e-03,0.664844,19.9875,1.40187,4.1125
-9.268000e-03,0.657813,19.9875,1.39859,4.10891
-9.266000e-03,0.663594,19.9875,1.39641,4.10141
-9.264000e-03,0.657344,19.9875,1.39469,4.105
-9.262000e-03,0.652656,19.9875,1.38797,4.12094
-9.260000e-03,0.655625,19.9875,1.4075,4.1125
-9.258000e-03,0.668125,19.9875,1.39281,4.10828
-9.256000e-03,0.661094,19.9875,1.39437,4.115
-9.254000e-03,0.659375,19.9875,1.40672,4.11687
-9.252000e-03,0.662813,19.9875,1.40109,4.11047
-9.250000e-03,0.650312,19.9875,1.40094,4.11328
-9.248000e-03,0.659062,19.9875,1.39563,4.11234
-9.246000e-03,0.655312,19.9875,1.39594,4.10531
-9.244000e-03,0.648438,19.9875,1.40266,4.11297
-9.242000e-03,0.653281,19.9875,1.40047,4.10906
-9.240000e-03,0.654062,19.9875,1.40172,4.11469
-9.238000e-03,0.657969,19.9875,1.4075,4.10984
-9.236000e-03,0.658281,19.9875,1.40609,4.11203
-9.234000e-03,0.652813,19.9875,1.39437,4.10812
-9.232000e-03,0.654062,19.9875,1.405,4.10703
-9.230000e-03,0.655312,19.9875,1.3975,4.10891
-9.228000e-03,0.652344,19.9875,1.40203,4.10531
-9.226000e-03,0.648125,19.9875,1.40187,4.12312
-9.224000e-03,0.646406,19.9875,1.39594,4.11469
-9.222000e-03,0.650625,19.9875,1.405,4.11187
-9.220000e-03,0.658594,19.9875,1.40359,4.10422
-9.218000e-03,0.655469,19.9875,1.4,4.10562
-9.216000e-03,0.649375,19.9875,1.39469,4.10531
-9.214000e-03,0.647344,19.9875,1.41047,4.11266
-9.212000e-03,0.648125,19.9875,1.40094,4.11453
-9.210000e-03,0.64125,19.9875,1.40063,4.11313
-9.208000e-03,0.647656,19.9875,1.39906,4.11078
-9.206000e-03,0.649375,19.9875,1.39813,4.11
-9.204000e-03,0.65375,19.9875,1.40938,4.11656
-9.202000e-03,0.652344,19.9875,1.40391,4.10781
-9.200000e-03,0.639219,19.9875,1.39594,4.11906
-9.198000e-03,0.647969,19.9875,1.39859,4.10484
-9.196000e-03,0.644687,19.9875,1.40859,4.10641
-9.194000e-03,0.657188,19.9875,1.41031,4.1175
-9.192000e-03,0.648438,19.9875,1.405,4.11125
-9.190000e-03,0.637188,19.9875,1.40813,4.10719
-9.188000e-03,0.644687,19.9875,1.40109,4.10859
-9.186000e-03,0.643281,19.9875,1.39984,4.10031
-9.184000e-03,0.646719,19.9875,1.39859,4.10656
-9.182000e-03,0.64,19.9875,1.40063,4.1075
-9.180000e-03,0.6425,19.9875,1.40391,4.11891
-9.178000e-03,0.637031,19.9875,1.39484,4.11391
-9.176000e-03,0.635469,19.9875,1.40125,4.11969
-9.174000e-03,0.640781,19.9875,1.39969,4.1075
-9.172000e-03,0.646406,19.9875,1.39922,4.10594
-9.170000e-03,0.639062,19.9875,1.39609,4.10922
-9.168000e-03,0.635625,19.9875,1.39875,4.11547
-9.166000e-03,0.636094,19.9875,1.39172,4.11234
-9.164000e-03,0.638594,19.9875,1.39859,4.11172
-9.162000e-03,0.629219,19.9875,1.39344,4.10062
-9.160000e-03,0.645156,19.9875,1.40094,4.10719
-9.158000e-03,0.647031,19.9875,1.39297,4.10859
-9.156000e-03,0.64125,19.9875,1.39531,4.11156
-9.154000e-03,0.637813,19.9875,1.39734,4.11187
-9.152000e-03,0.630781,19.9875,1.40016,4.11813
-9.150000e-03,0.636875,19.9875,1.39703,4.10547
-9.148000e-03,0.637031,19.9875,1.39719,4.10734
-9.146000e-03,0.63375,19.9875,1.40047,4.11047
-9.144000e-03,0.632031,19.9875,1.39297,4.10812
-9.142000e-03,0.632344,19.9875,1.40172,4.10875
-9.140000e-03,0.637656,19.9875,1.40141,4.11875
-9.138000e-03,0.633594,19.9875,1.39609,4.11031
-9.136000e-03,0.623437,19.9875,1.39813,4.1175
-9.134000e-03,0.631563,19.9875,1.39266,4.10594
-9.132000e-03,0.635625,19.9875,1.40391,4.10797
-9.130000e-03,0.63125,19.9875,1.40328,4.10781
-9.128000e-03,0.632188,19.9875,1.39266,4.10828
-9.126000e-03,0.62625,19.9875,1.39719,4.11219
-9.124000e-03,0.631406,19.9875,1.39719,4.10812
-9.122000e-03,0.630938,19.9875,1.40547,4.11094
-9.120000e-03,0.63375,19.9875,1.39672,4.10953
-9.118000e-03,0.628906,19.9875,1.39938,4.11844
-9.116000e-03,0.629062,19.9875,1.39984,4.10578
-9.114000e-03,0.63875,19.9875,1.40312,4.10312
-9.112000e-03,0.630938,19.9875,1.4025,4.10469
-9.110000e-03,0.630625,19.9875,1.39734,4.11266
-9.108000e-03,0.630156,19.9875,1.40281,4.11156
-9.106000e-03,0.628437,19.9875,1.39719,4.105
-9.104000e-03,0.628125,19.9875,1.3925,4.10562
-9.102000e-03,0.637031,19.9875,1.39531,4.11687
-9.100000e-03,0.624375,19.9875,1.40437,4.10781
-9.098000e-03,0.628437,19.9875,1.40156,4.11313
-9.096000e-03,0.627344,19.9875,1.39703,4.10797
-9.094000e-03,0.630938,19.9875,1.40094,4.10609
-9.092000e-03,0.63,19.9875,1.39953,4.11781
-9.090000e-03,0.631406,19.9875,1.3975,4.1125
-9.088000e-03,0.630313,19.9875,1.39516,4.10531
-9.086000e-03,0.632812,19.9875,1.40047,4.10344
-9.084000e-03,0.633281,19.9875,1.39359,4.11016
-9.082000e-03,0.630781,19.9875,1.39984,4.12125
-9.080000e-03,0.622969,19.9875,1.40437,4.11219
-9.078000e-03,0.632344,19.9875,1.405,4.10344
-9.076000e-03,0.623906,19.9875,1.40016,4.10453
-9.074000e-03,0.624844,19.9875,1.40375,4.10656
-9.072000e-03,0.624375,19.9875,1.39422,4.11016
-9.070000e-03,0.615781,19.9875,1.39578,4.10484
-9.068000e-03,0.628281,19.9875,1.39688,4.10625
-9.066000e-03,0.621406,19.9875,1.39891,4.11
-9.064000e-03,0.619062,19.9875,1.40469,4.11781
-9.062000e-03,0.627031,19.9875,1.39672,4.10422
-9.060000e-03,0.6175,19.9875,1.40844,4.11641
-9.058000e-03,0.628281,19.9875,1.39688,4.10516
-9.056000e-03,0.626094,19.9875,1.40234,4.11391
-9.054000e-03,0.624531,19.9875,1.40047,4.10672
