Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-03,-0.0195312,1.95063,3.22703
-9.998000e-04,-0.0203125,1.94703,3.22688
-9.996000e-04,-0.02,1.94875,3.23047
-9.994000e-04,-0.0203125,1.94891,3.22797
-9.992000e-04,-0.0214063,1.94953,3.22844
-9.990000e-04,-0.0203125,1.94641,3.22828
-9.988000e-04,-0.0214063,1.95016,3.23062
-9.986000e-04,-0.0210938,1.94609,3.22906
-9.984000e-04,-0.0215625,1.95203,3.22438
-9.982000e-04,-0.020625,1.94641,3.23016
-9.980000e-04,-0.020625,1.94594,3.22609
-9.978000e-04,-0.0217188,1.94578,3.23109
-9.976000e-04,-0.0207813,1.95516,3.23062
-9.974000e-04,-0.0196875,1.94984,3.23
-9.972000e-04,-0.0204688,1.94813,3.22703
-9.970000e-04,-0.0210938,1.9475,3.23062
-9.968000e-04,-0.0207813,1.94953,3.22719
-9.966000e-04,-0.0207813,1.94719,3.2275
-9.964000e-04,-0.02,1.95063,3.22797
-9.962000e-04,-0.02,1.95047,3.23234
-9.960000e-04,-0.0198438,1.94828,3.23469
-9.958000e-04,-0.0209375,1.95203,3.22469
-9.956000e-04,-0.0207813,1.95172,3.22672
-9.954000e-04,-0.0207813,1.94969,3.22859
-9.952000e-04,-0.0203125,1.94859,3.22625
-9.950000e-04,-0.0215625,1.95,3.225
-9.948000e-04,-0.0201563,1.95312,3.23313
-9.946000e-04,-0.021875,1.94813,3.22656
-9.944000e-04,-0.0210938,1.94828,3.23
-9.942000e-04,-0.0204688,1.94828,3.22953
-9.940000e-04,-0.0214063,1.95125,3.22891
-9.938000e-04,-0.0215625,1.95063,3.23047
-9.936000e-04,-0.0201563,1.95016,3.22562
-9.934000e-04,-0.0207813,1.94938,3.22844
-9.932000e-04,-0.0204688,1.95047,3.22969
-9.930000e-04,-0.0207813,1.95141,3.22906
-9.928000e-04,-0.0217188,1.95016,3.22859
-9.926000e-04,-0.0204688,1.94703,3.23062
-9.924000e-04,-0.02125,1.94938,3.22797
-9.922000e-04,-0.02125,1.94594,3.22922
-9.920000e-04,-0.0210938,1.94875,3.22562
-9.918000e-04,-0.0207813,1.9475,3.22938
-9.916000e-04,-0.0209375,1.94766,3.22719
-9.914000e-04,-0.0215625,1.94938,3.22953
-9.912000e-04,-0.0207813,1.95484,3.22969
-9.910000e-04,-0.0207813,1.94938,3.22859
-9.908000e-04,-0.0210938,1.94719,3.22562
-9.906000e-04,-0.0215625,1.95141,3.22906
-9.904000e-04,-0.020625,1.94938,3.22609
-9.902000e-04,-0.0210938,1.95016,3.22719
-9.900000e-04,-0.020625,1.95156,3.22797
-9.898000e-04,-0.02,1.94953,3.22984
-9.896000e-04,-0.0195312,1.95047,3.23172
