Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,10,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,1,1
Vertical Position,0,-0.02,0
,,,
,,,
,,,
Label,M2024,M2029,M2030
TIME,CH1,CH3,CH4
-1.000000e-03,-0.0185937,2.37938,3.23328
-9.998000e-04,-0.0184375,2.38125,3.22984
-9.996000e-04,-0.0190625,2.37828,3.23047
-9.994000e-04,-0.0196875,2.38266,3.23125
-9.992000e-04,-0.02,2.38063,3.23156
-9.990000e-04,-0.0192187,2.37891,3.23281
-9.988000e-04,-0.02,2.38125,3.23344
-9.986000e-04,-0.0195312,2.38016,3.23203
-9.984000e-04,-0.0201563,2.37891,3.23328
-9.982000e-04,-0.02,2.3775,3.23062
-9.980000e-04,-0.02,2.37906,3.22969
-9.978000e-04,-0.02,2.37969,3.23297
-9.976000e-04,-0.0196875,2.38375,3.23656
-9.974000e-04,-0.0189062,2.38266,3.23234
-9.972000e-04,-0.0198438,2.37641,3.22984
-9.970000e-04,-0.0196875,2.37844,3.23109
-9.968000e-04,-0.0198438,2.38094,3.22875
-9.966000e-04,-0.019375,2.37844,3.22984
-9.964000e-04,-0.0196875,2.37734,3.23109
-9.962000e-04,-0.0182812,2.38063,3.23109
-9.960000e-04,-0.0185937,2.37984,3.23531
-9.958000e-04,-0.02,2.37859,3.23313
-9.956000e-04,-0.0198438,2.37719,3.22922
-9.954000e-04,-0.0198438,2.37969,3.23188
-9.952000e-04,-0.019375,2.3775,3.22766
-9.950000e-04,-0.0196875,2.37922,3.23031
-9.948000e-04,-0.0179688,2.38375,3.23516
-9.946000e-04,-0.02,2.37688,3.22906
-9.944000e-04,-0.0198438,2.38078,3.22953
-9.942000e-04,-0.019375,2.37969,3.23141
-9.940000e-04,-0.0198438,2.38359,3.23203
-9.938000e-04,-0.0204688,2.38078,3.23172
-9.936000e-04,-0.0190625,2.38281,3.23203
-9.934000e-04,-0.0189062,2.38,3.22984
-9.932000e-04,-0.0192187,2.38,3.23172
-9.930000e-04,-0.0196875,2.37969,3.23219
-9.928000e-04,-0.020625,2.37828,3.23219
-9.926000e-04,-0.01875,2.38,3.2325
-9.924000e-04,-0.02,2.38016,3.23438
-9.922000e-04,-0.0196875,2.37938,3.23156
-9.920000e-04,-0.02,2.37938,3.23141
-9.918000e-04,-0.0196875,2.3825,3.22875
-9.916000e-04,-0.0203125,2.38047,3.22969
-9.914000e-04,-0.0203125,2.38063,3.23047
-9.912000e-04,-0.0198438,2.38313,3.23578
-9.910000e-04,-0.0184375,2.38328,3.23078
-9.908000e-04,-0.02,2.38,3.23094
-9.906000e-04,-0.02,2.38203,3.23141
-9.904000e-04,-0.02,2.37906,3.23094
-9.902000e-04,-0.019375,2.37938,3.23
-9.900000e-04,-0.0195312,2.38031,3.22812
-9.898000e-04,-0.01875,2.38141,3.23203
-9.896000e-04,-0.018125,2.38391,3.23547
-9.894000e-04,-0.0201563,2.38063,3.23234
